DISTRICT,DD000AA01222R,DD000AA01322R,DD000AA01S22R,DD000AA11222R,DD000AA11322R,DD000AA11S22R,DD000ABI1222R,DD000ABI1322R,DD000ABI1S22R,DD000AR11222R,DD000AR11322R,DD000AR11S22R,DD000AR21222R,DD000AR21322R,DD000AR21S22R,DD000AUS1222R,DD000AUS1322R,DD000AUS1S22R,DD200AA01222R,DD200AA01322R,DD200AA01S22R,DD200AA11222R,DD200AA11322R,DD200AA11S22R,DD200ABI1222R,DD200ABI1322R,DD200ABI1S22R,DD200AR11222R,DD200AR11322R,DD200AR11S22R,DD200AR21222R,DD200AR21322R,DD200AR21S22R,DD200AUS1222R,DD200AUS1322R,DD200AUS1S22R,DD300AA01222R,DD300AA01322R,DD300AA01S22R,DD300AA11222R,DD300AA11322R,DD300AA11S22R,DD300ABI1222R,DD300ABI1322R,DD300ABI1S22R,DD300AR11222R,DD300AR11322R,DD300AR11S22R,DD300AR21222R,DD300AR21322R,DD300AR21S22R,DD300AUS1222R,DD300AUS1322R,DD300AUS1S22R,DD400AA01222R,DD400AA01322R,DD400AA01S22R,DD400AA11222R,DD400AA11322R,DD400AA11S22R,DD400ABI1222R,DD400ABI1322R,DD400ABI1S22R,DD400AR11222R,DD400AR11322R,DD400AR11S22R,DD400AR21222R,DD400AR21322R,DD400AR21S22R,DD400AUS1222R,DD400AUS1322R,DD400AUS1S22R,DDA00AA01222R,DDA00AA01322R,DDA00AA01S22R,DDA00AA11222R,DDA00AA11322R,DDA00AA11S22R,DDA00ABI1222R,DDA00ABI1322R,DDA00ABI1S22R,DDA00AR11222R,DDA00AR11322R,DDA00AR11S22R,DDA00AR21222R,DDA00AR21322R,DDA00AR21S22R,DDA00AUS1222R,DDA00AUS1322R,DDA00AUS1S22R,DDB00AA01222R,DDB00AA01322R,DDB00AA01S22R,DDB00AA11222R,DDB00AA11322R,DDB00AA11S22R,DDB00ABI1222R,DDB00ABI1322R,DDB00ABI1S22R,DDB00AR11222R,DDB00AR11322R,DDB00AR11S22R,DDB00AR21222R,DDB00AR21322R,DDB00AR21S22R,DDB00AUS1222R,DDB00AUS1322R,DDB00AUS1S22R,DDE00AA01222R,DDE00AA01322R,DDE00AA01S22R,DDE00AA11222R,DDE00AA11322R,DDE00AA11S22R,DDE00ABI1222R,DDE00ABI1322R,DDE00ABI1S22R,DDE00AR11222R,DDE00AR11322R,DDE00AR11S22R,DDE00AR21222R,DDE00AR21322R,DDE00AR21S22R,DDE00AUS1222R,DDE00AUS1322R,DDE00AUS1S22R,DDF00AA01222R,DDF00AA01322R,DDF00AA01S22R,DDF00AA11222R,DDF00AA11322R,DDF00AA11S22R,DDF00ABI1222R,DDF00ABI1322R,DDF00ABI1S22R,DDF00AR11222R,DDF00AR11322R,DDF00AR11S22R,DDF00AR21222R,DDF00AR21322R,DDF00AR21S22R,DDF00AUS1222R,DDF00AUS1322R,DDF00AUS1S22R,DDH00AA01222R,DDH00AA01322R,DDH00AA01S22R,DDH00AA11222R,DDH00AA11322R,DDH00AA11S22R,DDH00ABI1222R,DDH00ABI1322R,DDH00ABI1S22R,DDH00AR11222R,DDH00AR11322R,DDH00AR11S22R,DDH00AR21222R,DDH00AR21322R,DDH00AR21S22R,DDH00AUS1222R,DDH00AUS1322R,DDH00AUS1S22R,DDI00AA01222R,DDI00AA01322R,DDI00AA01S22R,DDI00AA11222R,DDI00AA11322R,DDI00AA11S22R,DDI00ABI1222R,DDI00ABI1322R,DDI00ABI1S22R,DDI00AR11222R,DDI00AR11322R,DDI00AR11S22R,DDI00AR21222R,DDI00AR21322R,DDI00AR21S22R,DDI00AUS1222R,DDI00AUS1322R,DDI00AUS1S22R,DDL00AA01222R,DDL00AA01322R,DDL00AA01S22R,DDL00AA11222R,DDL00AA11322R,DDL00AA11S22R,DDL00ABI1222R,DDL00ABI1322R,DDL00ABI1S22R,DDL00AR11222R,DDL00AR11322R,DDL00AR11S22R,DDL00AR21222R,DDL00AR21322R,DDL00AR21S22R,DDL00AUS1222R,DDL00AUS1322R,DDL00AUS1S22R,DDM00AA01222R,DDM00AA01322R,DDM00AA01S22R,DDM00AA11222R,DDM00AA11322R,DDM00AA11S22R,DDM00ABI1222R,DDM00ABI1322R,DDM00ABI1S22R,DDM00AR11222R,DDM00AR11322R,DDM00AR11S22R,DDM00AR21222R,DDM00AR21322R,DDM00AR21S22R,DDM00AUS1222R,DDM00AUS1322R,DDM00AUS1S22R,DDR00AA01222R,DDR00AA01322R,DDR00AA01S22R,DDR00AA11222R,DDR00AA11322R,DDR00AA11S22R,DDR00ABI1222R,DDR00ABI1322R,DDR00ABI1S22R,DDR00AR11222R,DDR00AR11322R,DDR00AR11S22R,DDR00AR21222R,DDR00AR21322R,DDR00AR21S22R,DDR00AUS1222R,DDR00AUS1322R,DDR00AUS1S22R,DDS00AA01222R,DDS00AA01322R,DDS00AA01S22R,DDS00AA11222R,DDS00AA11322R,DDS00AA11S22R,DDS00ABI1222R,DDS00ABI1322R,DDS00ABI1S22R,DDS00AR11222R,DDS00AR11322R,DDS00AR11S22R,DDS00AR21222R,DDS00AR21322R,DDS00AR21S22R,DDS00AUS1222R,DDS00AUS1322R,DDS00AUS1S22R,DDW00AA01222R,DDW00AA01322R,DDW00AA01S22R,DDW00AA11222R,DDW00AA11322R,DDW00AA11S22R,DDW00ABI1222R,DDW00ABI1322R,DDW00ABI1S22R,DDW00AR11222R,DDW00AR11322R,DDW00AR11S22R,DDW00AR21222R,DDW00AR21322R,DDW00AR21S22R,DDW00AUS1222R,DDW00AUS1322R,DDW00AUS1S22R,DISTNAME,DNC00AA01222R,DNC00AA01322R,DNC00AA01S22R,DNC00AA11222R,DNC00AA11322R,DNC00AA11S22R,DNC00ABI1222R,DNC00ABI1322R,DNC00ABI1S22R,DNC00AR11222R,DNC00AR11322R,DNC00AR11S22R,DNC00AR21222R,DNC00AR21322R,DNC00AR21S22R,DNC00AUS1222R,DNC00AUS1322R,DNC00AUS1S22R,DNM00AA01222R,DNM00AA01322R,DNM00AA01S22R,DNM00AA11222R,DNM00AA11322R,DNM00AA11S22R,DNM00ABI1222R,DNM00ABI1322R,DNM00ABI1S22R,DNM00AR11222R,DNM00AR11322R,DNM00AR11S22R,DNM00AR21222R,DNM00AR21322R,DNM00AR21S22R,DNM00AUS1222R,DNM00AUS1322R,DNM00AUS1S22R,DNS00AA01222R,DNS00AA01322R,DNS00AA01S22R,DNS00AA11222R,DNS00AA11322R,DNS00AA11S22R,DNS00ABI1222R,DNS00ABI1322R,DNS00ABI1S22R,DNS00AR11222R,DNS00AR11322R,DNS00AR11S22R,DNS00AR21222R,DNS00AR21322R,DNS00AR21S22R,DNS00AUS1222R,DNS00AUS1322R,DNS00AUS1S22R
"'237902",.,.,.,20,6,54,18,2,52,13,1,29,22,3,47,27,15,67,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,0,100,18,7,54,23,4,62,19,3,38,36,2,51,57,36,82,.,.,.,13,8,46,22,5,65,17,2,38,16,0,34,40,20,65,-1,-1,-1,16,7,51,20,3,60,16,2,32,27,1,44,54,32,81,-1,-1,-1,24,8,64,31,6,68,28,4,52,54,3,69,63,38,83,-1,-1,-1,17,7,54,24,2,60,18,2,33,34,3,51,54,37,83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,0,46,6,0,44,3,0,19,7,0,30,8,0,54,-1,-1,-1,13,7,44,17,2,57,13,2,27,21,1,36,50,34,81,.,.,.,13,3,50,17,1,60,13,1,31,16,0,34,31,13,72,.,.,.,29,12,35,31,13,44,25,13,31,38,13,50,44,33,78,-1,-1,-1,35,12,59,21,7,71,25,10,60,73,4,77,80,45,95,"HEMPSTEAD ISD",-1,-1,-1,20,8,55,26,4,64,21,4,42,35,3,50,55,37,83,-1,-1,-1,12,5,49,14,3,54,14,0,21,36,0,53,64,32,77,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'237904",29,0,57,28,13,68,33,7,71,19,0,40,24,1,43,29,10,69,33,17,100,59,41,82,77,38,77,31,15,54,53,13,87,71,57,93,-1,-1,-1,86,71,100,67,17,100,57,0,86,60,20,80,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,35,2,90,35,17,76,48,13,80,34,5,53,46,5,64,56,30,83,0,0,86,17,2,62,29,5,76,26,3,40,33,1,49,44,19,73,39,0,93,28,13,71,41,8,75,27,3,47,40,4,59,47,24,78,28,0,88,39,19,81,50,11,82,41,7,60,58,7,75,55,26,84,43,0,89,33,16,73,41,9,75,28,2,47,40,4,59,48,23,80,.,.,.,33,17,67,60,0,100,0,0,60,-1,-1,-1,-1,-1,-1,20,0,40,23,11,63,27,5,68,14,0,35,22,0,40,25,9,68,44,5,93,32,15,71,47,15,78,28,3,48,35,3,54,56,35,81,26,0,74,23,8,68,32,5,73,18,1,40,27,1,48,35,14,72,-1,-1,-1,12,4,36,8,1,38,8,0,14,11,0,25,22,10,41,34,3,90,43,20,85,66,21,89,50,11,69,65,8,78,77,48,91,"WALLER ISD",35,3,89,35,17,76,49,13,80,35,6,53,47,4,65,56,28,83,42,0,100,34,17,75,48,13,80,33,3,53,44,7,61,56,35,82,.,.,.,22,11,56,33,0,33,17,0,33,38,0,38,17,17,67
"'237905",.,.,.,25,20,52,24,7,63,18,4,36,20,1,42,19,8,68,-1,-1,-1,43,29,57,-1,-1,-1,20,0,20,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71,19,100,26,16,54,32,6,68,22,4,40,32,5,53,41,18,78,.,.,.,24,5,60,31,0,69,20,4,36,39,3,61,41,21,72,100,23,100,23,14,52,30,7,66,21,4,37,30,4,53,33,16,74,89,33,100,31,19,62,32,7,69,28,6,51,41,8,61,35,12,80,80,20,100,25,17,53,30,8,68,22,4,40,32,5,52,37,16,78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19,17,46,19,3,58,12,3,30,19,1,39,16,7,65,58,8,100,23,14,47,32,6,68,18,3,31,24,2,46,46,25,76,-1,-1,-1,17,11,44,21,3,63,12,2,31,27,3,49,25,10,68,.,.,.,24,22,43,15,12,46,15,10,17,20,12,24,21,11,32,60,20,100,47,29,65,50,6,75,33,6,56,27,9,64,78,44,89,"ROYAL ISD",71,19,100,28,18,56,30,6,66,23,5,40,35,6,57,40,19,77,.,.,.,21,12,49,38,5,78,19,4,39,25,2,43,43,17,81,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'238902",.,.,.,21,8,54,15,0,65,7,0,27,4,0,26,13,0,75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,7,100,34,19,77,55,15,89,33,1,57,44,3,69,66,40,90,.,.,.,22,11,67,44,0,100,10,0,50,33,0,50,67,50,83,-1,-1,-1,17,3,71,43,5,82,22,1,41,33,0,54,44,26,74,80,0,100,40,26,82,55,14,95,39,2,63,54,5,82,70,38,89,64,0,100,29,17,77,50,13,86,32,1,52,42,2,65,63,34,89,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,25,13,50,20,0,40,0,0,8,0,0,20,9,0,73,60,10,100,27,12,71,54,16,82,28,1,51,36,2,57,62,43,90,-1,-1,-1,14,5,62,32,4,80,15,1,38,31,1,56,54,31,85,.,.,.,10,5,50,35,10,70,18,5,27,33,8,33,38,23,62,-1,-1,-1,45,25,78,70,24,92,45,4,74,53,7,77,76,56,93,"MONAHANS-WICKETT-PYOTE ISD",67,7,100,32,20,79,55,15,90,33,2,59,44,4,68,67,42,90,.,.,.,40,16,70,54,18,85,34,0,49,45,0,71,61,35,87,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'238904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,44,89,64,9,100,30,0,70,43,0,86,62,23,85,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,80,40,80,57,0,100,17,0,67,50,0,83,40,0,60,.,.,.,-1,-1,-1,40,0,100,-1,-1,-1,-1,-1,-1,33,17,83,.,.,.,80,40,80,57,0,100,17,0,67,60,0,100,50,17,83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,60,100,83,17,100,17,0,67,-1,-1,-1,86,29,86,.,.,.,63,38,88,60,10,100,22,0,67,20,0,80,50,13,75,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,29,86,"GRANDFALLS-ROYALTY ISD",.,.,.,63,38,88,60,0,100,22,0,67,40,0,100,64,18,91,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'239901",.,.,.,19,11,53,20,6,60,6,2,21,10,2,31,21,10,54,.,.,.,50,25,63,50,30,90,60,30,60,17,0,42,60,40,100,-1,-1,-1,86,71,100,71,57,93,91,36,100,62,31,69,38,38,63,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,78,7,98,46,30,72,53,20,79,40,10,56,44,8,58,65,36,83,.,.,.,25,14,55,29,3,63,19,2,33,21,0,32,49,21,71,33,0,100,32,17,62,42,11,69,28,5,44,27,5,41,51,21,79,77,4,100,57,39,78,55,21,78,46,14,62,48,10,64,64,30,88,57,0,100,38,22,69,46,15,74,34,6,53,42,5,57,57,33,84,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19,11,53,20,6,60,6,2,21,10,2,31,21,10,54,80,10,95,36,23,67,51,20,81,35,7,51,40,7,53,67,42,80,.,.,.,21,6,56,29,4,68,18,2,39,17,1,36,34,15,66,.,.,.,12,5,41,9,0,41,10,0,12,3,1,8,22,5,46,82,8,97,67,49,88,72,31,91,57,18,73,62,15,77,84,49,93,"BRENHAM ISD",78,7,98,46,30,73,53,18,81,37,8,54,45,8,59,65,35,84,-1,-1,-1,48,32,70,55,31,75,53,17,62,39,10,53,65,41,82,.,.,.,38,25,63,29,14,57,22,0,56,-1,-1,-1,11,11,22
"'239903",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,0,93,46,33,90,57,5,90,53,6,73,58,3,71,78,38,97,.,.,.,60,20,100,50,0,83,29,0,57,14,0,43,-1,-1,-1,-1,-1,-1,47,32,95,41,0,76,30,0,50,47,0,58,62,31,92,67,0,100,53,32,95,61,9,91,63,13,75,57,0,64,71,14,93,-1,-1,-1,33,17,100,57,0,86,33,0,67,57,0,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,0,89,40,35,85,53,0,89,44,0,72,58,4,75,83,56,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,0,38,-1,-1,-1,58,0,92,46,42,85,65,8,92,70,10,80,70,4,83,84,40,100,"BURTON ISD",62,0,92,50,39,93,53,7,90,46,6,69,57,4,68,76,36,96,-1,-1,-1,36,18,82,67,0,92,71,7,86,60,0,80,86,43,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1
"'240801",.,.,.,22,7,78,7,0,70,7,0,20,9,0,23,30,3,83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,32,10,76,12,0,70,8,0,31,19,0,38,42,11,89,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,30,11,76,13,0,72,8,0,26,17,0,36,43,10,88,.,.,.,20,10,70,15,0,85,6,0,39,24,0,48,33,7,93,-1,-1,-1,29,11,76,13,0,72,8,0,25,17,0,36,44,11,89,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,7,78,7,0,70,7,0,21,7,0,22,29,3,82,-1,-1,-1,32,11,79,12,0,67,9,0,18,12,0,27,53,15,85,-1,-1,-1,29,11,76,13,0,72,8,0,25,18,0,37,45,12,88,.,.,.,25,13,63,27,0,55,0,0,14,10,0,30,38,0,88,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO",.,.,.,.,.,.,-1,-1,-1,.,.,.,0,0,20,-1,-1,-1,-1,-1,-1,32,10,76,12,0,69,8,0,31,21,0,40,44,11,93,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.
"'240901",45,3,90,39,16,81,27,4,75,15,1,40,15,1,36,34,12,76,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46,2,92,48,23,86,43,13,82,31,5,55,33,4,55,54,26,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,46,2,91,48,22,85,42,12,82,30,4,54,32,4,55,53,25,86,42,2,89,52,23,87,43,11,83,36,6,60,37,5,62,52,23,86,46,2,91,49,23,86,43,13,83,32,5,56,33,4,55,54,26,86,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,67,38,15,80,24,3,72,11,0,36,12,0,32,31,10,75,49,2,94,46,23,84,44,15,82,28,4,52,30,4,50,57,30,85,20,0,90,42,18,83,33,6,78,20,2,46,21,2,44,43,17,81,.,.,.,22,14,58,23,10,50,13,10,25,16,9,24,28,15,60,-1,-1,-1,71,43,100,25,13,75,14,0,43,40,20,60,-1,-1,-1,"LAREDO ISD",45,2,91,49,24,86,46,14,84,33,5,58,34,4,58,55,27,86,-1,-1,-1,45,20,83,35,9,79,25,5,47,26,4,46,49,24,84,.,.,.,17,0,83,60,0,60,13,0,38,50,8,67,-1,-1,-1
"'240903",33,0,86,49,28,81,36,7,78,28,2,55,31,1,58,41,12,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,67,100,91,82,100,86,71,93,85,54,92,50,33,83,100,70,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,51,3,92,61,40,88,56,19,88,50,9,72,56,9,77,67,34,92,-1,-1,-1,-1,-1,-1,60,20,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,2,91,57,35,86,50,15,86,44,7,68,50,6,74,62,29,90,45,1,90,66,44,91,57,19,89,57,12,79,61,10,82,65,29,92,50,3,92,62,40,88,56,19,88,50,9,72,57,9,77,67,34,92,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,40,0,80,39,19,76,23,4,70,16,1,41,18,1,44,26,6,74,59,6,95,57,36,85,55,19,86,44,7,66,52,8,73,70,39,92,25,0,83,51,27,84,41,8,83,34,2,62,34,2,63,47,15,85,-1,-1,-1,33,15,62,27,7,58,16,5,30,23,7,37,40,15,71,-1,-1,-1,55,45,81,69,34,88,67,13,77,55,27,64,64,43,86,"UNITED ISD",52,3,93,64,42,89,59,20,89,52,9,74,59,10,80,69,35,93,27,0,82,48,29,81,42,15,81,38,7,60,43,5,64,54,28,85,.,.,.,71,62,95,31,6,81,33,6,67,67,5,86,93,43,100
"'240904",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,0,71,33,9,76,37,4,85,59,9,78,38,4,65,38,5,76,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,60,32,6,77,38,4,83,62,7,79,33,0,62,35,0,71,-1,-1,-1,53,13,87,67,8,92,64,21,79,44,0,78,25,0,75,14,0,71,33,9,76,37,4,85,59,9,78,38,4,65,38,5,76,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,6,67,13,0,80,56,0,78,35,6,59,46,8,77,-1,-1,-1,25,4,71,24,5,81,56,4,74,33,0,63,37,0,74,.,.,.,-1,-1,-1,0,0,20,-1,-1,-1,0,0,0,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"WEBB CISD",14,0,71,38,8,71,32,5,79,55,9,73,33,0,67,40,0,67,.,.,.,22,11,89,50,0,100,70,10,90,50,13,63,33,17,100,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"'241901",.,.,.,25,0,63,29,0,86,30,0,60,40,0,60,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71,0,96,31,18,68,53,9,93,47,10,63,49,6,73,67,31,93,.,.,.,13,0,63,29,0,100,43,0,71,33,0,67,-1,-1,-1,-1,-1,-1,32,16,58,47,2,93,39,5,56,34,2,61,51,14,91,75,0,92,40,24,76,56,7,91,54,15,77,57,6,84,57,18,94,100,0,100,27,14,61,48,4,90,33,6,54,40,0,69,61,22,94,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,0,63,17,0,83,30,0,60,25,0,50,-1,-1,-1,67,0,100,20,11,59,49,11,94,40,6,50,38,5,59,79,45,93,.,.,.,24,4,48,20,7,80,15,0,46,11,0,53,50,13,79,.,.,.,13,0,13,0,0,100,11,0,22,0,0,29,0,0,50,59,0,94,43,30,83,71,19,95,71,19,74,73,18,86,75,41,91,"BOLING ISD",70,0,96,28,17,65,56,10,93,46,11,60,49,6,75,69,33,94,-1,-1,-1,42,21,79,30,0,90,53,7,80,44,0,56,33,0,83,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1
"'241902",.,.,.,80,40,100,60,20,80,60,0,80,56,11,78,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,75,0,100,66,49,90,79,28,94,71,8,88,75,9,90,84,63,98,.,.,.,60,10,80,13,0,88,20,0,70,60,0,80,67,50,83,-1,-1,-1,50,23,77,68,7,93,48,3,74,70,13,80,83,63,96,60,0,100,70,57,91,72,26,93,74,10,93,73,6,92,83,50,97,-1,-1,-1,59,41,90,77,16,90,66,6,84,66,6,81,88,56,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,20,60,-1,-1,-1,100,0,100,60,42,88,86,31,95,69,6,83,76,13,87,85,74,100,.,.,.,37,14,77,36,4,80,34,0,69,46,8,65,44,25,94,.,.,.,10,0,40,29,0,57,10,0,30,67,22,67,29,29,86,79,0,100,71,63,92,91,41,98,85,10,94,84,12,96,85,66,100,"EAST BERNARD ISD",75,0,100,74,59,92,79,32,95,77,11,91,81,10,95,88,65,98,.,.,.,38,19,81,79,16,89,54,0,79,43,7,64,57,43,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'241903",.,.,.,32,13,70,31,0,67,18,0,36,20,2,44,36,16,73,.,.,.,29,0,43,0,0,80,14,0,29,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,65,0,92,36,19,68,51,13,84,36,7,54,47,7,66,54,26,82,-1,-1,-1,21,4,54,25,4,68,19,3,47,31,0,55,39,6,81,75,0,88,28,12,63,42,7,81,26,3,46,35,4,59,43,20,78,69,0,94,38,24,68,51,14,86,44,11,61,55,11,71,49,18,82,57,0,71,34,19,68,44,6,82,30,4,46,41,5,62,43,23,78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,5,65,26,0,62,14,0,34,18,0,41,28,11,67,60,0,90,34,16,69,50,11,82,29,4,48,39,4,62,58,33,83,.,.,.,20,7,58,32,1,76,17,0,38,24,0,51,30,10,71,.,.,.,11,0,19,16,0,51,7,0,7,15,3,18,24,10,41,65,0,100,49,30,80,75,29,94,57,15,75,68,16,80,84,41,95,"EL CAMPO ISD",65,0,92,37,20,69,50,11,84,34,6,52,45,6,66,51,26,82,.,.,.,25,18,63,53,22,82,43,12,62,55,12,67,74,24,87,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.
