DISTRICT,DD000AA01222R,DD000AA01322R,DD000AA01S22R,DD000AA11222R,DD000AA11322R,DD000AA11S22R,DD000ABI1222R,DD000ABI1322R,DD000ABI1S22R,DD000AR11222R,DD000AR11322R,DD000AR11S22R,DD000AR21222R,DD000AR21322R,DD000AR21S22R,DD000AUS1222R,DD000AUS1322R,DD000AUS1S22R,DD200AA01222R,DD200AA01322R,DD200AA01S22R,DD200AA11222R,DD200AA11322R,DD200AA11S22R,DD200ABI1222R,DD200ABI1322R,DD200ABI1S22R,DD200AR11222R,DD200AR11322R,DD200AR11S22R,DD200AR21222R,DD200AR21322R,DD200AR21S22R,DD200AUS1222R,DD200AUS1322R,DD200AUS1S22R,DD300AA01222R,DD300AA01322R,DD300AA01S22R,DD300AA11222R,DD300AA11322R,DD300AA11S22R,DD300ABI1222R,DD300ABI1322R,DD300ABI1S22R,DD300AR11222R,DD300AR11322R,DD300AR11S22R,DD300AR21222R,DD300AR21322R,DD300AR21S22R,DD300AUS1222R,DD300AUS1322R,DD300AUS1S22R,DD400AA01222R,DD400AA01322R,DD400AA01S22R,DD400AA11222R,DD400AA11322R,DD400AA11S22R,DD400ABI1222R,DD400ABI1322R,DD400ABI1S22R,DD400AR11222R,DD400AR11322R,DD400AR11S22R,DD400AR21222R,DD400AR21322R,DD400AR21S22R,DD400AUS1222R,DD400AUS1322R,DD400AUS1S22R,DDA00AA01222R,DDA00AA01322R,DDA00AA01S22R,DDA00AA11222R,DDA00AA11322R,DDA00AA11S22R,DDA00ABI1222R,DDA00ABI1322R,DDA00ABI1S22R,DDA00AR11222R,DDA00AR11322R,DDA00AR11S22R,DDA00AR21222R,DDA00AR21322R,DDA00AR21S22R,DDA00AUS1222R,DDA00AUS1322R,DDA00AUS1S22R,DDB00AA01222R,DDB00AA01322R,DDB00AA01S22R,DDB00AA11222R,DDB00AA11322R,DDB00AA11S22R,DDB00ABI1222R,DDB00ABI1322R,DDB00ABI1S22R,DDB00AR11222R,DDB00AR11322R,DDB00AR11S22R,DDB00AR21222R,DDB00AR21322R,DDB00AR21S22R,DDB00AUS1222R,DDB00AUS1322R,DDB00AUS1S22R,DDE00AA01222R,DDE00AA01322R,DDE00AA01S22R,DDE00AA11222R,DDE00AA11322R,DDE00AA11S22R,DDE00ABI1222R,DDE00ABI1322R,DDE00ABI1S22R,DDE00AR11222R,DDE00AR11322R,DDE00AR11S22R,DDE00AR21222R,DDE00AR21322R,DDE00AR21S22R,DDE00AUS1222R,DDE00AUS1322R,DDE00AUS1S22R,DDF00AA01222R,DDF00AA01322R,DDF00AA01S22R,DDF00AA11222R,DDF00AA11322R,DDF00AA11S22R,DDF00ABI1222R,DDF00ABI1322R,DDF00ABI1S22R,DDF00AR11222R,DDF00AR11322R,DDF00AR11S22R,DDF00AR21222R,DDF00AR21322R,DDF00AR21S22R,DDF00AUS1222R,DDF00AUS1322R,DDF00AUS1S22R,DDH00AA01222R,DDH00AA01322R,DDH00AA01S22R,DDH00AA11222R,DDH00AA11322R,DDH00AA11S22R,DDH00ABI1222R,DDH00ABI1322R,DDH00ABI1S22R,DDH00AR11222R,DDH00AR11322R,DDH00AR11S22R,DDH00AR21222R,DDH00AR21322R,DDH00AR21S22R,DDH00AUS1222R,DDH00AUS1322R,DDH00AUS1S22R,DDI00AA01222R,DDI00AA01322R,DDI00AA01S22R,DDI00AA11222R,DDI00AA11322R,DDI00AA11S22R,DDI00ABI1222R,DDI00ABI1322R,DDI00ABI1S22R,DDI00AR11222R,DDI00AR11322R,DDI00AR11S22R,DDI00AR21222R,DDI00AR21322R,DDI00AR21S22R,DDI00AUS1222R,DDI00AUS1322R,DDI00AUS1S22R,DDL00AA01222R,DDL00AA01322R,DDL00AA01S22R,DDL00AA11222R,DDL00AA11322R,DDL00AA11S22R,DDL00ABI1222R,DDL00ABI1322R,DDL00ABI1S22R,DDL00AR11222R,DDL00AR11322R,DDL00AR11S22R,DDL00AR21222R,DDL00AR21322R,DDL00AR21S22R,DDL00AUS1222R,DDL00AUS1322R,DDL00AUS1S22R,DDM00AA01222R,DDM00AA01322R,DDM00AA01S22R,DDM00AA11222R,DDM00AA11322R,DDM00AA11S22R,DDM00ABI1222R,DDM00ABI1322R,DDM00ABI1S22R,DDM00AR11222R,DDM00AR11322R,DDM00AR11S22R,DDM00AR21222R,DDM00AR21322R,DDM00AR21S22R,DDM00AUS1222R,DDM00AUS1322R,DDM00AUS1S22R,DDR00AA01222R,DDR00AA01322R,DDR00AA01S22R,DDR00AA11222R,DDR00AA11322R,DDR00AA11S22R,DDR00ABI1222R,DDR00ABI1322R,DDR00ABI1S22R,DDR00AR11222R,DDR00AR11322R,DDR00AR11S22R,DDR00AR21222R,DDR00AR21322R,DDR00AR21S22R,DDR00AUS1222R,DDR00AUS1322R,DDR00AUS1S22R,DDS00AA01222R,DDS00AA01322R,DDS00AA01S22R,DDS00AA11222R,DDS00AA11322R,DDS00AA11S22R,DDS00ABI1222R,DDS00ABI1322R,DDS00ABI1S22R,DDS00AR11222R,DDS00AR11322R,DDS00AR11S22R,DDS00AR21222R,DDS00AR21322R,DDS00AR21S22R,DDS00AUS1222R,DDS00AUS1322R,DDS00AUS1S22R,DDW00AA01222R,DDW00AA01322R,DDW00AA01S22R,DDW00AA11222R,DDW00AA11322R,DDW00AA11S22R,DDW00ABI1222R,DDW00ABI1322R,DDW00ABI1S22R,DDW00AR11222R,DDW00AR11322R,DDW00AR11S22R,DDW00AR21222R,DDW00AR21322R,DDW00AR21S22R,DDW00AUS1222R,DDW00AUS1322R,DDW00AUS1S22R,DISTNAME,DNC00AA01222R,DNC00AA01322R,DNC00AA01S22R,DNC00AA11222R,DNC00AA11322R,DNC00AA11S22R,DNC00ABI1222R,DNC00ABI1322R,DNC00ABI1S22R,DNC00AR11222R,DNC00AR11322R,DNC00AR11S22R,DNC00AR21222R,DNC00AR21322R,DNC00AR21S22R,DNC00AUS1222R,DNC00AUS1322R,DNC00AUS1S22R,DNM00AA01222R,DNM00AA01322R,DNM00AA01S22R,DNM00AA11222R,DNM00AA11322R,DNM00AA11S22R,DNM00ABI1222R,DNM00ABI1322R,DNM00ABI1S22R,DNM00AR11222R,DNM00AR11322R,DNM00AR11S22R,DNM00AR21222R,DNM00AR21322R,DNM00AR21S22R,DNM00AUS1222R,DNM00AUS1322R,DNM00AUS1S22R,DNS00AA01222R,DNS00AA01322R,DNS00AA01S22R,DNS00AA11222R,DNS00AA11322R,DNS00AA11S22R,DNS00ABI1222R,DNS00ABI1322R,DNS00ABI1S22R,DNS00AR11222R,DNS00AR11322R,DNS00AR11S22R,DNS00AR21222R,DNS00AR21322R,DNS00AR21S22R,DNS00AUS1222R,DNS00AUS1322R,DNS00AUS1S22R
"'139912",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,49,30,87,71,16,96,54,6,82,70,13,86,73,41,95,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,32,24,76,52,10,93,35,3,79,59,5,78,63,26,92,.,.,.,57,33,93,74,17,95,68,5,90,82,13,87,70,35,93,.,.,.,56,33,67,50,13,88,30,10,90,60,10,70,71,29,100,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,27,84,70,16,97,42,7,76,62,14,86,84,55,100,.,.,.,32,18,82,49,3,92,30,0,72,37,0,67,48,19,86,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,31,91,76,18,97,60,6,82,75,15,90,77,49,95,"PRAIRILAND ISD",-1,-1,-1,55,30,91,73,16,98,54,6,83,77,17,88,83,45,97,.,.,.,33,29,76,67,17,89,55,5,80,50,0,80,41,29,88,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'140901",.,.,.,17,17,33,25,13,75,33,17,67,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,21,57,35,10,85,42,17,58,56,0,89,30,10,90,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,25,17,58,33,11,83,40,20,60,57,0,100,29,0,86,.,.,.,40,40,60,27,9,82,60,20,80,60,0,100,-1,-1,-1,.,.,.,25,17,58,33,6,83,40,10,60,63,0,100,43,14,86,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,20,14,0,71,20,0,60,-1,-1,-1,-1,-1,-1,.,.,.,25,13,63,44,11,89,33,17,50,-1,-1,-1,-1,-1,-1,.,.,.,14,14,43,22,11,78,33,17,67,-1,-1,-1,20,0,80,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"AMHERST ISD",.,.,.,33,22,56,33,11,89,44,22,67,63,0,100,29,14,86,.,.,.,20,20,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1
"'140904",.,.,.,33,17,83,33,17,67,29,14,71,43,0,71,25,0,75,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,34,18,74,40,8,78,37,6,59,63,6,82,70,39,91,.,.,.,10,10,30,10,10,60,10,0,10,25,0,50,33,22,78,.,.,.,26,14,69,32,3,71,28,1,53,54,6,76,64,33,86,-1,-1,-1,47,27,82,51,17,83,47,13,74,74,5,86,76,42,91,-1,-1,-1,34,17,78,40,8,79,35,4,62,61,6,83,68,34,89,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,33,17,83,33,17,67,29,14,71,43,0,71,25,0,75,.,.,.,25,12,69,32,2,74,30,2,48,58,7,81,67,37,90,.,.,.,20,9,67,23,0,71,19,1,45,48,1,75,51,19,82,.,.,.,18,0,45,30,10,70,18,9,27,47,18,59,58,32,84,.,.,.,46,25,79,54,8,83,54,17,71,95,11,95,91,62,100,"LITTLEFIELD ISD",.,.,.,35,19,76,41,8,82,39,6,60,67,6,86,70,40,92,-1,-1,-1,29,14,67,36,9,64,30,9,57,47,5,63,68,32,82,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'140905",.,.,.,23,8,54,33,7,87,23,0,54,43,0,79,46,15,77,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,10,65,45,15,91,42,8,65,54,2,75,62,21,88,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,21,6,64,36,12,88,34,6,59,45,3,73,53,21,91,.,.,.,37,16,63,36,18,86,53,16,68,64,4,71,58,16,81,.,.,.,22,10,61,41,10,90,37,2,61,51,2,77,58,21,90,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,8,54,38,8,85,23,0,54,43,0,79,50,17,75,.,.,.,25,6,66,52,13,94,36,3,64,45,0,79,67,26,96,.,.,.,16,3,53,34,5,87,28,5,56,33,0,64,43,14,80,.,.,.,9,0,18,10,10,80,18,9,27,21,0,36,33,8,67,.,.,.,56,0,78,55,27,91,60,20,80,70,0,70,80,20,80,"OLTON ISD",.,.,.,31,12,69,50,17,90,48,7,66,56,0,76,59,20,86,.,.,.,22,0,44,27,9,91,13,13,63,50,8,75,71,21,93,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1
"'140907",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,23,77,40,4,84,39,11,75,53,3,70,79,47,95,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,16,74,0,0,75,37,5,74,8,0,50,71,43,93,.,.,.,31,15,85,54,8,85,42,8,75,56,6,63,78,33,89,.,.,.,44,25,81,24,0,76,39,6,72,38,0,57,75,50,94,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,46,31,69,25,0,83,38,13,75,50,0,79,80,60,100,.,.,.,0,0,57,0,0,60,0,0,53,19,0,50,50,25,88,.,.,.,0,0,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,30,20,70,75,13,100,44,22,78,89,11,100,-1,-1,-1,"SPRINGLAKE-EARTH ISD",.,.,.,28,17,72,42,4,83,32,11,68,56,4,72,81,50,100,.,.,.,63,38,88,-1,-1,-1,56,11,89,40,0,60,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'140908",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,53,93,69,36,95,52,20,78,66,5,82,64,36,92,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,45,27,86,48,19,90,22,4,67,52,0,76,52,19,86,.,.,.,85,70,95,71,43,95,61,26,87,67,13,87,53,20,87,.,.,.,48,24,90,56,22,89,24,4,64,60,4,76,60,24,92,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,55,35,90,67,28,94,43,13,70,64,0,77,71,48,95,.,.,.,58,31,88,52,16,92,31,6,69,31,0,63,31,25,81,.,.,.,-1,-1,-1,-1,-1,-1,0,0,20,-1,-1,-1,20,0,60,.,.,.,100,89,100,85,50,100,95,42,100,82,9,91,80,70,100,"SUDAN ISD",.,.,.,77,54,96,76,36,96,47,22,78,64,4,80,64,28,92,.,.,.,57,50,86,57,36,93,64,14,79,69,8,85,64,55,91,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.
"'141901",.,.,.,33,11,78,33,0,78,11,0,56,8,0,46,38,0,63,-1,-1,-1,63,25,88,63,25,88,50,20,60,67,0,67,90,70,100,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,20,100,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,42,4,93,44,25,82,64,15,92,51,11,72,55,8,73,74,44,90,-1,-1,-1,22,22,89,70,10,100,70,10,80,78,11,78,-1,-1,-1,41,0,86,36,22,74,59,15,90,43,9,66,41,5,63,68,37,88,34,3,93,48,26,82,62,19,90,61,13,76,65,9,77,72,41,90,18,0,91,36,22,83,61,14,92,47,4,72,40,8,66,66,32,84,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,43,14,86,43,0,71,13,0,50,0,0,36,29,0,57,50,4,93,41,24,81,66,11,94,43,9,68,45,6,68,76,46,90,20,0,70,23,8,69,41,4,86,27,2,58,26,2,52,51,19,76,.,.,.,15,7,56,37,11,68,14,6,41,15,3,28,37,15,63,48,5,93,46,25,80,66,16,92,52,13,72,58,8,74,77,48,92,"LAMPASAS ISD",39,4,93,48,28,85,66,16,94,54,12,73,57,9,73,73,47,89,-1,-1,-1,36,18,75,61,14,86,45,7,68,49,3,71,77,34,92,.,.,.,14,14,57,57,14,86,40,0,40,71,14,71,-1,-1,-1
"'141902",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,63,46,79,41,22,81,28,6,63,48,0,62,55,25,90,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,71,52,81,44,24,80,32,7,61,53,0,65,50,19,88,.,.,.,57,36,79,38,25,81,35,6,65,55,0,64,40,0,90,.,.,.,62,46,85,33,13,80,29,12,53,38,0,54,50,17,83,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,78,67,89,45,18,82,21,7,64,44,0,67,70,50,90,.,.,.,54,31,69,19,0,69,5,0,45,33,0,56,44,11,78,.,.,.,29,14,57,29,14,43,14,14,43,-1,-1,-1,-1,-1,-1,.,.,.,75,63,75,56,33,78,33,0,67,67,0,83,50,33,100,"LOMETA ISD",.,.,.,65,59,82,42,21,84,33,10,57,50,0,64,57,21,86,.,.,.,57,14,71,38,25,75,18,0,73,43,0,57,50,33,100,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1
"'142901",.,.,.,27,20,80,38,6,75,31,6,63,40,0,60,0,0,67,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,0,90,39,25,74,36,7,81,38,9,63,47,5,65,47,12,82,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,39,0,89,36,22,73,34,6,80,36,9,62,46,6,64,44,13,80,45,0,91,38,24,76,28,7,87,40,14,68,58,5,75,30,9,80,35,0,90,38,25,74,34,6,80,38,8,64,46,5,64,46,12,82,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,23,77,40,7,73,36,7,64,25,0,50,0,0,67,30,0,90,40,26,73,42,7,76,37,5,60,36,5,54,61,15,83,-1,-1,-1,15,8,59,20,2,75,25,4,51,24,1,43,25,6,68,.,.,.,31,28,59,32,14,73,35,16,52,20,5,25,21,11,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,20,80,"COTULLA ISD",38,0,90,42,26,75,39,8,81,39,10,64,50,6,67,49,13,82,.,.,.,10,10,60,10,0,80,33,0,58,20,0,40,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'143901",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,0,60,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,17,100,59,36,85,58,18,88,64,10,75,69,9,80,80,52,94,.,.,.,50,17,58,29,0,86,45,0,55,36,0,36,43,14,86,-1,-1,-1,51,25,81,47,15,81,59,11,71,50,5,61,64,33,88,67,17,100,69,41,98,61,20,93,73,13,87,77,15,89,87,54,98,.,.,.,37,17,80,50,8,81,56,9,75,70,13,83,76,47,88,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,50,31,73,55,16,84,55,8,65,60,2,71,71,50,90,.,.,.,41,18,77,21,2,71,38,3,57,25,0,42,42,16,84,.,.,.,16,11,32,17,6,50,10,5,10,13,0,17,38,13,69,80,20,100,70,46,91,65,25,90,69,13,79,75,9,87,91,65,98,"HALLETTSVILLE ISD",67,17,100,60,36,89,54,14,88,63,9,77,71,8,81,77,48,95,.,.,.,58,35,74,69,31,90,65,14,70,65,11,78,85,63,93,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1
"'143902",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,0,60,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,72,59,86,53,20,87,68,29,86,59,14,86,84,74,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71,57,86,38,25,81,64,21,86,69,8,92,75,67,100,.,.,.,69,54,85,50,21,86,71,36,93,64,18,100,88,75,100,.,.,.,77,62,85,38,23,85,67,17,92,64,9,82,80,70,100,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,75,63,88,56,19,88,64,21,79,55,9,73,82,73,100,.,.,.,40,20,60,8,0,67,20,0,60,18,0,73,67,44,100,.,.,.,0,0,40,0,0,50,0,0,60,14,0,57,-1,-1,-1,.,.,.,69,56,88,69,19,88,67,33,80,55,18,91,86,71,100,"MOULTON ISD",.,.,.,67,54,83,56,24,84,64,32,84,63,16,84,86,71,100,.,.,.,100,80,100,40,0,100,-1,-1,-1,-1,-1,-1,80,80,100,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"'143903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,60,38,91,80,40,93,69,12,83,83,17,89,83,48,92,.,.,.,33,17,100,50,17,83,50,17,50,-1,-1,-1,-1,-1,-1,.,.,.,29,12,76,67,17,94,47,6,76,50,0,70,80,50,90,-1,-1,-1,55,34,97,77,37,93,71,18,82,81,12,85,71,38,88,.,.,.,46,23,77,69,15,92,50,8,83,60,20,60,71,14,86,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,66,41,86,83,43,93,68,6,84,85,25,95,93,57,96,.,.,.,21,5,74,50,6,83,26,0,53,38,0,50,43,0,57,.,.,.,0,0,67,0,0,57,0,0,0,60,40,60,75,50,75,-1,-1,-1,70,46,97,92,53,100,82,13,92,87,16,95,85,49,95,"SHINER ISD",.,.,.,64,39,93,86,41,98,72,12,88,87,18,95,85,49,93,-1,-1,-1,50,36,86,63,38,81,63,13,69,63,13,63,73,45,91,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.
"'143904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,"VYSEHRAD ISD",.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'143905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"SWEET HOME ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
