DISTRICT,DD800A001222R,DD800A001322R,DD800A001S22R,DD800AC01222R,DD800AC01322R,DD800AC01S22R,DD800AM01222R,DD800AM01322R,DD800AM01S22R,DD800AR01222R,DD800AR01322R,DD800AR01S22R,DD800AS01222R,DD800AS01322R,DD800AS01S22R,DDA00A001222R,DDA00A001322R,DDA00A001S22R,DDA00AC01222R,DDA00AC01322R,DDA00AC01S22R,DDA00AM01222R,DDA00AM01322R,DDA00AM01S22R,DDA00AR01222R,DDA00AR01322R,DDA00AR01S22R,DDA00AS01222R,DDA00AS01322R,DDA00AS01S22R,DDC00A001222R,DDC00A001322R,DDC00A001S22R,DDC00AC01222R,DDC00AC01322R,DDC00AC01S22R,DDC00AM01222R,DDC00AM01322R,DDC00AM01S22R,DDC00AR01222R,DDC00AR01322R,DDC00AR01S22R,DDC00AS01222R,DDC00AS01322R,DDC00AS01S22R,DDJ00A001222R,DDJ00A001322R,DDJ00A001S22R,DDJ00AC01222R,DDJ00AC01322R,DDJ00AC01S22R,DDJ00AM01222R,DDJ00AM01322R,DDJ00AM01S22R,DDJ00AR01222R,DDJ00AR01322R,DDJ00AR01S22R,DDJ00AS01222R,DDJ00AS01322R,DDJ00AS01S22R,DDK00A001222R,DDK00A001322R,DDK00A001S22R,DDK00AC01222R,DDK00AC01322R,DDK00AC01S22R,DDK00AM01222R,DDK00AM01322R,DDK00AM01S22R,DDK00AR01222R,DDK00AR01322R,DDK00AR01S22R,DDK00AS01222R,DDK00AS01322R,DDK00AS01S22R,DDL00A001222R,DDL00A001322R,DDL00A001S22R,DDL00AC01222R,DDL00AC01322R,DDL00AC01S22R,DDL00AM01222R,DDL00AM01322R,DDL00AM01S22R,DDL00AR01222R,DDL00AR01322R,DDL00AR01S22R,DDL00AS01222R,DDL00AS01322R,DDL00AS01S22R,DDQ00A001222R,DDQ00A001322R,DDQ00A001S22R,DDQ00AC01222R,DDQ00AC01322R,DDQ00AC01S22R,DDQ00AM01222R,DDQ00AM01322R,DDQ00AM01S22R,DDQ00AR01222R,DDQ00AR01322R,DDQ00AR01S22R,DDQ00AS01222R,DDQ00AS01322R,DDQ00AS01S22R,DDT00A001222R,DDT00A001322R,DDT00A001S22R,DDT00AC01222R,DDT00AC01322R,DDT00AC01S22R,DDT00AM01222R,DDT00AM01322R,DDT00AM01S22R,DDT00AR01222R,DDT00AR01322R,DDT00AR01S22R,DDT00AS01222R,DDT00AS01322R,DDT00AS01S22R,DDU00A001222R,DDU00A001322R,DDU00A001S22R,DDU00AC01222R,DDU00AC01322R,DDU00AC01S22R,DDU00AM01222R,DDU00AM01322R,DDU00AM01S22R,DDU00AR01222R,DDU00AR01322R,DDU00AR01S22R,DDU00AS01222R,DDU00AS01322R,DDU00AS01S22R,DDX00A001222R,DDX00A001322R,DDX00A001S22R,DDX00AC01222R,DDX00AC01322R,DDX00AC01S22R,DDX00AM01222R,DDX00AM01322R,DDX00AM01S22R,DDX00AR01222R,DDX00AR01322R,DDX00AR01S22R,DDX00AS01222R,DDX00AS01322R,DDX00AS01S22R,DDY00A001222R,DDY00A001322R,DDY00A001S22R,DDY00AC01222R,DDY00AC01322R,DDY00AC01S22R,DDY00AM01222R,DDY00AM01322R,DDY00AM01S22R,DDY00AR01222R,DDY00AR01322R,DDY00AR01S22R,DDY00AS01222R,DDY00AS01322R,DDY00AS01S22R,DDZ00A001222R,DDZ00A001322R,DDZ00A001S22R,DDZ00AC01222R,DDZ00AC01322R,DDZ00AC01S22R,DDZ00AM01222R,DDZ00AM01322R,DDZ00AM01S22R,DDZ00AR01222R,DDZ00AR01322R,DDZ00AR01S22R,DDZ00AS01222R,DDZ00AS01322R,DDZ00AS01S22R,DISTNAME,DNB00A001222R,DNB00A001322R,DNB00A001S22R,DNB00AC01222R,DNB00AC01322R,DNB00AC01S22R,DNB00AM01222R,DNB00AM01322R,DNB00AM01S22R,DNB00AR01222R,DNB00AR01322R,DNB00AR01S22R,DNB00AS01222R,DNB00AS01322R,DNB00AS01S22R,DNE00A001222R,DNE00A001322R,DNE00A001S22R,DNE00AC01222R,DNE00AC01322R,DNE00AC01S22R,DNE00AM01222R,DNE00AM01322R,DNE00AM01S22R,DNE00AR01222R,DNE00AR01322R,DNE00AR01S22R,DNE00AS01222R,DNE00AS01322R,DNE00AS01S22R,DNT00A001222R,DNT00A001322R,DNT00A001S22R,DNT00AC01222R,DNT00AC01322R,DNT00AC01S22R,DNT00AM01222R,DNT00AM01322R,DNT00AM01S22R,DNT00AR01222R,DNT00AR01322R,DNT00AR01S22R,DNT00AS01222R,DNT00AS01322R,DNT00AS01S22R
"'112910",49,17,82,38,18,88,40,16,86,60,18,80,46,14,71,47,16,80,35,15,85,38,14,84,57,19,78,43,13,70,25,10,50,20,0,60,29,0,57,29,29,43,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,5,50,20,0,60,14,0,57,14,14,43,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,14,50,-1,-1,-1,40,0,60,40,40,40,-1,-1,-1,17,0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,"SULPHUR BLUFF ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,17,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'113901",30,12,60,30,14,61,19,7,52,35,12,62,48,29,75,32,14,63,33,15,65,20,9,55,37,13,65,50,32,76,25,7,65,35,8,81,12,2,60,28,4,63,35,23,65,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,10,65,30,8,70,17,8,61,32,11,65,34,22,63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,18,63,17,4,48,23,17,62,42,25,70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,7,65,35,8,81,12,2,60,28,4,63,35,23,65,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,"CROCKETT ISD",29,18,63,17,4,48,23,17,62,42,25,70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,85,51,97,88,69,100,71,43,90,89,37,97,90,71,100
"'113902",42,17,73,31,10,72,40,17,76,48,19,73,38,16,66,42,17,73,31,10,72,40,17,76,48,19,72,38,16,65,30,0,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,0,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,0,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"GRAPELAND ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'113903",53,24,87,50,20,85,41,16,86,63,31,88,54,29,88,53,24,87,50,19,85,42,16,86,64,31,88,55,30,88,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"LOVELADY ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,75,38,88,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.
"'113905",51,20,80,51,15,79,42,17,77,60,24,83,43,20,75,50,19,78,50,14,76,42,15,75,59,24,82,42,18,73,36,6,52,20,0,40,38,0,54,46,15,54,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,6,54,20,0,40,36,0,57,43,14,57,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,6,52,20,0,40,38,0,54,46,15,54,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,"LATEXO ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46,8,62,-1,-1,-1,40,0,60,-1,-1,-1,-1,-1,-1
"'113906",53,22,81,47,25,82,54,20,83,59,24,83,34,17,66,52,22,82,47,25,82,53,20,83,59,24,84,33,17,67,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,17,100,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,"KENNARD ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'114901",39,16,66,41,17,69,36,15,66,42,15,65,39,19,66,39,16,66,40,16,68,36,15,67,41,15,65,38,19,67,23,7,55,16,5,45,32,12,65,22,5,48,5,5,62,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,10,60,28,11,57,37,14,70,27,7,53,11,4,59,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,21,79,-1,-1,-1,55,18,82,45,18,73,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,3,41,9,0,9,15,3,50,19,6,39,0,0,50,31,13,63,-1,-1,-1,40,0,60,33,17,67,-1,-1,-1,"BIG SPRING ISD",50,21,79,-1,-1,-1,55,18,82,45,18,73,.,.,.,29,10,65,19,7,59,46,20,78,24,4,55,11,11,78,68,30,86,64,21,93,73,30,90,66,29,77,67,42,92
"'114902",39,15,72,42,15,75,32,9,70,45,19,72,29,12,73,38,15,71,41,15,75,32,10,69,45,19,71,28,11,73,17,13,57,20,10,70,18,14,55,17,17,54,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,12,56,17,8,67,21,13,54,15,15,54,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,13,57,20,10,70,18,14,55,17,17,54,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,"COAHOMA ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,50,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.
"'114904",49,27,81,50,23,85,47,20,81,60,40,85,4,0,49,53,25,82,56,23,89,44,18,79,61,32,84,42,21,71,14,3,52,0,0,40,20,0,50,18,9,73,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,3,52,0,0,40,20,0,50,18,9,73,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,15,4,56,0,0,40,22,0,56,20,10,80,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"FORSAN ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.
"'115901",41,16,79,43,17,83,24,10,79,53,17,73,70,50,100,40,13,71,45,14,72,27,6,71,46,16,71,61,32,77,33,9,62,40,13,68,22,4,64,35,8,60,41,18,55,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,9,65,42,11,67,27,3,66,35,12,65,41,18,55,36,10,70,47,6,65,34,2,68,36,20,73,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,10,70,47,6,65,34,2,68,36,20,73,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,9,62,40,13,68,22,4,64,35,8,60,41,18,55,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,"FT HANCOCK ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,85,35,96,100,40,100,45,18,82,96,38,100,92,42,100
"'115902",39,14,82,27,13,80,36,14,86,37,7,77,86,43,100,39,14,75,30,11,74,37,13,74,43,14,75,46,23,77,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"SIERRA BLANCA ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'115903",60,37,82,100,25,100,46,38,67,58,33,88,-1,-1,-1,49,27,76,73,18,91,39,29,68,47,22,78,67,67,83,20,0,55,-1,-1,-1,17,0,67,30,0,50,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,0,55,-1,-1,-1,17,0,67,30,0,50,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,0,55,-1,-1,-1,17,0,67,30,0,50,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"DELL CITY ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'116901",64,32,88,69,34,88,57,27,89,70,37,89,52,30,74,62,31,87,67,32,87,56,26,88,67,35,88,50,28,72,30,8,72,50,0,64,28,13,83,30,8,67,13,0,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,7,64,39,0,50,24,11,74,28,7,65,8,0,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,28,100,.,.,.,44,33,100,56,22,100,.,.,.,27,5,67,50,0,64,24,8,79,25,6,62,13,0,50,5,0,18,-1,-1,-1,0,0,14,14,0,43,-1,-1,-1,"CADDO MILLS ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,21,88,65,17,87,56,22,93,65,23,88,50,19,69
"'116902",52,22,76,47,20,66,44,20,74,58,23,79,58,25,85,51,22,76,47,18,66,44,20,73,57,23,79,60,26,85,36,21,61,-1,-1,-1,33,20,53,40,27,73,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,21,61,-1,-1,-1,33,20,53,40,27,73,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,21,54,-1,-1,-1,31,15,46,38,31,69,.,.,.,60,20,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"CELESTE ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,45,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'116903",33,13,61,36,12,68,23,9,55,39,17,64,40,14,61,33,13,62,37,13,70,22,9,55,38,17,64,39,13,62,16,6,50,11,0,59,14,5,46,18,9,53,17,0,39,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,6,50,11,0,59,14,5,45,17,9,53,17,0,39,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,7,52,11,0,56,18,5,52,23,11,56,0,0,11,7,0,49,0,0,63,0,0,29,3,0,48,38,0,75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"COMMERCE ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,8,44,-1,-1,-1,9,4,39,17,13,48,-1,-1,-1,62,25,90,68,26,94,39,29,82,74,26,92,55,14,86
"'116905",35,15,63,37,14,65,26,10,59,40,17,64,43,24,69,32,13,61,33,13,64,24,9,58,37,15,60,37,20,66,23,8,54,19,7,58,17,7,48,29,9,55,21,10,57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,9,54,25,10,61,20,7,52,27,9,51,20,9,55,40,15,70,28,11,72,47,16,79,38,16,60,.,.,.,26,11,50,45,22,69,23,6,53,22,11,41,.,.,.,31,12,58,39,16,70,29,9,61,29,14,50,13,0,25,22,8,50,20,9,40,17,7,43,22,6,54,60,40,100,23,8,54,19,7,61,17,7,49,30,9,55,19,8,55,33,23,56,36,27,64,42,33,67,32,20,48,23,15,54,"GREENVILLE ISD",32,13,65,35,5,70,21,13,63,44,22,74,13,0,25,26,14,64,25,13,63,33,17,58,27,13,73,14,14,57,54,19,85,73,20,93,25,7,82,69,19,83,65,32,86
"'116906",53,24,80,48,21,78,49,19,83,59,27,80,53,29,78,52,23,79,47,20,77,48,19,81,57,26,78,51,27,74,22,2,55,33,0,50,21,0,68,19,5,43,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,2,56,29,0,57,25,0,70,18,5,41,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,0,65,-1,-1,-1,11,0,78,33,0,56,.,.,.,21,3,48,-1,-1,-1,30,0,60,8,8,33,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"LONE OAK ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'116908",41,19,69,45,20,76,30,13,64,45,21,70,51,31,73,39,18,68,42,18,74,29,12,63,44,20,69,49,29,72,26,11,58,26,9,64,18,8,53,30,13,59,33,16,59,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,10,57,19,7,56,19,9,55,29,12,59,31,16,58,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,9,54,4,4,36,16,12,58,22,8,58,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,56,33,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,"QUINLAN ISD",17,9,54,4,4,36,16,12,58,22,8,58,.,.,.,26,11,58,26,9,64,18,8,53,30,13,59,33,16,59,73,31,95,82,36,100,52,21,86,85,33,98,68,40,96
"'116909",49,21,82,47,13,81,44,18,84,55,26,79,48,22,85,48,20,81,46,13,80,43,17,82,53,24,78,48,22,86,21,5,60,18,9,45,21,0,62,21,6,59,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19,4,59,18,9,45,18,0,61,21,6,58,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,5,60,18,9,45,21,0,62,21,6,59,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"WOLFE CITY ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,83,28,100,-1,-1,-1,80,60,100,78,11,100,-1,-1,-1
"'116910",27,10,58,19,3,60,18,7,48,33,13,61,46,17,71,25,8,54,19,3,55,16,5,47,32,12,58,42,16,68,16,3,39,20,0,33,7,0,39,24,7,41,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16,3,39,20,0,33,7,0,39,24,7,41,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,16,3,40,20,0,33,7,0,41,25,7,43,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"CAMPBELL ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'116915",60,30,87,63,22,92,59,30,88,63,33,86,49,31,76,56,26,84,57,17,88,55,26,87,60,29,84,39,25,70,32,8,72,27,2,68,32,7,78,37,11,73,17,11,44,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,8,72,27,2,68,32,7,78,37,11,73,17,11,44,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,3,74,27,0,80,8,0,85,37,0,63,43,29,86,33,10,71,27,4,62,36,8,76,38,15,76,0,0,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"BLAND ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,77,30,95,79,18,100,79,36,96,88,36,98,21,14,71
"'116916",39,14,74,43,11,73,32,11,74,45,19,77,34,6,65,39,13,74,42,10,72,31,10,75,45,18,76,34,7,65,24,0,62,29,0,57,27,0,80,26,0,58,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,2,63,30,0,50,26,0,74,22,0,61,38,13,63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47,0,76,-1,-1,-1,-1,-1,-1,57,0,71,-1,-1,-1,11,0,54,-1,-1,-1,18,0,73,8,0,50,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,"BOLES ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,55,14,91,-1,-1,-1,38,0,100,86,43,86,-1,-1,-1
"'117901",53,24,80,66,32,88,47,21,78,55,24,79,47,29,78,51,23,78,62,29,85,45,20,78,52,22,77,46,28,75,18,5,52,15,0,51,19,5,68,21,7,43,11,7,41,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,12,63,29,6,59,33,15,78,32,12,56,21,8,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57,24,87,.,.,.,65,35,96,48,13,78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16,5,51,12,0,47,19,4,65,19,8,46,5,5,36,33,20,60,-1,-1,-1,40,20,80,29,14,57,-1,-1,-1,"BORGER ISD",57,24,87,.,.,.,65,35,96,48,13,78,.,.,.,29,6,58,29,0,71,17,17,100,31,0,31,40,20,60,70,33,93,75,50,92,56,31,100,69,13,91,81,63,94
