zipcode,period_end,median_ppsf,area,year,median_ppsf_prev,median_ppsf_change_percent,DISTRICT,DISTNAME
75034,2018-12-31,161.37336016244356,2943.8440119347547,2018,159.30330634278005,1.2994418428512,61804.0,LEADERSHIP PREP SCHOOL
75034,2018-12-31,161.37336016244356,2943.8440119347547,2018,159.30330634278005,1.2994418428512,61902.0,LEWISVILLE ISD
75034,2018-12-31,161.37336016244356,2943.8440119347547,2018,159.30330634278005,1.2994418428512,61914.0,LITTLE ELM ISD
75034,2019-12-31,159.0909090909091,3105.142857142857,2019,161.37336016244356,-1.4143914889278375,43905.0,FRISCO ISD
75034,2019-12-31,159.0909090909091,3105.142857142857,2019,161.37336016244356,-1.4143914889278375,61804.0,LEADERSHIP PREP SCHOOL
75034,2019-12-31,159.0909090909091,3105.142857142857,2019,161.37336016244356,-1.4143914889278375,61902.0,LEWISVILLE ISD
75034,2019-12-31,159.0909090909091,3105.142857142857,2019,161.37336016244356,-1.4143914889278375,61914.0,LITTLE ELM ISD
75034,2020-12-31,169.33080465998376,3129.968,2020,159.0909090909091,6.436505786275501,43905.0,FRISCO ISD
75034,2020-12-31,169.33080465998376,3129.968,2020,159.0909090909091,6.436505786275501,61804.0,LEADERSHIP PREP SCHOOL
75034,2020-12-31,169.33080465998376,3129.968,2020,159.0909090909091,6.436505786275501,61902.0,LEWISVILLE ISD
