DISTRICT,DD005AMA1221R,DD005AMA1321R,DD005AMA1S21R,DD005ARE1221R,DD005ARE1321R,DD005ARE1S21R,DD005ASC1221R,DD005ASC1321R,DD005ASC1S21R,DD205AMA1221R,DD205AMA1321R,DD205AMA1S21R,DD205ARE1221R,DD205ARE1321R,DD205ARE1S21R,DD205ASC1221R,DD205ASC1321R,DD205ASC1S21R,DD305AMA1221R,DD305AMA1321R,DD305AMA1S21R,DD305ARE1221R,DD305ARE1321R,DD305ARE1S21R,DD305ASC1221R,DD305ASC1321R,DD305ASC1S21R,DD405AMA1221R,DD405AMA1321R,DD405AMA1S21R,DD405ARE1221R,DD405ARE1321R,DD405ARE1S21R,DD405ASC1221R,DD405ASC1321R,DD405ASC1S21R,DDA05AMA1221R,DDA05AMA1321R,DDA05AMA1S21R,DDA05ARE1221R,DDA05ARE1321R,DDA05ARE1S21R,DDA05ASC1221R,DDA05ASC1321R,DDA05ASC1S21R,DDB05AMA1221R,DDB05AMA1321R,DDB05AMA1S21R,DDB05ARE1221R,DDB05ARE1321R,DDB05ARE1S21R,DDB05ASC1221R,DDB05ASC1321R,DDB05ASC1S21R,DDE05AMA1221R,DDE05AMA1321R,DDE05AMA1S21R,DDE05ARE1221R,DDE05ARE1321R,DDE05ARE1S21R,DDE05ASC1221R,DDE05ASC1321R,DDE05ASC1S21R,DDF05AMA1221R,DDF05AMA1321R,DDF05AMA1S21R,DDF05ARE1221R,DDF05ARE1321R,DDF05ARE1S21R,DDF05ASC1221R,DDF05ASC1321R,DDF05ASC1S21R,DDH05AMA1221R,DDH05AMA1321R,DDH05AMA1S21R,DDH05ARE1221R,DDH05ARE1321R,DDH05ARE1S21R,DDH05ASC1221R,DDH05ASC1321R,DDH05ASC1S21R,DDI05AMA1221R,DDI05AMA1321R,DDI05AMA1S21R,DDI05ARE1221R,DDI05ARE1321R,DDI05ARE1S21R,DDI05ASC1221R,DDI05ASC1321R,DDI05ASC1S21R,DDL05AMA1221R,DDL05AMA1321R,DDL05AMA1S21R,DDL05ARE1221R,DDL05ARE1321R,DDL05ARE1S21R,DDL05ASC1221R,DDL05ASC1321R,DDL05ASC1S21R,DDM05AMA1221R,DDM05AMA1321R,DDM05AMA1S21R,DDM05ARE1221R,DDM05ARE1321R,DDM05ARE1S21R,DDM05ASC1221R,DDM05ASC1321R,DDM05ASC1S21R,DDR05AMA1221R,DDR05AMA1321R,DDR05AMA1S21R,DDR05ARE1221R,DDR05ARE1321R,DDR05ARE1S21R,DDR05ASC1221R,DDR05ASC1321R,DDR05ASC1S21R,DDS05AMA1221R,DDS05AMA1321R,DDS05AMA1S21R,DDS05ARE1221R,DDS05ARE1321R,DDS05ARE1S21R,DDS05ASC1221R,DDS05ASC1321R,DDS05ASC1S21R,DDW05AMA1221R,DDW05AMA1321R,DDW05AMA1S21R,DDW05ARE1221R,DDW05ARE1321R,DDW05ARE1S21R,DDW05ASC1221R,DDW05ASC1321R,DDW05ASC1S21R,DISTNAME,DNC05AMA1221R,DNC05AMA1321R,DNC05AMA1S21R,DNC05ARE1221R,DNC05ARE1321R,DNC05ARE1S21R,DNC05ASC1221R,DNC05ASC1321R,DNC05ASC1S21R,DNM05AMA1221R,DNM05AMA1321R,DNM05AMA1S21R,DNM05ARE1221R,DNM05ARE1321R,DNM05ARE1S21R,DNM05ASC1221R,DNM05ASC1321R,DNM05ASC1S21R,DNS05AMA1221R,DNS05AMA1321R,DNS05AMA1S21R,DNS05ARE1221R,DNS05ARE1321R,DNS05ARE1S21R,DNS05ASC1221R,DNS05ASC1321R,DNS05ASC1S21R
"'108916",34,9,69,62,44,88,35,6,62,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,12,71,63,45,88,38,10,68,.,.,.,.,.,.,.,.,.,32,11,68,62,46,86,32,8,65,21,5,47,50,39,89,17,6,44,34,12,71,63,45,88,38,10,68,.,.,.,.,.,.,.,.,.,28,0,62,54,32,86,25,0,54,45,18,91,73,50,86,55,14,86,28,0,62,54,32,86,25,0,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,"VALLEY VIEW ISD",34,13,72,68,48,94,38,9,66,33,11,67,44,33,67,38,13,75,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'109901",.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,82,50,100,68,50,100,59,32,95,.,.,.,.,.,.,.,.,.,57,29,100,43,14,100,29,14,86,83,50,100,75,58,100,58,33,100,60,20,100,40,0,100,40,20,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,80,50,100,60,40,100,60,30,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,94,63,100,81,69,100,69,38,94,"ABBOTT ISD",82,53,100,65,47,100,65,41,94,80,40,100,80,60,100,40,0,100,.,.,.,.,.,.,.,.,.
"'109902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47,27,80,47,47,73,33,13,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,20,80,40,40,80,30,10,50,57,14,86,43,43,86,29,14,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,38,75,50,50,63,38,13,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,17,67,33,33,50,50,17,50,42,17,75,42,42,67,33,8,67,"BYNUM ISD",36,18,73,45,45,73,36,9,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'109903",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,25,100,33,17,75,25,8,58,.,.,.,.,.,.,.,.,.,33,17,100,33,0,83,0,0,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,13,100,25,13,75,25,13,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,25,100,25,25,63,38,13,63,"COVINGTON ISD",50,30,100,30,20,80,30,10,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'109904",69,39,94,33,11,75,17,0,64,43,14,86,29,29,71,14,0,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,62,35,88,42,28,78,24,3,64,31,15,77,31,15,54,0,0,31,60,31,83,35,18,77,19,1,60,58,31,88,42,28,75,19,0,56,63,32,92,31,12,76,17,2,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,26,89,26,11,74,5,0,58,66,39,88,41,29,82,30,7,73,28,15,72,18,8,64,5,3,41,42,17,50,17,0,42,17,8,33,73,49,86,62,54,92,43,8,73,"HILLSBORO ISD",69,40,91,44,28,79,27,1,67,43,23,80,37,29,77,17,9,57,.,.,.,.,.,.,.,.,.
"'109905",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,19,74,45,39,65,16,10,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,13,67,27,27,40,13,13,33,44,31,75,63,56,69,19,13,50,29,14,57,43,43,57,29,14,29,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,7,73,27,20,60,13,7,47,0,0,54,0,0,31,0,0,15,0,0,20,0,0,20,0,0,20,48,24,81,52,43,76,14,10,57,"HUBBARD ISD",40,25,80,50,45,75,20,10,55,36,9,64,36,27,45,9,9,36,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'109907",10,0,30,30,0,50,0,0,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,2,37,35,13,63,20,4,50,20,0,20,40,0,60,0,0,40,14,3,43,40,14,63,23,6,54,0,0,13,26,4,48,0,0,17,8,0,33,29,8,67,17,4,46,.,.,.,.,.,.,.,.,.,11,0,33,22,0,44,0,0,44,30,4,61,43,22,78,39,9,83,7,0,28,21,10,48,7,0,34,0,0,22,22,22,33,22,0,56,24,6,47,41,24,59,29,6,59,"ITASCA ISD",13,0,31,38,16,69,16,3,47,21,7,50,29,7,50,29,7,57,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'109908",43,14,71,0,0,43,0,0,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43,21,71,21,21,50,14,7,43,.,.,.,.,.,.,.,.,.,42,17,75,17,17,50,17,8,42,67,33,78,33,33,56,22,11,56,50,20,70,20,20,50,20,10,50,.,.,.,.,.,.,.,.,.,33,17,67,0,0,33,0,0,17,0,0,60,0,0,40,0,0,20,50,25,75,13,13,50,13,13,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"MALONE ISD",50,25,75,25,25,50,13,13,50,33,17,67,17,17,50,17,0,33,.,.,.,.,.,.,.,.,.
"'109910",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,45,27,64,9,9,45,18,9,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,30,60,10,10,50,20,10,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,38,75,13,13,38,13,13,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,60,20,80,20,20,40,40,20,60,"MOUNT CALM ISD",44,22,67,11,11,44,22,11,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'109911",80,50,100,70,60,100,70,20,90,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,50,31,78,52,26,77,33,13,72,80,20,80,40,20,80,40,0,80,43,25,69,46,22,66,25,2,63,47,27,77,55,28,77,22,8,67,52,36,76,56,32,76,36,12,64,.,.,.,.,.,.,.,.,.,80,50,100,70,60,100,70,20,90,53,37,79,49,23,77,49,21,79,31,16,67,36,16,62,21,5,59,33,28,50,28,22,33,28,11,50,46,29,78,51,24,76,30,13,74,"WHITNEY ISD",51,29,75,52,25,77,36,15,73,47,34,84,53,28,75,25,9,69,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'109912",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43,19,67,38,29,81,33,5,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,15,69,38,23,85,31,0,62,50,17,67,33,33,83,50,0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,20,67,40,27,80,27,7,67,0,0,20,0,0,40,0,0,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,25,75,50,38,88,44,6,75,"AQUILLA ISD",38,15,54,38,38,77,31,8,54,50,25,88,38,13,88,38,0,75,.,.,.,.,.,.,.,.,.
"'109913",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,54,33,88,58,38,79,29,4,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,39,89,56,33,72,33,6,67,60,30,90,90,50,90,40,0,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,36,86,36,29,71,21,7,64,38,23,85,38,23,69,23,0,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,32,86,64,41,82,32,5,73,"BLUM ISD",47,24,88,59,35,82,24,0,71,71,57,86,57,43,71,43,14,71,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'109914",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43,21,71,36,29,71,21,14,64,.,.,.,.,.,.,.,.,.,30,10,70,20,20,70,10,0,60,43,14,71,43,43,57,29,14,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,29,71,29,14,86,14,14,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,0,40,0,0,20,0,0,20,55,27,73,45,36,82,27,18,73,"PENELOPE ISD",50,30,90,40,30,80,20,10,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'110901",.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,8,54,15,8,54,15,0,77,.,.,.,.,.,.,.,.,.,15,8,54,15,8,54,15,0,77,20,0,40,20,20,80,20,0,80,11,11,56,11,0,44,0,0,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,13,63,13,0,38,13,0,75,0,0,20,0,0,20,20,0,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"ANTON ISD",20,10,60,20,10,50,20,0,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'110902",32,15,56,24,6,53,15,6,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,32,14,59,30,13,60,27,10,57,20,0,40,20,0,40,20,20,60,29,13,55,28,12,56,23,9,53,26,9,57,32,19,64,20,8,55,31,15,56,28,13,59,24,11,55,.,.,.,.,.,.,.,.,.,32,15,56,24,6,53,15,6,47,37,17,60,29,7,56,32,13,59,18,8,39,18,4,42,11,7,36,28,12,35,28,2,37,26,19,35,35,9,74,38,15,62,35,9,62,"LEVELLAND ISD",33,13,58,31,14,59,26,12,56,29,16,61,26,3,61,29,3,65,38,0,75,25,0,38,25,0,75
"'110905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71,50,92,71,38,100,33,17,75,.,.,.,.,.,.,.,.,.,40,30,80,50,20,100,20,10,60,79,50,93,86,50,100,36,21,79,43,29,86,57,14,100,14,0,57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,50,90,50,20,100,30,10,70,29,0,86,57,29,100,0,0,43,.,.,.,.,.,.,.,.,.,82,59,94,76,47,100,41,24,82,"ROPES ISD",85,54,92,69,38,100,31,15,69,55,45,91,73,36,100,36,18,82,.,.,.,.,.,.,.,.,.
"'110906",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,22,89,48,33,89,33,11,78,.,.,.,.,.,.,.,.,.,40,13,80,27,13,87,13,7,67,57,21,86,57,43,86,29,7,64,44,11,89,33,11,89,0,0,67,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,23,92,38,23,92,38,15,92,50,0,75,38,0,75,25,0,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,28,89,56,44,89,50,17,83,"SMYER ISD",69,19,88,38,25,88,19,13,75,64,27,91,64,45,91,55,9,82,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'110907",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,86,62,100,57,38,89,38,14,89,.,.,.,.,.,.,.,.,.,83,44,100,50,33,83,39,11,83,87,65,100,65,43,87,48,13,87,87,48,100,48,30,87,30,9,87,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,57,100,43,29,93,21,14,93,80,33,100,27,7,80,7,0,80,80,60,100,60,40,80,60,20,60,86,86,100,71,50,93,50,21,93,"SUNDOWN ISD",85,59,100,48,30,85,37,7,85,90,70,100,80,60,100,40,30,100,.,.,.,.,.,.,.,.,.
"'110908",.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,53,20,87,53,33,87,40,13,87,.,.,.,.,.,.,.,.,.,50,13,75,38,13,75,13,0,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42,8,83,50,33,83,42,8,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,20,100,60,50,100,60,20,100,"WHITHARRAL ISD",50,20,80,50,30,80,40,10,80,60,20,100,60,40,100,40,20,100,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'111801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"LAKE GRANBURY ACADEMY CHARTER SCHO",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'111901",50,36,81,40,30,77,24,7,56,53,33,93,53,27,87,67,20,87,80,80,100,83,67,100,80,60,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,40,83,52,35,80,46,23,76,40,20,60,30,20,60,20,0,60,54,33,79,41,27,74,35,14,68,65,39,87,56,40,87,43,19,75,58,33,80,39,28,77,28,10,61,60,20,80,20,0,80,20,0,100,51,37,82,41,31,78,24,7,57,59,41,79,47,31,75,49,26,76,38,20,68,26,14,62,21,6,54,31,15,56,24,6,51,22,11,39,64,43,83,56,38,82,53,28,80,"GRANBURY ISD",61,42,83,52,36,80,47,22,75,64,36,83,51,33,82,44,25,77,55,36,73,36,18,100,40,20,70
"'111902",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46,25,83,58,42,88,50,25,79,.,.,.,.,.,.,.,.,.,33,22,78,56,44,78,56,22,78,50,25,100,88,75,100,75,38,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,25,75,44,25,81,38,19,69,0,0,56,22,11,67,11,0,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,24,86,62,43,90,52,24,81,"LIPAN ISD",44,22,78,56,44,83,50,22,72,50,33,100,67,33,100,50,33,100,.,.,.,.,.,.,.,.,.
"'111903",.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42,23,77,50,30,80,49,21,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,7,73,33,27,73,33,13,73,47,25,78,58,32,87,50,16,78,40,20,80,60,20,80,20,0,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,20,76,40,28,72,48,28,72,6,0,67,0,0,56,22,6,33,0,0,40,20,0,20,0,0,20,43,24,76,52,33,81,53,24,76,"TOLAR ISD",44,27,80,53,38,78,54,22,76,38,13,69,44,13,88,38,19,75,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'112901",38,22,73,36,18,69,35,7,69,40,10,80,20,20,80,50,0,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,52,28,81,47,28,74,45,18,77,23,8,62,15,0,42,12,4,42,46,24,77,38,20,67,38,13,69,53,27,81,54,30,80,39,13,76,44,25,81,40,22,71,38,9,73,.,.,.,.,.,.,.,.,.,35,19,71,33,17,67,31,8,67,52,28,81,41,26,70,50,21,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,3,41,6,3,18,9,3,21,61,33,84,57,35,80,53,25,84,"SULPHUR SPRINGS ISD",51,27,80,47,27,72,45,17,78,58,31,86,46,29,81,46,22,73,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'112905",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43,14,86,57,43,81,57,14,86,.,.,.,.,.,.,.,.,.,45,18,91,55,36,73,55,18,82,43,29,86,71,57,100,86,43,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,7,86,50,36,71,43,0,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,40,100,80,20,100,80,20,100,50,17,89,67,50,89,61,17,89,"CUMBY ISD",40,10,90,50,40,80,60,10,70,45,18,82,64,45,82,55,18,100,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'112906",50,17,67,33,17,67,33,0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,9,68,41,27,61,32,7,55,.,.,.,.,.,.,.,.,.,38,8,71,42,21,67,25,4,58,38,10,67,43,33,57,29,5,48,43,14,57,29,14,43,29,0,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,20,60,20,0,60,20,0,40,39,9,70,39,22,65,35,9,61,14,5,52,10,0,33,10,0,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,9,69,46,31,63,34,9,57,"NORTH HOPKINS ISD",39,14,71,43,29,57,32,11,54,38,0,63,38,25,69,31,0,56,.,.,.,.,.,.,.,.,.
"'112907",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,8,64,60,36,88,28,8,68,.,.,.,.,.,.,.,.,.,20,7,53,40,20,80,20,13,60,20,0,73,60,47,93,27,7,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,20,50,60,20,80,30,10,80,9,0,36,36,18,73,9,0,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,9,64,64,41,86,32,9,68,"MILLER GROVE ISD",35,12,71,65,41,88,29,12,65,0,0,50,50,25,88,25,0,75,.,.,.,.,.,.,.,.,.
"'112908",55,35,85,35,5,65,20,0,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62,36,89,47,16,76,33,11,74,.,.,.,.,.,.,.,.,.,51,32,84,41,8,68,28,8,67,72,34,93,55,21,86,31,10,72,56,36,84,44,8,68,29,4,71,.,.,.,.,.,.,.,.,.,44,31,81,31,0,56,19,0,56,50,38,85,38,12,65,36,12,76,41,29,82,29,0,59,18,0,59,30,0,50,30,10,50,22,0,56,68,36,96,50,21,86,36,18,79,"COMO-PICKTON CISD",63,34,92,50,16,74,34,11,76,59,41,82,41,18,82,31,13,69,.,.,.,.,.,.,.,.,.
"'112909",80,20,100,60,0,80,40,0,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,81,31,100,50,13,81,44,0,69,.,.,.,.,.,.,.,.,.,82,27,100,45,9,82,45,0,73,89,33,100,67,11,89,44,0,78,80,20,100,60,0,80,40,0,60,.,.,.,.,.,.,.,.,.,80,20,100,60,0,80,40,0,60,71,29,100,29,14,71,43,0,57,80,20,100,60,0,80,40,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,82,36,100,45,18,82,45,0,73,"SALTILLO ISD",79,36,100,50,14,79,43,0,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'112910",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,11,84,58,42,84,26,5,63,.,.,.,.,.,.,.,.,.,31,15,77,54,38,77,23,8,54,17,17,83,67,33,100,33,0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46,8,85,54,46,77,23,8,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,11,83,56,44,83,28,6,61,"SULPHUR BLUFF ISD",38,15,77,69,46,85,23,8,69,33,0,100,33,33,83,33,0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'113901",27,17,53,13,7,47,7,0,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,24,10,49,22,10,47,8,4,33,24,8,45,26,16,50,11,8,32,24,10,49,21,8,47,7,3,32,25,7,43,23,14,55,7,2,36,30,15,58,18,6,48,6,0,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,8,50,4,0,42,0,0,23,23,14,57,20,6,37,9,6,29,22,11,53,8,3,44,3,0,28,10,0,20,10,0,10,10,10,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,"CROCKETT ISD",20,10,46,22,9,46,7,4,33,50,10,70,20,20,50,10,0,30,.,.,.,.,.,.,.,.,.
"'113902",.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47,22,81,47,31,69,14,0,53,33,8,75,33,17,58,0,0,33,42,21,75,38,25,63,0,0,46,46,8,92,62,38,85,8,0,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,48,30,74,39,26,61,17,0,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,17,33,0,0,17,0,0,17,55,27,82,59,41,77,23,0,64,"GRAPELAND ISD",58,21,79,47,37,63,16,0,58,35,24,82,47,24,76,12,0,47,-1,-1,-1,-1,-1,-1,-1,-1,-1
