DISTRICT,DEXPAVGP,DEXPHCNT,DISTNAME,DMSTAVGP,DMSTHCNT,DPFEIERP,DPSAINHP,DPSAMIFC,DPSAMIFP,DPSATOFC,DPSBTOFC,DPSBTOPC,DPSCTOFC,DPSCTOFP,DPSCTOSA,DPSECOFC,DPSETOFC,DPSETOFP,DPSHEXPA,DPSHTENA,DPSLEXPA,DPSLTENA,DPSOTOFC,DPSPCOFC,DPSPTOFC,DPSPTOFP,DPSRTOFC,DPSRTOPC,DPSSTOFC,DPSSTOFP,DPSSTOSA,DPST00FC,DPST00FP,DPST00SA,DPST01FC,DPST01FP,DPST01SA,DPST06FC,DPST06FP,DPST06SA,DPST11FC,DPST11FP,DPST11SA,DPST21FC,DPST21FP,DPST21SA,DPST30FC,DPST30FP,DPST30SA,DPSTASFC,DPSTASFP,DPSTBAFC,DPSTBAFP,DPSTBIFC,DPSTBIFP,DPSTBLFC,DPSTBLFP,DPSTCOFC,DPSTCOFP,DPSTEXPA,DPSTFEFC,DPSTFEFP,DPSTGIFC,DPSTGIFP,DPSTHIFC,DPSTHIFP,DPSTINFC,DPSTINFP,DPSTKIDR,DPSTMAFC,DPSTMAFP,DPSTMSFC,DPSTMSFP,DPSTNOFC,DPSTNOFP,DPSTOPFC,DPSTOPFP,DPSTPHFC,DPSTPHFP,DPSTPIFC,DPSTPIFP,DPSTREFC,DPSTREFP,DPSTSPFC,DPSTSPFP,DPSTTENA,DPSTTOFC,DPSTTOFP,DPSTTOSA,DPSTTWFC,DPSTTWFP,DPSTURNR,DPSTVOFC,DPSTVOFP,DPSTWHFC,DPSTWHFP,DPSUTOFC,DPSUTOFP,DPSUTOSA,DPSXCOFC,DPSXTOFC,DPSXTOFP,DRECAVGP,DRECHCNT
"'043901",.,.,"ALLEN ISD",.,.,68.1,73.7,537.5,21.5,2505.3,22,1,15.5,0.6,141361,0,261.7,10.4,6.3,5.7,6,4.3,0,0,1815,72.4,62,0,63.2,2.5,90216,85.6,6.4,58023,291.2,21.6,57584,292.7,21.7,60814,420.9,31.2,63253,234.3,17.4,66457,23,1.7,72684,38.4,2.8,991.2,73.5,27.6,2,65,4.8,31.7,2.4,12.1,1092,81,37.3,2.8,94.4,7,15.5,1.1,15.9,255.8,19,351.4,26.1,0.5,0,5.1,0.4,4.6,0.3,6.6,0.5,1049.9,77.9,135.7,10.1,7.3,1347.7,53.8,61884,21.5,1.6,16.8,60.4,4.5,1106.3,82.1,388.6,15.5,72248,0,428.5,17.1,-1,-1
"'043902",.,.,"ANNA ISD",.,.,64.4,65,142.1,23.4,606.1,2,0,12,2,118883,0,68.8,11.4,4.1,3.9,3.6,2.7,0,0,388.5,64.1,16,0,15.9,2.6,83921,17.9,5.9,53021,95.5,31.6,53850,75,24.8,56029,90.5,30,60953,21.9,7.3,64165,1,0.3,67056,2,0.7,217.3,72,4.4,1.5,17,5.6,20.6,6.8,9.3,239.9,79.5,2.4,0.8,22,7.3,7,2.3,14.7,62,20.5,82.6,27.3,1,0.3,14.1,4.7,1,0.3,0,0,202.8,67.2,35.3,11.7,3.3,301.9,49.8,57264,4,1.3,31.3,22.2,7.3,249.9,82.8,58.7,9.7,68160,0,148.8,24.6,.,.
"'043903",.,.,"CELINA ISD",.,.,59,60.8,91.7,19.9,459.8,1,0,11,2.4,106863,0,64.9,14.1,4,4,4.1,3.6,0,0,286.5,62.3,6,0,17,3.7,78658,9.2,4,47772,41.8,18.3,50582,51,22.4,54413,87.9,38.6,58337,33,14.5,65333,5,2.2,68408,0,0,176,77.2,7.5,3.3,4,1.8,3.5,1.5,12.5,183,80.3,0,0,14,6.1,2,0.9,14.7,44.9,19.7,50.9,22.3,0,0,7.7,3.4,1,0.4,0,0,183,80.3,15.3,6.7,5.3,227.9,49.6,56843,2,0.9,22.4,10.9,4.8,205.9,90.3,30.6,6.6,66937,0,108.4,23.6,.,.
"'043904",.,.,"FARMERSVILLE ISD",.,.,62.2,62.2,53.3,20.9,254.7,1,0,6,2.4,121533,0,30.4,11.9,8.3,8.3,4,4,0,0,158.6,62.3,2,2,8.1,3.2,87400,1.9,1.5,53114,24.3,19.6,55595,32.6,26.4,60025,44.2,35.7,66643,18.9,15.2,74768,1.9,1.5,75552,0.9,0.7,94.9,76.7,1.1,0.9,2,1.6,9.5,7.7,12.4,91,73.5,0.9,0.7,5.6,4.5,1.9,1.5,16.3,32.7,26.5,27.9,22.6,0,0,6.5,5.3,0.9,0.7,0,0,81.8,66.1,13.3,10.7,5.4,123.7,48.6,63893,0,0,16.5,10.6,8.6,113.4,91.7,20.8,8.2,77221,0,65.7,25.8,.,.
"'043905",.,.,"FRISCO ISD",.,.,70.6,70.2,2317.1,30.1,7707.7,68,3,83,1.1,120358,0,613.4,8,6.2,6.1,6.3,5.2,0,0,5626.1,73,143,1,210.9,2.7,91288,237.7,5.4,54973,1301,29.5,59037,1016.6,23.1,61671,1322.6,30,65719,473.8,10.8,69306,52.4,1.2,73628,149.4,3.4,3021.4,68.6,64.3,1.5,299.5,6.8,4,0.1,10.5,3429.4,77.9,73.4,1.7,340,7.7,53,1.2,14.9,974.7,22.1,1343.7,30.5,6.6,0.1,183.5,4.2,32.4,0.7,45.3,1,3404.5,77.3,538.3,12.2,5.8,4404.1,57.1,62711,38.3,0.9,14.9,136,3.1,3478.8,79,928,12,72187,0,1468.2,19,3135,6
"'043907",.,.,"MCKINNEY ISD",.,.,68,77.9,683.4,25.1,2727,23,7,45.3,1.7,125455,0,287.3,10.5,8.6,8.2,7.8,6.3,0,0,2077.8,76.2,55,5,89,3.3,97423,147.9,9.1,59959,263.4,16.1,59136,329.6,20.2,61216,620,38,64980,245.4,15,69254,25,1.5,74773,27.7,1.7,1122,68.8,94.3,5.8,112.1,6.9,6,0.4,12.4,1282.1,78.6,33.3,2,196.7,12.1,9,0.5,14.2,349.1,21.4,495.4,30.4,2,0.1,0,0,11.9,0.7,6,0.4,1266.2,77.6,183.6,11.3,7.7,1631.3,59.8,63614,23.6,1.4,15.1,47.9,2.9,1256.3,77,312.2,11.4,73531,0,362,13.3,-1,-1
"'043908",.,.,"MELISSA ISD",.,.,66,66.3,89.8,16.6,540.9,5,0,12,2.2,100321,0,52.4,9.7,5.8,3.6,2.8,2,0,0,374,69.1,11,0,18,3.3,82117,12,4.2,49300,69.9,24.5,51395,80.9,28.4,54194,87.6,30.7,58345,34.1,11.9,63651,1,0.4,67300,1,0.4,209.7,73.4,3.2,1.1,12.3,4.3,0,0,10.7,218.5,76.5,1.1,0.4,15.5,5.4,1.3,0.5,17,67,23.5,72.8,25.5,1,0.4,16.2,5.7,2,0.7,1,0.4,235.8,82.6,8.2,2.9,3.2,285.5,52.8,55753,5.5,1.9,19,20.9,7.3,248.9,87.2,58.4,10.8,65716,0,114.5,21.2,.,.
"'043910",.,.,"PLANO ISD",.,.,72,74,2397,36.7,6536.3,71,0,75.8,1.2,110518,0,639.6,9.8,8.4,7.8,6.4,6,0,0,4684.6,71.7,159,0,209.5,3.2,88880,265.1,7.3,54337,845.6,23.2,56515,797.4,21.9,59420,1136.9,31.3,62750,506.1,13.9,66219,86.9,2.4,73073,205.7,5.7,2347.6,64.5,228.8,6.3,292.8,8,122.4,3.4,11.4,2910.2,80,68,1.9,518.3,14.2,10,0.3,13.5,727.8,20,1245.6,34.2,8,0.2,123.4,3.4,36.7,1,3,0.1,2365.3,65,645.4,17.7,8.3,3638,55.7,60687,70.5,1.9,17.1,84.8,2.3,2537.7,69.8,761.3,11.6,69818,1,1212.1,18.5,3998,7
"'043911",.,.,"PRINCETON ISD",.,.,64.3,62.1,239.9,28,858,1,1,10.6,1.2,122631,0,92.2,10.7,3.7,3.6,3.2,2.9,0,0,524.9,61.2,13,1,28,3.3,83435,42.2,9.9,51283,133.1,31.1,54647,87,20.3,56991,108.8,25.4,63788,50,11.7,67660,7,1.6,73294,7,1.6,321.7,75.2,21.1,4.9,24.9,5.8,14,3.3,9.8,322.3,75.3,12.6,2.9,44,10.3,3,0.7,15.8,105.7,24.7,82.9,19.4,23.4,5.5,9.3,2.2,0,0,2,0.5,323.4,75.5,27.8,6.5,4.4,428.1,49.9,58939,6.7,1.6,22.8,20,4.7,340.5,79.5,58.2,6.8,68637,0,240.9,28.1,.,.
"'043912",.,.,"PROSPER ISD",.,.,68,74.7,483,19.8,2444.2,18,1,20,0.8,125728,0,231.7,9.5,3.7,3.1,3.8,2.8,0,0,1800,73.6,37,3,59.8,2.4,87231,72.3,5.1,55920,340.1,23.8,56920,354.9,24.8,59227,487.7,34.1,64280,161.8,11.3,72089,13,0.9,76131,14.5,1,947.4,66.3,13,0.9,75,5.2,43.5,3,10.7,1169.4,81.8,27.5,1.9,105.3,7.4,4,0.3,15.2,260.6,18.2,474.5,33.2,3,0.2,0,0,5,0.3,2,0.1,1139.4,79.7,132.4,9.3,3.1,1429.9,58.5,61844,19.7,1.4,14.5,74.1,5.2,1209.5,84.6,290.2,11.9,73309,0,412.5,16.9,-1,-1
"'043914",-1,-1,"WYLIE ISD",.,.,67.9,66.5,602,27.5,2192.4,9,0,14,0.6,156401,0,278.7,12.7,4.6,4.6,4.9,4.1,1.2,0,1419.7,64.8,41,0,64,2.9,87950,37.8,3.4,54307,296,26.2,59347,262.5,23.3,60982,363.6,32.2,63511,144.9,12.8,68024,23.1,2,75817,16,1.4,784.6,69.6,67.5,6,52,4.6,21.4,1.9,11.4,866.6,76.8,13.4,1.2,121,10.7,6,0.5,16.1,261.3,23.2,333.9,29.6,1.5,0.1,41.8,3.7,8,0.7,1,0.1,851.4,75.5,87.7,7.8,6,1127.9,51.4,62353,15,1.3,15.5,44.7,4,916.9,81.3,213.8,9.8,73967,0,494,22.5,.,.
"'043917",.,.,"BLUE RIDGE ISD",.,.,57.7,64,5.9,4.6,128.2,1,1,4,3.1,104169,0,8.5,6.7,5.7,3.3,1.5,1.5,0,0,85.9,67,2,1,7,5.5,84593,9.9,14.1,51335,12,17.2,48609,10.2,14.6,57868,27.8,39.8,59084,7,10,65822,3,4.3,68688,0,0,53.9,77.1,0.4,0.6,1,1.4,0.1,0.2,11.5,50.9,72.8,0.1,0.2,0,0,0,0,13.7,19,27.2,14,20.1,1,1.4,1.9,2.7,1,1.4,0,0,54.5,78,5.2,7.4,4.5,69.9,54.5,57102,0,0,23.1,7.7,11,68.9,98.6,5,3.9,62389,0,33.8,26.4,.,.
"'043918",.,.,"COMMUNITY ISD",.,.,58.7,61.1,112.8,28.9,390,2,0,5.8,1.5,106855,0,28.3,7.2,2.5,2,1.6,1.5,2,0,257.5,66,11,1,12,3.1,77643,24.5,12.5,52036,56.7,28.9,54765,35.5,18.1,56364,53.2,27.1,60653,20.2,10.3,64928,6,3.1,65853,2,1,147.3,75.1,15,7.6,14,7.1,0,0,10.2,156,79.5,1,0.5,23,11.7,3,1.5,17,40.2,20.5,46.9,23.9,2,1,0,0,0,0,0,0,141.8,72.3,27.1,13.8,2.8,196.2,50.3,57696,4,2,32.7,11.4,5.8,150.2,76.6,43.6,11.2,68610,0,104.2,26.7,-1,-1
"'043919",.,.,"LOVEJOY ISD",.,.,62,61,104.1,19.3,540.5,3,1,11.4,2.1,147892,0,33.2,6.1,7.4,6.8,9.1,4.9,1.8,0,360.8,66.8,10,1,16.4,3,90792,18.7,6.6,46691,68.9,24.2,55034,55.9,19.6,57338,82.5,29,60551,54,19,65924,4.9,1.7,40378,7,2.5,187.1,65.7,0,0,6,2.1,4.1,1.4,12,204.4,71.7,20.5,7.2,12,4.2,0,0,15.2,80.6,28.3,91.8,32.2,3.1,1.1,9.7,3.4,3,1.1,0,0,215.2,75.5,19.3,6.8,5.1,284.9,52.7,58349,8,2.8,21.9,16.1,5.7,252,88.4,48.1,8.9,74950,0,146.5,27.1,.,.
"'044902",.,.,"WELLINGTON ISD",.,.,59.6,67,21.5,21,102.3,1,0,2,2,99425,0,15.9,15.5,3.5,3.5,0,0,0,0,61.5,60.1,2,0,2.5,2.4,68102,2,3.8,34659,5,9.4,37720,10,18.9,44209,18.5,34.9,55211,15,28.3,60234,2.5,4.7,59185,0,0,45.5,85.9,0,0,0,0,1,1.9,15.6,43.5,82,0,0,2,3.8,0,0,10.2,9.5,18,7.5,14.1,0,0,0,0,0,0,0,0,43.5,81.9,5.7,10.8,9.5,53,51.8,52321,0,0,7.4,2.8,5.4,51,96.2,4,3.9,64873,0,24.9,24.4,.,.
"'045902",.,.,"COLUMBUS ISD",.,.,62.4,65.1,42.1,18.8,223.6,1,0,5,2.2,97732,0,27.9,12.5,4.5,4,8.4,6.6,0.3,0,144.8,64.7,5,0,5.6,2.5,78014,7.3,6.3,42751,24.4,21.1,44444,25.4,21.9,49273,34.4,29.7,53854,18.1,15.6,61355,6.3,5.4,59400,0,0,95.6,82.5,0,0,3.3,2.8,9.8,8.5,12.5,92.2,79.6,1,0.9,5.9,5.1,0,0,13.4,23.7,20.4,20.3,17.5,0,0,3.2,2.8,0,0,0,0,86.1,74.3,7.8,6.8,7.8,115.9,51.8,51633,0,0,16.2,7.9,6.8,106.7,92.1,18.3,8.2,55333,0,50.9,22.8,-1,-1
"'045903",.,.,"RICE CISD",.,.,59.2,64.6,70.6,35.2,200.3,0,0,4,2,102306,0,26.7,13.4,7.2,3.2,1.5,1.5,0,0,124.9,62.4,4,0,8.9,4.4,81280,5.9,5.8,34395,20,19.4,44490,16,15.5,51963,28.1,27.2,59774,24.1,23.4,61340,9.1,8.8,61226,0,0,87.9,85.2,0,0,5.9,5.8,3,2.9,14.3,74.6,72.2,0,0,16,15.5,0,0,12.3,28.7,27.8,15.3,14.8,0,0,0.4,0.4,0,0,0,0,82.3,79.7,11.3,11,6.5,103.2,51.5,54637,0,0,20.2,6.2,6,81.3,78.7,8.8,4.4,71063,0,48.6,24.3,.,.
"'045905",.,.,"WEIMAR ISD",.,.,60.3,67.2,14.8,12.5,118.4,0,0,2,1.7,115481,0,19.2,16.2,7.3,5.7,3,3,0.2,0,73,61.6,1,1,3.1,2.6,82038,1.1,1.7,37649,12,19.6,44931,14,22.8,47714,19.9,32.5,52393,12.9,21,58998,1.5,2.4,36053,0,0,44.1,71.8,1,1.6,0,0,3,4.9,13.7,50,81.4,0.1,0.2,2,3.3,0,0,11.1,11.4,18.6,17.3,28.2,0,0,3.5,5.7,0,0,0,0,45,73.3,2.5,4.1,6.8,61.4,51.8,50616,0,0,13.2,6.2,10.2,59.4,96.7,6.5,5.5,58413,0,26.3,22.2,.,.
"'046802",.,.,"TRINITY CHARTER SCHOOL",.,.,69.3,74.3,33.4,36.1,92.4,0,0,1,1.1,127752,0,10.6,11.5,7.7,7.7,0,0,0,0,64.8,70.1,0,0,3,3.2,91604,8.4,18.3,45145,9,19.7,48367,10.4,22.7,54222,9,19.7,58241,5,10.9,59940,4,8.7,66535,1,2.2,32,69.9,0,0,6.4,13.9,0,0,10.1,35.4,77.3,0,0,3.4,7.4,2,4.4,7.6,10.4,22.7,13.8,30.1,0,0,0,0,0,0,0,0,43,93.9,0,0,3.9,45.8,49.6,53900,0,0,30.3,2.8,6.1,33,72.1,15,16.2,58632,0,17,18.4,.,.
"'046901",.,.,"NEW BRAUNFELS ISD",.,.,63.3,65.1,399.3,35.1,1138.2,11,2,14.8,1.3,122433,0,119.6,10.5,6.6,5.5,7.5,6.1,0,0,771.8,67.8,22,2,38.9,3.4,80241,29.3,4.9,52017,131.8,22.1,53134,142.7,24,55682,194,32.6,58481,89.6,15.1,62104,8,1.3,66543,5,0.8,457.9,76.9,5.2,0.9,9,1.5,5.3,0.9,12,480.1,80.6,0.6,0.1,142.5,23.9,1.5,0.2,16.2,115.2,19.4,134.5,22.6,1.9,0.3,55.1,9.3,1,0.2,1,0.2,465.8,78.2,40.4,6.8,6.8,595.4,52.3,56963,1,0.2,16.8,23.1,3.9,435.4,73.1,122.8,10.8,66635,0,246.8,21.7,.,.
"'046902",.,.,"COMAL ISD",.,.,63.8,67,940.2,28.6,3293.2,30,0,40.3,1.2,94707,0,348.2,10.6,4.3,3.8,3.8,3,0,0,2309.6,70.1,57,1,91.7,2.8,77602,74.3,4.3,51598,430.1,25.1,51658,373.5,21.8,54964,557.8,32.6,58545,249.2,14.6,63487,25.7,1.5,67299,6,0.4,1324.9,77.5,9.4,0.5,23.7,1.4,9.3,0.5,11.5,1335.3,78.1,32.2,1.9,316.9,18.5,3,0.2,15.9,375.1,21.9,365.8,21.4,13.7,0.8,68.9,4,6,0.4,1,0.1,1325.4,77.5,189.2,11.1,5.2,1710.5,51.9,56581,24.3,1.4,16.6,76.2,4.5,1335.6,78.1,467,14.2,63793,0,635.4,19.3,.,.
"'047901",.,.,"COMANCHE ISD",.,.,64.1,66.6,74.7,33.1,225.6,0,0,2,0.9,101042,0,36.6,16.2,7.8,5.8,1.7,1,0,0,127.5,56.5,5,0,6.9,3.1,76388,8.7,8,34748,20.5,18.9,38039,20.6,19,46028,29.2,27,53707,23.5,21.7,57006,5.9,5.4,58984,0,0,90,83.1,5.9,5.4,1,0.9,11,10.1,13.2,83.7,77.2,0,0,17.6,16.3,1,0.9,12,24.7,22.8,17.3,16,1,0.9,4.6,4.3,0,0,0,0,69.1,63.8,9.3,8.6,6.9,108.3,48,48768,2.9,2.7,25.6,8.4,7.8,85.8,79.2,10.3,4.6,60737,0,61.4,27.2,.,.
"'047902",.,.,"DE LEON ISD",.,.,58.9,65.6,24.8,18.8,132.1,0,1,1,0.8,105000,1,26.7,20.2,6.7,6.7,10,10,0,10,73.7,55.8,3,1,2.1,1.6,74041,1,1.6,38560,24,37.9,41391,9,14.2,47588,14,22.1,54382,14.3,22.7,62654,0.9,1.5,55618,1,1.6,47.9,75.8,1.1,1.8,0,0,0.5,0.7,11.1,50.4,79.7,0,0,4,6.3,0,0,11.7,12.8,20.3,15.3,24.2,0,0,0,0,0,0,0,0,51.5,81.3,4.4,6.9,7.7,63.3,47.9,50130,0,0,18.2,5.8,9.2,58.3,92.1,7.3,5.5,58745,2,31.7,24,.,.
"'047903",.,.,"GUSTINE ISD",.,.,45.7,55.5,8.5,23,37,0,0,1,2.7,114520,0,4.9,13.2,8,4,0,0,0,0,20.9,56.5,0,0,1.1,2.9,85437,2,10.9,35460,9,48.9,38105,1,5.4,44440,3,16.3,51695,3.4,18.6,61055,0,0,.,0,0,15.4,83.7,0,0,1,5.4,2,10.9,8.7,14.5,78.7,0,0,1,5.4,0,0,7.9,3.9,21.3,3,16.3,0,0,0,0,0,0,0,0,13.4,72.8,1.9,10.5,2.2,18.4,49.8,44636,0,0,49.1,1.1,5.8,16.4,89.1,0.4,1.1,59395,0,11.2,30.3,.,.
"'047905",.,.,"SIDNEY ISD",.,.,57.2,59.6,5,20.4,24.5,0,0,1,4.1,90000,0,2,8.2,3,3,0,0,0,0,16.5,67.3,0,0,0.6,2.6,75000,2,13.5,34390,3,20.2,39884,2,13.5,48530,3,20.2,51470,2.4,15.9,45106,2.5,16.8,58839,0,0,10.5,70.7,0,0,0,0,1.5,10,15,11.8,79.8,0,0,2,13.5,1,6.7,8.6,3,20.2,4.4,29.3,0,0,0,0,0,0,0,0,11.5,77.8,1,6.7,9.8,14.8,60.6,46657,0,0,0,0.8,5.5,11.8,79.8,0,0,.,0,6,24.5,.,.
"'048901",.,.,"EDEN CISD",.,.,53.9,55.9,11.5,27.8,41.4,0,0,2,4.8,81759,0,5.7,13.9,3,1,0,0,0,0,26,62.7,1,0,1.1,2.7,87940,5.2,25.4,42563,1.2,5.7,48841,2,9.6,48950,7.3,35.8,59275,1.9,9.4,60122,2.9,14.1,60113,0,0,15,73.6,0,0,0,0,0,0,13.1,13.4,66,0,0,2.9,14.1,0,0,10.9,6.9,34,5.2,25.4,0,0,0,0,0.2,1,0,0,17.2,84.6,1.2,5.9,2.4,20.4,49.2,53642,0,0,21,1.9,9.4,17.5,85.9,2.5,6,66588,0,9.7,23.4,.,.
"'048903",.,.,"PAINT ROCK ISD",.,.,53,64,6,12.9,46.5,0,0,1,2.2,104000,0,3,6.5,2,2,6,1,0,0,30.5,65.6,1,1,3,6.5,71000,1,3.9,37660,6,23.6,37579,2,7.9,45805,7.9,31.2,51642,7,27.5,53108,1.5,5.9,69697,0,0,16.5,64.9,0,0,0,0,2,7.9,15.4,17,66.8,0,0,1,3.9,0,0,8.8,8.4,33.2,8.9,35.1,0,0,0.9,3.4,0,0,0,0,18.1,71,2.1,8.2,2.5,25.4,54.7,48784,0,0,25.9,2.4,9.5,24.4,96.1,1.1,2.3,54164,0,13,28,.,.
"'049901",.,.,"GAINESVILLE ISD",.,.,63.3,66.5,73.6,19.1,384.7,3,1,11.4,3,94967,0,34.4,8.9,9,4.8,5,3.5,4,0,271.9,70.7,12,0,14.7,3.8,76993,29.4,14.9,46474,67.9,34.4,47815,29,14.7,51548,43,21.8,56870,22.3,11.3,67801,6,3,66378,2,1,156.3,79.1,0.3,0.2,7,3.5,3.5,1.8,9.4,154.2,78.1,0,0,19,9.6,0,0,15.9,43.4,21.9,41.2,20.9,0,0,11.8,6,0,0,0,0,161.2,81.6,11.7,5.9,5.2,197.6,51.4,52949,4,2,33.5,9.1,4.6,165.6,83.8,48.2,12.5,60969,0,78.4,20.4,.,.
"'049902",.,.,"MUENSTER ISD",.,.,58,70.5,1,1.4,72.4,1,0,1,1.4,119720,0,6.9,9.5,8,8,0,0,0,0,56,77.3,1,0,2,2.8,89028,2,4.4,39247,10,21.8,39697,6,13.1,45845,14,30.4,54204,12,26.1,58690,2,4.4,56440,1,2.2,43.7,95.1,0,0,0,0,0,0,14,39,84.8,0,0,0,0,0,0,11.4,7,15.2,2.2,4.9,0,0,0.2,0.3,0,0,0,0,39.3,85.5,2.4,5.3,8.3,46,63.5,50573,1,2.2,6.9,4.1,8.8,44,95.6,7,9.7,57745,0,9.5,13.2,.,.
"'049903",.,.,"VALLEY VIEW ISD",.,.,54.1,65.3,28.4,20.7,137.3,0,0,4,2.9,88163,14.5,8.6,6.3,4.3,4.3,3.3,2.8,0,18.5,89.7,65.4,3,4,4.3,3.1,80099,7.5,10.2,37422,17.3,23.6,41082,10.2,13.9,51176,14.4,19.7,61325,14.9,20.4,63279,9,12.3,70260,0,0,61.1,83.4,1.9,2.6,0,0,1.9,2.6,14,53.7,73.3,0,0,7.6,10.4,0,0,12.8,19.5,26.7,11.2,15.3,0.9,1.3,1.8,2.4,0,0,0,0,58.7,80.1,4.3,5.9,8.1,73.2,53.3,54216,0,0,16,4.7,6.4,65.6,89.6,8.2,6,62200,6.4,38.9,28.4,.,.
"'049905",.,.,"CALLISBURG ISD",.,.,56.9,62,12.3,8.2,150.7,1,0,1,0.7,151071,0,12.5,8.3,5.7,5.7,3.7,3.7,0,0,99.6,66.1,3,0,6,4,86243,3.9,4.5,41096,17.6,20.4,43232,10.8,12.5,48448,25.4,29.5,54261,22.6,26.2,62234,5.9,6.8,67755,1,1.1,64.5,74.9,0,0,1,1.2,0,0,14.3,64.3,74.7,0.6,0.7,1.9,2.3,0,0,13.2,21.8,25.3,21.6,25.1,0,0,3.2,3.8,0,0,0,0,69.2,80.4,7.3,8.5,5.6,86.1,57.1,53696,1,1.1,22.3,5.8,6.7,81.2,94.3,6.5,4.3,63381,0,38.6,25.6,.,.
"'049906",.,.,"ERA ISD",.,.,53.9,65.1,2.9,4.7,62.9,1,0,2,3.2,109346,0,5.4,8.5,9,7,0,0,0,0,47.3,75.3,1,1,1,1.6,85117,2,5.1,39346,5.9,15.2,40498,5.9,15.3,51655,10.8,27.9,55500,10,25.8,65803,4.1,10.7,63368,0,0,29.5,76.5,0,0,0,0,0,0,16.7,25.5,66,0,0,1,2.5,1,2.5,12.8,13.1,34,9.1,23.5,0,0,0.3,0.8,0,0,0,0,32.4,84,1.9,5,6.8,38.6,61.4,55305,0,0,22,3.9,10.2,36.7,95,5.7,9.1,68474,0,10.2,16.2,.,.
"'049907",.,.,"LINDSAY ISD",.,.,55.6,66.8,0,0,66.1,0,1,2,3,100633,0,5.8,8.7,4.5,4,0,0,0,0,51.7,78.2,2,0,2.3,3.5,88435,0,0,.,7.5,18.1,39919,11.8,28.5,44268,13.7,32.9,54432,5.6,13.5,63245,2.9,7.1,65375,0,0,31.3,75.3,0,0,0,0,1.4,3.4,13.9,30.7,74,0.2,0.4,0,0,0,0,11.6,10.8,26,10.3,24.7,0,0,0.8,2,0,0,0,0,33.5,80.6,1.3,3.1,5.1,41.6,62.9,50879,0,0,28.9,4.4,10.6,41.6,100,5.8,8.8,65701,0,8.6,13.1,.,.
"'049908",.,.,"WALNUT BEND ISD",.,.,49.6,65,1.9,15.5,12.6,0,0,0.5,4,86200,0,2.3,18.4,14,1,0,0,0,0,9.3,73.9,0,0,0.5,4,86200,0.5,7.7,61901,1.9,30.8,39866,0,0,.,2.9,46.2,56741,1,15.4,61881,0,0,.,0,0,6.3,100,0,0,0,0,1,15.2,12.6,6.3,100,0,0,0,0,0,0,8.9,0,0,0,0,0,0,0,0,0,0,0,0,5.4,84.8,0,0,1.7,6.3,50.3,52737,0,0,50,0,0,6.3,100,2,15.7,40731,0,1,7.7,.,.
"'049909",.,.,"SIVELLS BEND ISD",.,.,51.2,61.3,1,7.7,13,0,0,0.3,2.1,90000,0,2,15.4,7,1,0,0,0,0,8,61.5,0,0,0.3,2.1,90000,0,0,.,1,13.4,44891,2,26.8,47490,3,40.3,53346,1.5,19.5,70989,0,0,.,0,0,6,80.5,0,0,0,0,0.5,6.7,14.8,6,80.5,0,0,0,0,0,0,8.5,1.5,19.5,1.5,19.5,0,0,0,0,0,0,0,0,6.6,88.1,0.4,5.2,4.8,7.5,57.3,54078,0,0,34,0,0,7.5,100,0,0,.,0,3,23.1,.,.
"'050901",.,.,"EVANT ISD",.,.,55.8,63,6,14.5,41.5,0,0,2,4.8,88215,0,5.8,13.9,1,1,0,0,0,0,25.8,62.2,0,1,1,2.4,65948,4,21.7,34860,3.4,18.6,38671,2,10.9,43619,6,32.6,56733,3,16.3,56407,0,0,.,0,0,15.4,83.7,0,0,0,0,1,5.4,9.7,12.3,66.8,0,0,2,10.9,0,0,11.6,6.1,33.2,3,16.3,0,0,0.1,0.5,0,0,0,0,15.4,83.8,0,0,3.6,18.4,44.4,47151,0,0,60.6,1.9,10.3,16.4,89.1,4.4,10.6,56376,0,9.9,23.9,.,.
"'050902",.,.,"GATESVILLE ISD",.,.,61.7,64.7,45.7,10.8,421.9,4,0,4,0.9,113939,0,62.5,14.8,3,3,2.7,1.9,0,0,255.8,60.6,7,0,13,3.1,78058,8,4,37330,51,25.6,43346,34,17,48813,67.9,34,54835,30.6,15.3,59669,8,4,61591,1,0.5,157,78.7,2,1,2,1,16.5,8.3,12.3,159.6,80,1,0.5,12.5,6.3,0,0,13.5,39.9,20,38.5,19.3,4,2,11.8,5.9,0,0,0,0,137.9,69.1,18.4,9.2,7.2,199.5,47.3,51181,2,1,13.4,11.9,6,182,91.2,39.4,9.3,63283,0,103.6,24.5,.,.
"'050904",.,.,"OGLESBY ISD",.,.,53.5,60.3,5,13.2,37.7,0,0,0.6,1.5,91000,0,4,10.6,4,4,0,0,0,0,25.9,68.5,0,0,2.9,7.6,53729,1,4.5,34605,5,22.3,38026,5,22.3,46094,8.4,37.6,56605,2,8.9,59386,1,4.5,63586,0,0,15,66.9,0,0,0,0,1,4.5,11.9,17,75.8,0,0,2,8.9,0,0,8.8,5.4,24.2,6,26.8,1,4.5,0,0,0.4,1.9,0,0,17.9,79.9,0.9,3.8,4.7,22.4,59.4,49698,0,0,20.4,2.7,11.8,20.4,91.1,0,0,.,0,7.9,20.9,.,.
