DISTRICT,DD000A001222R,DD000A001322R,DD000A001S22R,DD000AC01222R,DD000AC01322R,DD000AC01S22R,DD000AM01222R,DD000AM01322R,DD000AM01S22R,DD000AR01222R,DD000AR01322R,DD000AR01S22R,DD000AS01222R,DD000AS01322R,DD000AS01S22R,DD200A001222R,DD200A001322R,DD200A001S22R,DD200AC01222R,DD200AC01322R,DD200AC01S22R,DD200AM01222R,DD200AM01322R,DD200AM01S22R,DD200AR01222R,DD200AR01322R,DD200AR01S22R,DD200AS01222R,DD200AS01322R,DD200AS01S22R,DD300A001222R,DD300A001322R,DD300A001S22R,DD300AC01222R,DD300AC01322R,DD300AC01S22R,DD300AM01222R,DD300AM01322R,DD300AM01S22R,DD300AR01222R,DD300AR01322R,DD300AR01S22R,DD300AS01222R,DD300AS01322R,DD300AS01S22R,DD400A001222R,DD400A001322R,DD400A001S22R,DD400AC01222R,DD400AC01322R,DD400AC01S22R,DD400AM01222R,DD400AM01322R,DD400AM01S22R,DD400AR01222R,DD400AR01322R,DD400AR01S22R,DD400AS01222R,DD400AS01322R,DD400AS01S22R,DDA00A001222R,DDA00A001322R,DDA00A001S22R,DDA00AC01222R,DDA00AC01322R,DDA00AC01S22R,DDA00AM01222R,DDA00AM01322R,DDA00AM01S22R,DDA00AR01222R,DDA00AR01322R,DDA00AR01S22R,DDA00AS01222R,DDA00AS01322R,DDA00AS01S22R,DDB00A001222R,DDB00A001322R,DDB00A001S22R,DDB00AC01222R,DDB00AC01322R,DDB00AC01S22R,DDB00AM01222R,DDB00AM01322R,DDB00AM01S22R,DDB00AR01222R,DDB00AR01322R,DDB00AR01S22R,DDB00AS01222R,DDB00AS01322R,DDB00AS01S22R,DDE00A001222R,DDE00A001322R,DDE00A001S22R,DDE00AC01222R,DDE00AC01322R,DDE00AC01S22R,DDE00AM01222R,DDE00AM01322R,DDE00AM01S22R,DDE00AR01222R,DDE00AR01322R,DDE00AR01S22R,DDE00AS01222R,DDE00AS01322R,DDE00AS01S22R,DDF00A001222R,DDF00A001322R,DDF00A001S22R,DDF00AC01222R,DDF00AC01322R,DDF00AC01S22R,DDF00AM01222R,DDF00AM01322R,DDF00AM01S22R,DDF00AR01222R,DDF00AR01322R,DDF00AR01S22R,DDF00AS01222R,DDF00AS01322R,DDF00AS01S22R,DDH00A001222R,DDH00A001322R,DDH00A001S22R,DDH00AC01222R,DDH00AC01322R,DDH00AC01S22R,DDH00AM01222R,DDH00AM01322R,DDH00AM01S22R,DDH00AR01222R,DDH00AR01322R,DDH00AR01S22R,DDH00AS01222R,DDH00AS01322R,DDH00AS01S22R,DDI00A001222R,DDI00A001322R,DDI00A001S22R,DDI00AC01222R,DDI00AC01322R,DDI00AC01S22R,DDI00AM01222R,DDI00AM01322R,DDI00AM01S22R,DDI00AR01222R,DDI00AR01322R,DDI00AR01S22R,DDI00AS01222R,DDI00AS01322R,DDI00AS01S22R,DDL00A001222R,DDL00A001322R,DDL00A001S22R,DDL00AC01222R,DDL00AC01322R,DDL00AC01S22R,DDL00AM01222R,DDL00AM01322R,DDL00AM01S22R,DDL00AR01222R,DDL00AR01322R,DDL00AR01S22R,DDL00AS01222R,DDL00AS01322R,DDL00AS01S22R,DDM00A001222R,DDM00A001322R,DDM00A001S22R,DDM00AC01222R,DDM00AC01322R,DDM00AC01S22R,DDM00AM01222R,DDM00AM01322R,DDM00AM01S22R,DDM00AR01222R,DDM00AR01322R,DDM00AR01S22R,DDM00AS01222R,DDM00AS01322R,DDM00AS01S22R,DDR00A001222R,DDR00A001322R,DDR00A001S22R,DDR00AC01222R,DDR00AC01322R,DDR00AC01S22R,DDR00AM01222R,DDR00AM01322R,DDR00AM01S22R,DDR00AR01222R,DDR00AR01322R,DDR00AR01S22R,DDR00AS01222R,DDR00AS01322R,DDR00AS01S22R,DDS00A001222R,DDS00A001322R,DDS00A001S22R,DDS00AC01222R,DDS00AC01322R,DDS00AC01S22R,DDS00AM01222R,DDS00AM01322R,DDS00AM01S22R,DDS00AR01222R,DDS00AR01322R,DDS00AR01S22R,DDS00AS01222R,DDS00AS01322R,DDS00AS01S22R,DDW00A001222R,DDW00A001322R,DDW00A001S22R,DDW00AC01222R,DDW00AC01322R,DDW00AC01S22R,DDW00AM01222R,DDW00AM01322R,DDW00AM01S22R,DDW00AR01222R,DDW00AR01322R,DDW00AR01S22R,DDW00AS01222R,DDW00AS01322R,DDW00AS01S22R,DISTNAME,DNC00A001222R,DNC00A001322R,DNC00A001S22R,DNC00AC01222R,DNC00AC01322R,DNC00AC01S22R,DNC00AM01222R,DNC00AM01322R,DNC00AM01S22R,DNC00AR01222R,DNC00AR01322R,DNC00AR01S22R,DNC00AS01222R,DNC00AS01322R,DNC00AS01S22R,DNM00A001222R,DNM00A001322R,DNM00A001S22R,DNM00AC01222R,DNM00AC01322R,DNM00AC01S22R,DNM00AM01222R,DNM00AM01322R,DNM00AM01S22R,DNM00AR01222R,DNM00AR01322R,DNM00AR01S22R,DNM00AS01222R,DNM00AS01322R,DNM00AS01S22R,DNS00A001222R,DNS00A001322R,DNS00A001S22R,DNS00AC01222R,DNS00AC01322R,DNS00AC01S22R,DNS00AM01222R,DNS00AM01322R,DNS00AM01S22R,DNS00AR01222R,DNS00AR01322R,DNS00AR01S22R,DNS00AS01222R,DNS00AS01322R,DNS00AS01S22R
"'202905",14,0,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,30,15,67,-1,-1,-1,29,14,64,36,21,64,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,14,71,31,8,75,29,11,70,44,16,69,47,28,69,22,10,49,20,0,50,21,8,54,26,15,44,14,14,43,34,12,68,30,7,76,26,10,68,41,15,65,37,20,63,41,14,77,32,10,75,33,12,78,51,16,79,41,18,64,36,18,79,20,20,100,18,9,73,53,20,73,-1,-1,-1,83,83,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,0,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,33,14,65,30,6,75,25,10,63,37,15,60,55,41,76,15,3,56,16,0,70,9,1,55,16,3,51,29,11,53,14,5,37,11,6,39,12,4,38,14,4,30,29,14,57,39,13,73,33,7,76,31,11,72,45,14,72,49,28,70,"WEST SABINE ISD",41,16,73,34,10,81,33,12,70,47,17,74,47,30,68,25,9,62,20,0,56,15,7,70,32,11,54,47,20,73,43,29,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'203901",19,4,51,15,7,59,13,5,41,25,3,51,23,0,77,29,7,64,50,10,100,11,0,42,27,14,59,60,0,100,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,10,54,34,12,68,15,8,46,29,10,50,36,8,76,23,9,48,28,8,59,15,9,40,24,10,43,37,11,81,25,10,51,31,13,65,15,9,41,29,11,48,36,7,78,29,9,61,41,14,77,16,7,51,33,10,59,41,4,80,28,9,58,37,15,72,18,8,49,34,9,57,24,0,72,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16,3,44,13,4,57,9,4,32,22,2,45,20,0,70,23,10,48,28,10,61,15,9,42,25,11,42,32,11,73,17,5,46,27,8,63,9,5,38,18,5,41,24,4,69,18,17,31,17,17,45,20,20,24,18,16,24,13,13,63,31,13,65,43,24,76,15,11,67,38,11,60,43,14,57,"SAN AUGUSTINE ISD",26,10,55,35,12,71,16,9,48,29,10,49,38,9,80,23,9,49,27,14,55,12,6,39,30,11,56,25,0,50,21,0,53,-1,-1,-1,0,0,57,14,0,43,-1,-1,-1
"'203902",32,7,71,17,17,67,38,0,75,50,10,80,-1,-1,-1,41,18,76,-1,-1,-1,50,33,67,33,11,78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,54,26,81,51,17,83,56,27,82,54,25,82,50,43,67,89,44,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,25,80,49,14,86,54,26,79,51,24,80,47,42,68,53,26,82,53,16,86,58,29,83,52,25,83,40,40,65,48,19,76,33,8,75,56,25,81,62,19,86,22,22,44,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,31,8,69,17,17,67,43,0,71,44,11,78,-1,-1,-1,54,25,79,48,17,80,54,26,80,56,24,80,58,46,69,29,8,63,26,9,71,29,9,57,32,6,66,23,15,46,33,17,58,39,22,61,40,17,60,27,12,57,27,27,55,56,27,82,54,18,85,57,28,82,55,27,83,54,46,71,"BROADDUS ISD",56,26,83,53,16,84,58,29,86,56,26,84,50,38,65,50,25,77,44,19,81,53,23,75,50,23,78,50,50,70,48,13,65,-1,-1,-1,38,13,63,60,20,80,-1,-1,-1
"'204901",20,0,49,20,0,60,21,0,43,21,0,53,-1,-1,-1,28,7,51,31,0,56,15,6,42,37,11,53,30,10,60,44,0,89,-1,-1,-1,-1,-1,-1,40,0,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,11,62,32,6,67,23,9,58,40,15,64,29,12,58,18,4,49,18,2,55,9,3,46,23,4,49,26,14,54,26,9,56,27,6,62,18,6,52,32,11,58,26,11,53,35,13,68,35,5,70,23,11,64,49,20,73,21,4,61,34,12,66,40,9,72,27,10,63,42,17,68,11,4,56,33,11,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,0,42,20,0,60,15,0,38,6,0,44,-1,-1,-1,29,10,56,30,8,63,22,8,54,32,11,57,35,19,55,14,3,42,11,1,45,9,2,40,20,5,44,14,5,39,13,3,29,6,0,34,12,2,28,12,2,24,28,20,48,35,13,65,34,7,69,25,11,62,43,18,67,34,13,59,"COLDSPRING-OAKHURST CISD",33,13,64,35,8,68,24,11,61,40,16,65,30,13,59,29,9,58,27,3,63,20,7,54,38,13,61,27,10,56,24,14,50,17,17,17,24,6,59,29,24,53,-1,-1,-1
"'204904",29,11,61,27,8,66,29,12,67,30,12,56,25,10,54,41,15,73,32,14,75,38,10,66,48,21,74,35,12,82,44,22,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,13,65,32,8,70,32,12,66,36,14,62,39,19,66,27,8,55,26,4,65,19,11,53,30,6,51,36,14,57,32,11,63,29,7,68,31,10,65,34,13,59,35,16,65,34,13,68,26,6,70,30,10,68,39,17,67,37,18,64,34,13,66,30,8,71,32,12,69,36,13,63,36,19,62,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,26,9,59,20,5,61,28,10,66,27,10,54,22,7,51,35,13,62,38,10,70,34,14,64,34,11,57,42,20,68,26,8,58,23,4,65,24,7,59,26,8,54,36,16,61,15,4,34,14,6,38,15,4,36,12,4,26,35,6,56,35,13,64,34,8,69,33,12,64,37,15,61,39,19,66,"SHEPHERD ISD",33,12,63,31,8,70,30,10,63,34,13,60,38,16,66,39,16,68,33,9,68,37,15,72,42,17,65,44,29,64,36,17,62,20,0,60,25,25,50,56,17,78,-1,-1,-1
"'205901",36,12,69,39,11,82,37,13,65,40,14,68,17,3,69,58,32,81,57,43,86,45,20,75,70,39,87,-1,-1,-1,40,10,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,16,69,35,13,70,26,10,62,46,19,75,45,24,70,15,8,54,0,0,33,5,5,53,32,16,74,-1,-1,-1,34,13,67,33,12,67,24,10,60,41,16,73,40,19,67,36,14,69,31,11,68,25,7,60,47,19,79,41,18,66,37,14,69,34,11,69,26,9,62,46,17,75,43,20,72,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,34,11,64,32,8,72,38,13,66,36,13,61,11,5,63,39,17,69,40,16,71,28,13,64,45,18,72,50,30,74,27,9,61,23,6,62,20,7,53,32,10,66,36,13,61,31,19,46,30,27,47,33,21,47,29,16,45,28,17,44,39,19,69,38,17,72,26,12,63,46,21,73,53,34,70,"ARANSAS PASS ISD",40,17,72,39,16,76,28,10,62,47,20,77,48,25,76,34,13,63,25,8,52,24,9,62,44,17,70,38,21,55,31,11,60,33,17,50,13,7,53,42,11,63,40,20,80
"'205902",37,19,68,32,11,58,34,17,71,43,23,68,26,17,65,56,31,82,50,17,83,55,32,83,60,32,79,54,38,85,71,46,89,78,50,89,69,49,92,75,41,86,53,47,93,32,21,68,-1,-1,-1,50,33,100,25,25,63,-1,-1,-1,50,25,77,48,19,75,45,23,76,55,26,78,51,33,77,39,16,73,29,12,82,32,14,71,41,12,68,56,31,75,40,17,69,36,11,66,35,15,70,45,19,71,39,24,68,52,25,79,47,19,76,45,21,78,61,29,82,47,29,75,42,19,72,37,13,68,37,17,71,48,20,74,42,27,72,76,24,86,-1,-1,-1,71,14,86,89,22,89,-1,-1,-1,29,12,61,19,7,48,29,11,66,33,15,61,24,14,62,49,24,75,48,20,74,46,24,75,50,24,74,55,37,79,25,7,58,23,6,58,19,5,57,29,8,59,28,12,61,20,7,40,16,6,41,20,8,42,22,7,38,17,4,34,63,34,86,65,29,86,58,31,85,65,36,86,67,42,86,"GREGORY-PORTLAND ISD",53,26,79,50,20,77,48,24,79,57,28,80,54,34,80,44,20,71,42,17,70,39,18,69,49,22,73,43,27,67,55,25,88,77,23,100,51,31,78,49,20,91,75,25,100
"'205903",43,18,74,39,11,67,38,13,76,51,25,78,24,18,53,55,27,77,60,20,70,44,28,78,48,12,72,82,64,91,71,43,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,55,26,81,64,25,86,47,21,80,57,26,80,61,40,84,38,19,65,-1,-1,-1,30,20,60,36,18,64,-1,-1,-1,51,23,79,60,25,83,44,20,78,52,22,78,59,35,82,55,24,83,58,21,84,45,20,79,61,27,86,57,33,82,53,23,79,59,23,81,43,18,78,56,25,79,61,35,82,80,60,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,17,73,39,11,67,37,12,75,50,24,77,24,18,53,55,27,80,69,30,87,49,22,81,53,25,75,65,47,86,35,12,69,46,11,76,28,10,69,36,14,67,37,18,68,22,8,49,18,8,51,20,7,50,23,8,47,29,11,54,58,28,85,69,28,91,52,24,83,59,27,83,60,44,86,"INGLESIDE ISD",55,27,82,63,28,85,47,23,81,57,27,80,62,41,83,54,21,81,65,17,89,45,16,77,58,23,81,56,38,87,39,11,67,-1,-1,-1,29,14,71,56,11,78,.,.,.
"'205904",36,15,79,25,8,100,36,12,76,42,19,77,-1,-1,-1,73,27,100,-1,-1,-1,80,20,100,60,40,100,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,45,19,76,36,11,74,42,16,76,51,22,78,46,28,74,36,0,64,-1,-1,-1,-1,-1,-1,20,0,60,-1,-1,-1,43,16,75,34,10,73,40,13,75,47,19,76,45,28,73,46,20,78,35,10,72,40,15,76,57,25,83,42,28,71,44,18,75,36,10,74,41,15,75,50,21,76,47,30,74,80,20,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,19,0,69,0,0,100,27,0,73,25,0,58,-1,-1,-1,44,18,75,37,11,76,44,16,76,46,20,74,49,29,76,31,10,66,25,5,67,28,7,66,37,13,68,28,13,60,28,9,51,24,7,49,30,8,54,26,11,48,32,7,57,51,23,83,37,12,78,47,16,79,62,34,90,20,10,70,"MATHIS ISD",45,19,77,36,10,74,42,15,77,50,22,77,48,31,75,46,19,75,37,11,75,43,17,71,53,24,79,34,17,66,43,23,80,40,20,100,44,33,78,43,21,71,-1,-1,-1
"'205905",43,11,71,36,0,45,41,12,82,42,11,79,56,22,67,63,31,94,-1,-1,-1,-1,-1,-1,83,33,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,15,71,42,14,70,31,11,66,47,18,74,49,21,78,17,0,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,12,65,37,11,65,26,9,59,41,14,69,38,15,72,39,14,72,39,9,69,25,9,62,46,18,81,51,23,76,39,15,70,42,14,67,29,10,64,44,17,73,46,20,76,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46,6,83,50,0,67,46,8,92,54,8,92,-1,-1,-1,43,16,71,45,18,72,36,13,70,47,18,69,47,20,80,20,5,53,14,1,47,13,3,46,26,8,59,31,8,59,26,8,46,25,6,50,18,5,42,29,7,38,43,21,79,51,18,80,48,12,92,39,16,74,60,18,80,64,27,86,"ODEM-EDROY ISD",43,16,72,44,14,70,31,12,67,49,18,76,52,22,80,35,13,67,36,13,73,29,8,63,39,15,66,38,18,71,29,14,64,-1,-1,-1,17,17,50,50,17,67,.,.,.
"'205906",57,35,82,78,67,78,50,31,75,58,32,84,43,14,100,59,35,82,-1,-1,-1,60,40,80,50,33,83,-1,-1,-1,67,13,93,-1,-1,-1,80,0,80,67,0,100,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44,19,74,48,21,79,38,16,71,47,21,74,42,18,74,11,9,51,0,0,20,9,0,55,14,14,57,20,20,60,37,15,68,41,18,73,32,12,65,40,16,69,37,15,69,42,17,74,45,14,74,33,14,70,50,22,79,34,14,70,41,17,72,46,19,78,36,14,69,45,19,72,38,14,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,46,26,77,71,57,71,42,25,67,47,20,80,20,0,100,46,20,74,51,27,83,44,17,73,44,20,70,50,23,77,26,9,61,31,10,70,21,6,58,29,11,61,23,6,57,25,9,42,25,12,52,28,9,42,23,9,40,27,5,41,58,29,86,61,28,91,52,23,83,60,30,85,63,38,90,"SINTON ISD",43,18,74,47,20,78,38,14,71,47,20,74,40,18,74,46,23,74,51,25,82,42,21,73,48,24,74,50,19,73,53,35,85,-1,-1,-1,50,28,83,53,37,84,-1,-1,-1
"'205907",18,2,51,20,10,40,6,0,47,26,0,68,22,0,33,50,50,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,31,11,62,30,8,65,30,11,62,34,13,61,29,11,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,11,60,30,9,63,29,10,61,31,12,59,28,9,61,31,11,64,25,9,63,29,9,62,36,13,68,22,5,53,30,11,62,29,7,64,28,11,61,33,12,61,29,9,62,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,2,46,20,10,40,7,0,36,29,0,65,22,0,33,32,12,61,36,7,67,30,13,62,32,12,56,36,16,70,20,5,53,19,2,52,18,4,55,22,6,52,21,4,55,24,7,35,26,4,39,23,6,34,22,9,34,29,6,35,55,18,75,60,20,80,56,13,81,52,12,68,60,60,80,"TAFT ISD",31,11,63,31,9,65,30,10,62,33,12,62,28,9,65,34,14,60,26,0,61,28,16,66,40,14,58,40,20,50,35,3,90,0,0,60,27,9,100,58,0,92,-1,-1,-1
"'206901",23,6,65,15,3,64,23,6,65,28,7,69,15,10,45,27,9,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,33,100,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43,20,75,34,12,75,38,18,74,51,22,79,44,28,65,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,37,14,72,28,7,68,29,13,69,46,15,77,41,24,67,48,20,74,38,13,74,38,19,69,60,22,82,45,27,60,34,13,70,24,4,67,32,12,70,40,17,73,33,19,58,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,6,64,16,3,63,23,6,65,26,7,69,11,5,42,39,20,76,29,10,76,38,18,78,44,22,76,43,29,71,23,6,62,21,3,64,19,5,61,27,6,67,19,9,46,8,3,31,4,0,32,8,0,33,7,5,30,18,6,29,58,31,84,48,22,86,48,29,80,67,31,87,69,50,81,"SAN SABA ISD",45,21,77,36,12,76,40,19,75,53,25,81,45,30,70,35,15,68,25,9,72,28,16,70,41,12,69,42,24,55,51,20,88,20,0,80,27,13,80,72,22,94,-1,-1,-1
"'206902",14,0,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,15,74,41,16,81,31,8,77,39,17,71,53,35,65,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28,11,66,35,6,76,25,7,75,25,14,58,33,22,44,44,19,82,38,13,81,32,10,90,54,24,78,60,60,60,27,0,64,-1,-1,-1,22,0,56,30,0,60,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,33,12,67,44,19,81,30,6,64,26,10,64,55,27,64,28,12,64,17,8,67,20,8,72,34,13,59,44,22,56,28,19,47,0,0,67,20,10,50,29,29,29,67,33,67,39,18,77,38,15,81,31,10,81,42,21,76,56,38,63,"RICHLAND SPRINGS ISD",34,16,70,29,18,76,31,7,79,33,15,63,54,38,62,42,14,79,53,13,87,31,9,74,47,19,81,-1,-1,-1,0,0,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'206903",-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,40,0,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52,22,81,52,10,86,34,14,77,68,33,85,45,20,75,29,29,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,17,78,58,11,89,28,11,75,59,30,80,15,0,62,48,17,78,40,0,80,28,10,76,67,30,81,36,9,64,47,18,73,50,13,75,38,19,69,61,22,83,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,56,27,85,64,21,93,39,17,78,68,37,88,56,33,89,38,14,69,43,14,79,35,15,65,44,16,72,0,0,40,16,3,53,33,0,78,9,9,45,15,0,38,0,0,60,55,24,85,56,6,89,35,13,83,71,37,85,53,27,87,"CHEROKEE ISD",61,30,85,46,8,85,42,21,79,79,42,91,67,33,83,42,14,77,56,13,88,25,6,75,56,24,78,13,0,63,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'207901",24,9,66,40,0,70,23,11,71,24,11,63,-1,-1,-1,82,18,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,51,22,84,54,22,87,48,24,84,53,21,83,46,24,81,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,41,15,80,42,12,83,38,16,80,44,15,80,41,21,76,46,19,81,52,23,88,42,23,78,50,17,83,35,11,73,44,19,82,49,18,86,40,21,81,45,18,81,45,22,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,10,65,50,0,75,24,12,70,25,11,61,-1,-1,-1,55,25,86,56,21,87,53,26,90,55,23,83,56,36,87,32,10,76,36,10,81,31,12,77,34,9,75,24,7,62,48,28,64,33,17,67,50,33,63,48,26,63,-1,-1,-1,68,31,89,69,35,92,67,33,93,72,28,86,43,36,79,"SCHLEICHER ISD",52,23,86,59,23,89,49,25,85,54,21,87,45,24,82,42,18,72,19,13,75,41,20,83,47,17,62,56,22,67,43,43,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.
"'208901",34,10,41,-1,-1,-1,27,9,36,46,15,54,-1,-1,-1,43,14,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,10,54,27,3,52,17,4,44,42,17,61,21,10,66,21,0,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,8,44,20,0,40,15,2,33,40,15,51,20,10,70,33,11,60,32,3,53,19,6,51,46,19,69,21,7,57,22,6,44,17,4,38,16,2,31,32,11,57,0,0,45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,10,41,-1,-1,-1,27,9,36,46,15,54,-1,-1,-1,26,8,48,22,3,50,15,2,36,37,14,51,20,13,73,22,6,43,18,0,41,13,2,32,32,11,50,18,9,59,0,0,12,0,0,23,0,0,6,0,0,5,-1,-1,-1,35,13,64,35,3,62,18,6,58,49,23,64,38,19,88,"HERMLEIGH ISD",31,8,52,31,2,51,16,5,40,42,12,60,29,14,62,27,12,57,19,5,52,19,2,51,41,25,63,0,0,75,0,0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'208902",36,16,74,29,13,77,42,22,75,33,14,65,36,14,93,37,25,63,30,30,60,45,36,73,30,11,56,44,33,67,76,54,100,70,70,100,80,60,100,81,44,100,60,40,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,18,69,37,19,71,37,18,70,39,16,66,48,27,75,14,8,55,18,18,64,15,4,62,11,6,43,-1,-1,-1,33,14,63,30,14,65,31,14,63,34,13,61,43,23,71,40,18,70,37,22,69,36,16,72,44,18,69,44,22,74,35,15,67,31,14,67,33,16,69,36,13,64,44,22,72,45,9,64,-1,-1,-1,-1,-1,-1,60,0,80,.,.,.,25,7,68,22,4,74,29,13,67,22,5,58,32,8,92,38,18,68,37,17,73,37,19,68,36,14,64,52,32,76,24,9,57,21,8,62,21,9,56,24,6,53,41,20,69,27,11,46,26,9,53,26,14,45,25,9,42,38,13,59,48,23,74,50,27,81,44,20,71,48,21,72,61,39,82,"SNYDER ISD",39,18,69,36,19,71,37,18,70,40,16,67,50,28,75,37,17,68,40,21,74,33,16,68,39,15,64,42,21,75,32,13,65,63,13,88,39,16,74,17,9,51,-1,-1,-1
"'208903",71,24,100,-1,-1,-1,71,29,100,71,29,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,73,40,92,79,38,94,70,43,93,79,39,92,51,32,84,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,66,32,85,67,11,100,64,41,86,75,36,86,-1,-1,-1,74,39,93,71,39,93,73,40,94,77,39,91,71,29,100,70,38,94,72,28,100,73,55,97,73,30,93,44,33,78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,22,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,72,40,91,84,37,95,68,45,91,80,40,92,47,33,80,45,13,78,50,4,83,39,22,78,51,11,77,36,7,71,33,15,45,33,17,50,25,8,42,36,21,43,-1,-1,-1,74,40,91,81,40,91,69,38,91,80,43,92,56,33,85,"IRA ISD",76,43,93,82,41,96,74,44,96,80,44,92,55,41,83,64,28,87,67,27,87,57,37,83,75,25,90,38,0,88,92,42,92,-1,-1,-1,80,40,80,100,60,100,-1,-1,-1
