DISTRICT,DD800A00200022R,DD800AM0200022R,DD800AR0200022R,DDA00A00200022R,DDA00AM0200022R,DDA00AR0200022R,DDC00A00200022R,DDC00AM0200022R,DDC00AR0200022R,DDJ00A00200022R,DDJ00AM0200022R,DDJ00AR0200022R,DDK00A00200022R,DDK00AM0200022R,DDK00AR0200022R,DDL00A00200022R,DDL00AM0200022R,DDL00AR0200022R,DDQ00A00200022R,DDQ00AM0200022R,DDQ00AR0200022R,DDT00A00200022R,DDT00AM0200022R,DDT00AR0200022R,DDU00A00200022R,DDU00AM0200022R,DDU00AR0200022R,DDX00A00200022R,DDX00AM0200022R,DDX00AR0200022R,DDY00A00200022R,DDY00AM0200022R,DDY00AR0200022R,DDZ00A00200022R,DDZ00AM0200022R,DDZ00AR0200022R,DISTNAME,DNB00A00200022R,DNB00AM0200022R,DNB00AR0200022R,DNE00A00200022R,DNE00AM0200022R,DNE00AR0200022R,DNT00A00200022R,DNT00AM0200022R,DNT00AR0200022R
"'170908",75,70,79,74,69,79,67,61,74,.,.,.,.,.,.,71,66,77,81,79,83,77,68,87,80,77,84,76,68,83,67,60,73,59,55,64,"NEW CANEY ISD",82,80,84,66,52,79,81,78,83
"'171901",75,69,81,76,70,81,74,66,83,.,.,.,.,.,.,76,70,82,.,.,.,-1,-1,-1,78,75,80,81,-1,-1,74,66,83,-1,-1,-1,"DUMAS ISD",78,75,80,.,.,.,77,75,79
"'171902",69,60,78,67,57,78,59,40,77,.,.,.,.,.,.,56,37,77,.,.,.,.,.,.,.,.,.,.,.,.,59,40,78,.,.,.,"SUNRAY COLLEGIATE ISD",.,.,.,-1,.,-1,71,66,77
"'172902",69,64,73,70,64,75,77,65,89,.,.,.,.,.,.,77,65,89,.,.,.,.,.,.,.,.,.,.,.,.,77,65,89,.,.,.,"DAINGERFIELD-LONE STAR ISD",.,.,.,.,.,.,.,.,.
"'172905",78,74,81,78,74,81,81,77,84,.,.,.,.,.,.,79,76,83,.,.,.,.,.,.,.,.,.,-1,-1,-1,80,76,83,.,.,.,"PEWITT CISD",.,.,.,.,.,.,80,73,86
"'173901",80,73,87,80,73,87,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"MOTLEY COUNTY ISD",.,.,.,.,.,.,.,.,.
"'174801",87,87,87,87,86,87,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,"STEPHEN F AUSTIN STATE UNIVERSITY CHARTER SCHOOL",.,.,.,.,.,.,.,.,.
"'174901",74,71,76,74,72,76,76,78,72,.,.,.,.,.,.,73,72,74,.,.,.,.,.,.,.,.,.,78,90,65,74,69,83,-1,-1,-1,"CHIRENO ISD",.,.,.,.,.,.,80,90,70
"'174902",66,58,75,67,59,76,75,56,100,.,.,.,.,.,.,75,56,100,.,.,.,.,.,.,.,.,.,.,.,.,75,56,100,.,.,.,"CUSHING ISD",.,.,.,.,.,.,85,83,86
"'174903",68,63,74,68,62,73,67,55,77,.,.,.,.,.,.,67,55,77,.,.,.,.,.,.,.,.,.,.,.,.,67,55,77,.,.,.,"GARRISON ISD",.,.,.,.,.,.,-1,.,-1
"'174904",68,60,75,68,60,75,68,59,77,-1,-1,-1,.,.,.,66,58,76,.,.,.,86,85,88,85,84,85,65,70,60,67,57,76,-1,-1,-1,"NACOGDOCHES ISD",.,.,.,71,64,79,73,67,79
"'174906",77,77,76,77,77,78,81,74,88,.,.,.,.,.,.,81,75,87,.,.,.,.,.,.,.,.,.,100,100,100,77,68,85,.,.,.,"WODEN ISD",.,.,.,.,.,.,100,-1,-1
"'174908",79,77,81,78,76,80,71,71,71,.,.,.,.,.,.,71,71,71,.,.,.,.,.,.,.,.,.,77,86,67,70,67,73,.,.,.,"CENTRAL HEIGHTS ISD",.,.,.,.,.,.,77,67,83
"'174909",73,72,74,73,73,74,76,79,73,.,.,.,.,.,.,76,79,73,.,.,.,.,.,.,.,.,.,.,.,.,76,79,73,.,.,.,"MARTINSVILLE ISD",.,.,.,.,.,.,-1,-1,-1
"'174910",81,74,88,81,74,88,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ETOILE ISD",.,.,.,.,.,.,.,.,.
"'174911",76,69,82,76,69,82,72,68,76,.,.,.,.,.,.,73,69,76,.,.,.,.,.,.,.,.,.,72,70,73,-1,-1,-1,-1,-1,-1,"DOUGLASS ISD",.,.,.,.,.,.,-1,-1,-1
"'175902",79,75,83,77,74,81,63,62,65,.,.,.,.,.,.,68,67,70,.,.,.,.,.,.,.,.,.,.,.,.,63,62,65,-1,-1,-1,"BLOOMING GROVE ISD",.,.,.,.,.,.,73,70,75
"'175903",71,66,75,70,65,76,66,58,75,.,.,.,.,.,.,68,61,76,90,93,87,.,.,.,90,93,87,79,77,80,67,57,77,-1,.,-1,"CORSICANA ISD",.,.,.,55,49,61,75,75,74
"'175904",67,61,73,67,61,73,63,60,67,.,.,.,.,.,.,63,60,67,.,.,.,.,.,.,.,.,.,63,60,67,.,.,.,.,.,.,"DAWSON ISD",.,.,.,.,.,.,-1,-1,-1
"'175905",65,66,63,65,64,65,67,60,73,.,.,.,.,.,.,67,60,73,.,.,.,.,.,.,.,.,.,.,.,.,67,60,73,.,.,.,"FROST ISD",.,.,.,.,.,.,45,40,50
"'175907",78,75,81,79,77,80,78,82,75,.,.,.,.,.,.,80,85,75,.,.,.,.,.,.,.,.,.,78,81,75,.,.,.,.,.,.,"KERENS ISD",.,.,.,79,-1,-1,88,88,88
"'175910",75,69,80,74,69,80,66,56,79,.,.,.,.,.,.,68,58,80,.,.,.,.,.,.,.,.,.,80,60,100,60,54,67,.,.,.,"MILDRED ISD",.,.,.,.,.,.,94,-1,-1
"'175911",77,73,81,74,70,78,68,61,75,.,.,.,.,.,.,68,61,75,.,.,.,.,.,.,.,.,.,64,65,63,69,60,77,.,.,.,"RICE ISD",.,.,.,.,.,.,75,73,77
"'176901",66,57,76,66,56,76,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"BURKEVILLE ISD",.,.,.,.,.,.,.,.,.
"'176902",73,70,77,73,70,77,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,"NEWTON ISD",.,.,.,.,.,.,.,.,.
"'176903",68,58,77,68,58,77,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"DEWEYVILLE ISD",.,.,.,.,.,.,.,.,.
"'177901",60,53,66,59,52,65,56,51,61,.,.,.,.,.,.,55,49,61,.,.,.,.,.,.,.,.,.,53,49,58,73,60,85,38,29,50,"ROSCOE COLLEGIATE ISD",.,.,.,-1,-1,-1,-1,.,-1
"'177902",68,61,75,68,61,75,62,59,65,.,.,.,.,.,.,62,59,65,.,.,.,.,.,.,.,.,.,.,.,.,63,59,68,.,.,.,"SWEETWATER ISD",.,.,.,-1,.,-1,-1,.,-1
"'177903",75,66,87,75,66,86,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"BLACKWELL CISD",.,.,.,.,.,.,.,.,.
"'177905",71,70,71,71,70,71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HIGHLAND ISD",.,.,.,.,.,.,.,.,.
"'178801",82,77,87,83,78,88,88,83,93,.,.,.,.,.,.,88,82,93,.,.,.,.,.,.,.,.,.,-1,-1,-1,88,82,93,.,.,.,"DR M L GARZA-GONZALEZ CHARTER SCHOOL",.,.,.,.,.,.,-1,-1,-1
"'178807",70,63,77,69,63,76,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,"CORPUS CHRISTI MONTESSORI SCHOOL",.,.,.,.,.,.,.,.,.
"'178808",72,63,80,72,64,80,83,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,"SEASHORE CHARTER SCHOOLS",.,.,.,.,.,.,67,-1,-1
"'178901",75,66,85,76,66,86,86,-1,-1,.,.,.,.,.,.,86,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,86,-1,-1,.,.,.,"AGUA DULCE ISD",.,.,.,.,.,.,.,.,.
"'178902",82,82,83,83,83,83,90,94,86,.,.,.,.,.,.,90,94,86,.,.,.,.,.,.,.,.,.,90,90,90,90,97,82,.,.,.,"BISHOP CISD",.,.,.,.,.,.,70,-1,77
"'178903",76,74,79,77,75,79,72,74,69,.,.,.,.,.,.,73,77,70,.,.,.,.,.,.,.,.,.,.,.,.,72,74,69,89,-1,80,"CALALLEN ISD",.,.,.,.,.,.,91,93,89
"'178904",73,68,78,73,68,78,70,63,77,81,81,81,.,.,.,75,70,79,.,.,.,.,.,.,81,81,82,100,100,100,67,59,74,79,72,86,"CORPUS CHRISTI ISD",82,81,82,82,77,87,77,70,83
"'178905",82,77,88,82,78,86,75,-1,-1,.,.,.,.,.,.,75,-1,-1,.,.,.,.,.,.,.,.,.,75,-1,-1,.,.,.,.,.,.,"DRISCOLL ISD",.,.,.,.,.,.,-1,-1,-1
"'178906",84,82,86,84,82,86,89,83,-1,.,.,.,.,.,.,92,88,100,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,.,-1,-1,-1,"LONDON ISD",.,.,.,-1,-1,-1,93,100,88
"'178908",74,73,76,74,73,75,67,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,67,-1,-1,.,.,.,"PORT ARANSAS ISD",.,.,.,.,.,.,-1,-1,-1
"'178909",65,57,72,65,58,73,76,64,87,.,.,.,.,.,.,75,64,86,.,.,.,.,.,.,.,.,.,85,70,100,73,62,83,-1,.,-1,"ROBSTOWN ISD",.,.,.,.,.,.,69,79,63
"'178912",74,68,81,75,69,81,68,59,78,95,96,94,.,.,.,78,74,83,.,.,.,.,.,.,95,96,94,58,42,86,70,64,77,72,70,74,"TULOSO-MIDWAY ISD",.,.,.,.,.,.,86,90,84
"'178913",78,75,81,78,75,81,69,61,78,.,.,.,.,.,.,64,55,73,.,.,.,.,.,.,.,.,.,83,83,83,42,-1,-1,-1,-1,-1,"BANQUETE ISD",.,.,.,.,.,.,60,-1,-1
"'178914",78,74,81,78,74,81,77,71,85,-1,.,-1,.,.,.,78,71,85,.,.,.,.,.,.,-1,.,-1,94,-1,-1,76,69,83,.,.,.,"FLOUR BLUFF ISD",.,.,.,.,.,.,88,92,83
"'178915",75,71,79,74,69,79,61,49,74,88,92,84,.,.,.,68,60,77,.,.,.,.,.,.,88,92,84,.,.,.,61,49,74,57,-1,-1,"WEST OSO ISD",.,.,.,.,.,.,56,44,69
"'179901",76,68,83,74,66,81,72,59,85,.,.,.,.,.,.,69,61,76,.,.,.,.,.,.,68,64,73,-1,-1,-1,73,60,87,45,60,33,"PERRYTON ISD",68,64,73,.,.,.,77,71,83
"'180901",82,74,87,78,70,84,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,"BOYS RANCH ISD",.,.,.,.,.,.,-1,.,-1
"'180902",82,83,80,81,83,80,76,77,75,.,.,.,.,.,.,76,77,75,.,.,.,.,.,.,.,.,.,76,77,75,.,.,.,.,.,.,"VEGA ISD",.,.,.,.,.,.,-1,.,-1
"'180903",66,46,85,69,51,86,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,"ADRIAN ISD",.,.,.,.,.,.,80,70,90
"'180904",74,70,79,75,70,79,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"WILDORADO ISD",.,.,.,.,.,.,-1,.,-1
"'181901",73,67,78,73,68,78,69,63,75,.,.,.,.,.,.,71,66,77,.,.,.,.,.,.,.,.,.,.,.,.,69,63,75,88,85,90,"BRIDGE CITY ISD",.,.,.,.,.,.,78,75,81
"'181905",70,66,75,71,66,75,79,81,78,.,.,.,.,.,.,79,81,78,.,.,.,.,.,.,.,.,.,.,.,.,79,81,78,.,.,.,"ORANGEFIELD ISD",.,.,.,.,.,.,65,55,73
"'181906",67,58,74,70,62,78,50,45,54,.,.,.,.,.,.,58,50,65,.,.,.,.,.,.,.,.,.,.,.,.,50,45,54,83,-1,-1,"WEST ORANGE-COVE CISD",.,.,.,.,.,.,65,57,72
"'181907",69,64,74,69,64,74,78,75,82,.,.,.,.,.,.,78,75,80,.,.,.,.,.,.,.,.,.,-1,-1,-1,78,74,82,.,.,.,"VIDOR ISD",.,.,.,-1,.,-1,72,-1,80
"'181908",66,59,73,66,59,73,59,56,63,.,.,.,.,.,.,61,59,65,.,.,.,.,.,.,.,.,.,75,90,60,57,51,63,-1,-1,-1,"LITTLE CYPRESS-MAURICEVILLE CISD",.,.,.,.,.,.,78,74,83
"'182901",65,59,70,64,58,69,59,50,69,.,.,.,.,.,.,55,50,60,.,.,.,.,.,.,.,.,.,-1,.,-1,57,50,64,-1,-1,-1,"GORDON ISD",.,.,.,.,.,.,-1,-1,.
"'182902",63,51,74,63,52,75,77,79,75,.,.,.,.,.,.,77,79,75,.,.,.,.,.,.,.,.,.,71,-1,-1,83,-1,-1,.,.,.,"GRAFORD ISD",.,.,.,.,.,.,-1,-1,-1
"'182903",70,62,77,70,62,77,68,56,81,90,96,83,.,.,.,67,60,76,.,.,.,.,.,.,73,75,72,74,71,77,63,44,85,67,55,79,"MINERAL WELLS ISD",47,44,50,.,.,.,72,67,76
"'182904",73,67,79,72,65,79,74,59,90,.,.,.,.,.,.,74,59,90,.,.,.,.,.,.,.,.,.,.,.,.,74,59,90,.,.,.,"SANTO ISD",.,.,.,.,.,.,50,38,61
"'182905",64,57,72,61,54,68,52,42,61,.,.,.,.,.,.,52,42,61,.,.,.,.,.,.,.,.,.,52,42,61,.,.,.,.,.,.,"STRAWN ISD",.,.,.,.,.,.,.,.,.
"'182906",83,80,85,83,80,85,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"PALO PINTO ISD",.,.,.,.,.,.,.,.,.
"'183801",67,62,72,65,64,65,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,"PANOLA CHARTER SCHOOL",.,.,.,.,.,.,-1,-1,-1
"'183901",76,70,83,76,70,83,81,67,100,.,.,.,.,.,.,81,67,100,.,.,.,.,.,.,.,.,.,-1,-1,.,82,64,100,.,.,.,"BECKVILLE ISD",.,.,.,.,.,.,86,-1,-1
"'183902",70,64,76,70,64,76,69,60,79,.,.,.,.,.,.,69,60,79,.,.,.,.,.,.,.,.,.,68,56,79,73,69,77,-1,-1,-1,"CARTHAGE ISD",.,.,.,.,.,.,85,83,88
"'183904",68,61,76,68,61,75,55,57,-1,.,.,.,.,.,.,55,57,-1,.,.,.,.,.,.,.,.,.,.,.,.,55,57,-1,.,.,.,"GARY ISD",.,.,.,.,.,.,.,.,.
"'184801",52,6,73,52,6,73,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"CROSSTIMBERS ACADEMY",.,.,.,.,.,.,.,.,.
"'184901",77,71,83,77,70,83,71,60,83,.,.,.,.,.,.,71,60,83,.,.,.,.,.,.,.,.,.,.,.,.,71,60,83,.,.,.,"POOLVILLE ISD",.,.,.,.,.,.,75,64,86
"'184902",69,63,75,69,63,75,75,70,78,.,.,.,.,.,.,73,69,77,.,.,.,.,.,.,72,70,74,86,78,94,73,69,76,-1,-1,-1,"SPRINGTOWN ISD",72,70,74,.,.,.,.,.,.
"'184903",70,64,75,69,63,75,63,57,70,79,84,73,.,.,.,66,61,71,.,.,.,.,.,.,79,84,73,81,74,88,57,51,63,81,77,85,"WEATHERFORD ISD",.,.,.,.,.,.,77,64,89
"'184904",70,65,75,70,65,75,69,61,77,.,.,.,.,.,.,69,61,77,.,.,.,.,.,.,.,.,.,73,65,81,-1,-1,-1,.,.,.,"MILLSAP ISD",.,.,.,.,.,.,-1,.,-1
"'184907",75,70,81,75,70,80,62,52,72,.,.,.,.,.,.,65,61,68,.,.,.,.,.,.,79,79,79,80,74,85,49,42,59,.,.,.,"ALEDO ISD",79,79,79,.,.,.,73,65,82
"'184908",70,62,77,69,62,76,64,59,70,.,.,.,.,.,.,63,59,67,.,.,.,.,.,.,.,.,.,79,100,57,57,40,77,-1,-1,-1,"PEASTER ISD",.,.,.,.,.,.,.,.,.
"'184909",76,70,81,76,70,81,72,61,85,.,.,.,.,.,.,72,61,85,.,.,.,.,.,.,.,.,.,97,94,100,36,17,60,.,.,.,"BROCK ISD",.,.,.,.,.,.,92,-1,-1
"'184911",78,77,80,79,78,79,91,100,80,.,.,.,.,.,.,91,100,80,.,.,.,.,.,.,.,.,.,91,100,80,.,.,.,.,.,.,"GARNER ISD",.,.,.,.,.,.,71,-1,-1
"'185901",74,70,78,73,69,77,64,61,68,.,.,.,.,.,.,65,61,69,.,.,.,.,.,.,.,.,.,66,61,72,58,60,55,-1,-1,-1,"BOVINA ISD",.,.,.,.,.,.,88,86,91
"'185902",81,73,89,78,71,86,68,62,75,.,.,.,.,.,.,68,62,75,.,.,.,.,.,.,.,.,.,58,53,63,73,66,81,.,.,.,"FARWELL ISD",.,.,.,.,.,.,70,70,70
"'185903",74,72,76,72,68,75,66,59,75,.,.,.,.,.,.,67,62,73,.,.,.,.,.,.,.,.,.,71,72,70,64,54,76,-1,-1,-1,"FRIONA ISD",.,.,.,80,.,80,76,74,78
"'185904",75,72,79,76,74,78,89,100,-1,.,.,.,.,.,.,78,85,70,.,.,.,.,.,.,.,.,.,86,-1,-1,-1,-1,-1,.,.,.,"LAZBUDDIE ISD",.,.,.,.,.,.,.,.,.
"'186901",73,64,82,71,63,80,50,50,50,.,.,.,.,.,.,50,50,50,.,.,.,.,.,.,.,.,.,40,-1,-1,55,-1,42,.,.,.,"BUENA VISTA ISD",.,.,.,.,.,.,75,60,-1
"'186902",72,68,76,72,68,76,64,61,68,.,.,.,.,.,.,70,65,75,.,.,.,.,.,.,88,76,100,.,.,.,64,61,68,68,50,90,"FORT STOCKTON ISD",88,76,100,71,72,69,83,81,84
"'186903",71,63,80,74,66,81,84,76,92,.,.,.,.,.,.,84,76,92,.,.,.,.,.,.,.,.,.,84,76,92,.,.,.,.,.,.,"IRAAN-SHEFFIELD ISD",.,.,.,.,.,.,80,83,77
"'187901",71,63,78,71,63,79,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,"BIG SANDY ISD",.,.,.,.,.,.,.,.,.
"'187903",67,51,84,69,56,83,77,67,86,.,.,.,.,.,.,75,67,83,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,.,-1,"GOODRICH ISD",.,.,.,78,70,86,.,.,.
"'187904",75,66,85,77,70,85,86,86,85,.,.,.,.,.,.,86,86,86,.,.,.,.,.,.,.,.,.,.,.,.,86,86,85,-1,-1,-1,"CORRIGAN-CAMDEN ISD",.,.,.,.,.,.,83,79,87
"'187906",75,72,78,75,73,77,80,-1,-1,.,.,.,.,.,.,80,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,80,-1,-1,.,.,.,"LEGGETT ISD",.,.,.,.,.,.,.,.,.
"'187907",67,62,72,67,62,71,57,50,64,.,.,.,.,.,.,62,56,69,.,.,.,.,.,.,80,73,88,80,80,80,56,48,63,-1,-1,-1,"LIVINGSTON ISD",80,73,88,.,.,.,74,76,72
"'187910",73,68,77,73,68,77,76,69,83,.,.,.,.,.,.,79,72,85,.,.,.,.,.,.,.,.,.,-1,-1,-1,75,64,86,.,.,.,"ONALASKA ISD",.,.,.,.,.,.,100,-1,-1
"'188901",71,64,77,71,64,77,68,60,77,79,72,86,-1,-1,-1,70,63,76,.,.,.,65,70,60,74,73,75,83,81,85,64,54,74,74,68,83,"AMARILLO ISD",90,90,90,66,61,73,75,68,80
"'188902",66,55,76,65,54,76,79,65,89,.,.,.,.,.,.,56,43,71,.,.,.,.,.,.,.,.,.,-1,-1,-1,83,50,100,.,.,.,"RIVER ROAD ISD",.,.,.,86,-1,-1,54,33,75
"'188903",72,66,77,71,66,77,68,60,77,.,.,.,.,.,.,69,61,77,.,.,.,.,.,.,.,.,.,68,64,72,68,56,83,.,.,.,"HIGHLAND PARK ISD",.,.,.,.,.,.,71,80,-1
"'188904",75,72,78,75,72,79,75,-1,92,.,.,.,.,.,.,75,-1,92,.,.,.,.,.,.,.,.,.,-1,-1,-1,75,-1,-1,.,.,.,"BUSHLAND ISD",.,.,.,.,.,.,-1,-1,-1
"'189901",77,68,85,77,66,86,69,54,82,.,.,.,.,.,.,69,54,82,.,.,.,.,.,.,.,.,.,68,55,79,-1,-1,-1,.,.,.,"MARFA ISD",.,.,.,.,.,.,82,65,93
"'189902",77,68,86,70,64,76,63,54,73,74,79,69,.,.,.,67,63,71,.,.,.,.,.,.,74,79,69,63,54,73,.,.,.,67,-1,-1,"PRESIDIO ISD",.,.,.,.,.,.,73,67,81
"'190903",69,61,77,69,61,77,65,55,75,.,.,.,.,.,.,65,56,75,.,.,.,.,.,.,.,.,.,-1,-1,-1,64,54,75,-1,-1,-1,"RAINS ISD",.,.,.,.,.,.,82,78,85
"'191901",74,70,78,74,70,78,79,72,87,.,.,.,.,.,.,78,74,83,.,.,.,.,.,.,82,83,81,82,77,87,59,17,82,-1,-1,-1,"CANYON ISD",82,83,81,82,75,-1,83,82,84
"'192901",66,58,75,67,59,75,66,63,70,.,.,.,.,.,.,66,63,70,.,.,.,.,.,.,.,.,.,.,.,.,66,63,70,.,.,.,"REAGAN COUNTY ISD",.,.,.,.,.,.,92,83,100
"'193801",62,55,69,60,53,67,.,.,.,.,.,.,.,.,.,33,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"BIG SPRINGS CHARTER SCHOOL",.,.,.,.,.,.,.,.,.
"'193902",75,70,79,75,71,79,73,80,67,.,.,.,.,.,.,67,-1,60,.,.,.,.,.,.,.,.,.,73,80,67,.,.,.,.,.,.,"LEAKEY ISD",.,.,.,.,.,.,100,-1,-1
"'194902",70,66,73,71,67,74,100,-1,-1,.,.,.,.,.,.,100,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,100,-1,-1,.,.,.,"AVERY ISD",.,.,.,.,.,.,.,.,.
"'194903",79,78,80,79,77,81,74,61,89,.,.,.,.,.,.,76,61,90,.,.,.,.,.,.,.,.,.,-1,-1,-1,80,68,94,-1,.,-1,"RIVERCREST ISD",.,.,.,.,.,.,92,-1,-1
"'194904",62,52,72,61,50,71,42,25,61,.,.,.,.,.,.,45,29,61,.,.,.,.,.,.,.,.,.,.,.,.,70,60,80,70,-1,-1,"CLARKSVILLE ISD",.,.,.,32,13,54,.,.,.
"'194905",65,64,67,65,63,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"DETROIT ISD",.,.,.,.,.,.,-1,-1,-1
"'195901",67,57,77,68,58,78,57,40,74,83,80,85,.,.,.,66,54,78,.,.,.,.,.,.,83,80,85,60,60,60,56,39,73,61,46,77,"PECOS-BARSTOW-TOYAH ISD",.,.,.,61,36,77,79,71,87
"'195902",76,77,76,76,76,75,71,71,71,.,.,.,.,.,.,71,71,71,.,.,.,.,.,.,.,.,.,71,71,71,.,.,.,.,.,.,"BALMORHEA ISD",.,.,.,.,.,.,.,.,.
"'196901",71,73,69,71,72,70,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,.,-1,.,.,.,"AUSTWELL-TIVOLI ISD",.,.,.,.,.,.,.,.,.
"'196902",73,65,80,73,66,80,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,"WOODSBORO ISD",.,.,.,.,.,.,.,.,.
"'196903",70,66,74,70,65,75,68,55,83,.,.,.,.,.,.,68,55,83,.,.,.,.,.,.,.,.,.,67,-1,-1,79,64,96,.,.,.,"REFUGIO ISD",.,.,.,25,-1,-1,85,75,93
"'197902",85,85,84,85,85,84,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"MIAMI ISD",.,.,.,.,.,.,.,.,.
"'198901",80,79,81,79,79,80,94,100,89,.,.,.,.,.,.,79,85,73,.,.,.,.,.,.,.,.,.,-1,-1,-1,92,100,86,.,.,.,"BREMOND ISD",.,.,.,-1,-1,-1,63,-1,-1
"'198902",68,50,85,66,50,82,42,-1,-1,.,.,.,.,.,.,54,50,58,.,.,.,.,.,.,.,.,.,42,-1,-1,.,.,.,.,.,.,"CALVERT ISD",.,.,.,.,.,.,.,.,.
"'198903",81,78,84,81,78,84,78,70,87,.,.,.,.,.,.,78,70,87,.,.,.,.,.,.,.,.,.,-1,-1,-1,83,73,92,.,.,.,"FRANKLIN ISD",.,.,.,.,.,.,79,73,86
"'198905",68,60,77,68,61,75,62,59,65,.,.,.,.,.,.,63,61,66,.,.,.,.,.,.,-1,-1,-1,43,36,54,74,82,66,-1,-1,-1,"HEARNE ISD",-1,-1,-1,59,57,61,84,94,75
"'198906",81,78,83,80,76,84,75,65,87,.,.,.,.,.,.,75,65,87,.,.,.,.,.,.,.,.,.,.,.,.,75,65,87,.,.,.,"MUMFORD ISD",.,.,.,.,.,.,83,79,86
"'199901",79,75,82,78,74,82,74,68,80,.,.,.,.,.,.,72,67,77,.,.,.,77,82,70,68,65,70,76,73,80,73,64,81,76,66,85,"ROCKWALL ISD",63,57,70,.,.,.,83,76,84
"'199902",75,71,78,74,71,78,69,65,73,84,81,88,.,.,.,72,69,75,.,.,.,.,.,.,84,83,85,88,92,84,66,60,71,86,83,88,"ROYSE CITY ISD",84,85,82,.,.,.,77,75,79
"'200901",68,62,74,68,61,74,80,80,80,.,.,.,.,.,.,80,80,80,.,.,.,.,.,.,.,.,.,.,.,.,80,80,80,.,.,.,"BALLINGER ISD",.,.,.,.,.,.,90,-1,-1
"'200902",81,82,81,81,81,81,68,67,69,.,.,.,.,.,.,68,67,69,.,.,.,.,.,.,.,.,.,58,-1,-1,73,67,80,.,.,.,"MILES ISD",.,.,.,.,.,.,88,92,85
"'200904",78,69,87,78,68,87,72,63,81,.,.,.,.,.,.,76,63,85,.,.,.,.,.,.,.,.,.,.,.,.,70,60,80,-1,.,-1,"WINTERS ISD",.,.,.,75,-1,-1,80,-1,-1
"'200906",73,74,73,75,75,75,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,"OLFEN ISD",.,.,.,-1,-1,-1,.,.,.
"'201902",61,56,66,61,57,66,60,55,65,.,.,.,.,.,.,62,58,67,.,.,.,.,.,.,57,39,75,63,55,70,64,58,69,74,74,74,"HENDERSON ISD",57,39,75,44,46,42,78,83,72
"'201903",75,77,74,80,82,78,91,91,92,.,.,.,.,.,.,91,91,92,.,.,.,.,.,.,.,.,.,90,89,91,-1,-1,-1,.,.,.,"LANEVILLE ISD",.,.,.,.,.,.,86,-1,-1
