DISTRICT,DISTNAME,DPFEIERP,DPSAINHP,DPSAMIFC,DPSAMIFP,DPSATOFC,DPSBTOFC,DPSBTOPC,DPSCTOFC,DPSCTOFP,DPSCTOSA,DPSECOFC,DPSETOFC,DPSETOFP,DPSHEXPA,DPSHTENA,DPSLEXPA,DPSLTENA,DPSOTOFC,DPSPCOFC,DPSPTOFC,DPSPTOFP,DPSRTOFC,DPSRTOPC,DPSSTOFC,DPSSTOFP,DPSSTOSA,DPST00FC,DPST00FP,DPST00SA,DPST01FC,DPST01FP,DPST01SA,DPST06FC,DPST06FP,DPST06SA,DPST11FC,DPST11FP,DPST11SA,DPST21FC,DPST21FP,DPST21SA,DPST30FC,DPST30FP,DPST30SA,DPSTASFC,DPSTASFP,DPSTBAFC,DPSTBAFP,DPSTBIFC,DPSTBIFP,DPSTBLFC,DPSTBLFP,DPSTCOFC,DPSTCOFP,DPSTEXPA,DPSTFEFC,DPSTFEFP,DPSTGIFC,DPSTGIFP,DPSTHIFC,DPSTHIFP,DPSTINFC,DPSTINFP,DPSTKIDR,DPSTMAFC,DPSTMAFP,DPSTMSFC,DPSTMSFP,DPSTNOFC,DPSTNOFP,DPSTOPFC,DPSTOPFP,DPSTPHFC,DPSTPHFP,DPSTPIFC,DPSTPIFP,DPSTREFC,DPSTREFP,DPSTSPFC,DPSTSPFP,DPSTTENA,DPSTTOFC,DPSTTOFP,DPSTTOSA,DPSTTWFC,DPSTTWFP,DPSTURNR,DPSTVOFC,DPSTVOFP,DPSTWHFC,DPSTWHFP,DPSUTOFC,DPSUTOFP,DPSUTOSA,DPSXCOFC,DPSXTOFC,DPSXTOFP
"'107910","LAPOYNOR ISD",62.9,64.8,4.9,6.4,76.2,0,1,2,2.6,97043,0,12.6,16.6,6,6,0,0,0,0,46.8,61.5,2,0,3,3.9,75980,3.9,10,36605,8.7,22.5,42640,7.8,20,52317,9.7,25.1,58903,6.8,17.4,64402,1.9,5,64095,0,0,35.9,92.6,0.2,0.6,0,0,1.3,3.4,11.8,30,77.4,0,0,1,2.5,0,0,12.2,8.8,22.6,1.9,4.9,1,2.5,1.5,3.9,0,0,0,0,29.5,75.9,1.9,4.9,7.1,38.8,50.9,52924,1,2.5,12.3,4.4,11.3,36.9,95,3,4,59277,0,16.8,22
"'108802","HORIZON MONTESSORI PUBLIC SCHOOLS",53,56.8,182.2,90.6,201.2,0,0,4,2,102965,0,18.5,9.2,9.5,1.5,1.5,1.5,0,0,118.3,58.8,3,0,6,3,72799,19.7,22.3,45319,41.6,47.1,44771,17,19.3,48711,9,10.2,53559,1,1.1,46935,0,0,.,3.8,4.3,66.3,75.1,0.1,0.1,0,0,0,0,4.6,69.3,78.5,0,0,70.5,79.9,0,0,14.5,19,21.5,21,23.8,0,0,0,0,1,1.1,0,0,84.2,95.4,3,3.4,2.8,88.3,43.9,46572,0,0,29.7,1,1.1,14,15.8,20,9.9,50231,0,64.4,32
"'108804","TRIUMPH PUBLIC HIGH SCHOOLS-RIO GR",51.4,57.3,52.3,89.8,58.3,0,0,0.8,1.3,1600,0,2,3.4,4,2.5,0,0,0,0,34.7,59.6,3,1,4,6.9,74162,2.9,13.8,39647,13.9,65.9,40800,3.8,17.9,40663,0.5,2.4,46084,0,0,.,0,0,.,0,0,17.8,84.9,0,0,1,4.8,0,0,3.5,11.1,52.7,0,0,19,90.6,0,0,23.4,9.9,47.3,3.2,15.1,0,0,0,0,0,0,0,0,18.9,89.7,0,0,2.6,21,36,40742,0,0,19.7,2.2,10.3,1,4.6,9,15.4,36806,0,21.6,37
"'108807","IDEA PUBLIC SCHOOLS",49.6,56.2,5913.8,88.6,6674.3,0,0,46.2,0.7,127431,0,833,12.5,2.8,2.3,2.7,2.3,0,0,4114.9,61.7,125,27,399.3,6,83672,717.9,24.8,52118,1479.7,51.2,53221,510.5,17.6,57638,161.2,5.6,61329,23,0.8,67433,0,0,.,33.7,1.2,2309.8,79.9,0,0,267.8,9.3,0,0,3.7,2174.8,75.2,0,0,2205.5,76.3,3,0.1,21.5,717.6,24.8,537.6,18.6,32.4,1.1,0,0,12.5,0.4,4,0.1,2692.5,93.1,199.8,6.9,2,2892.4,43.3,54292,6.8,0.2,17.1,0,0,371.5,12.8,777,11.6,71111,0,1726.5,25.9
"'108808","VANGUARD ACADEMY",60.4,66.3,507.9,98.4,515.9,2,0,12,2.3,104023,0,50.5,9.8,6.7,3.9,4.2,3,0,0,340.8,66.1,9,0,12,2.3,88821,3.8,1.4,53293,89,32.4,55566,74,26.9,59979,91,33.1,66245,16,5.8,72675,1,0.4,76000,0,0,205.8,74.9,115,41.9,0,0,4,1.5,9.6,212.8,77.4,0,0,268.8,97.8,0,0,17.9,62,22.6,69,25.1,0,0,0,0,0,0,0,0,125.9,45.8,12,4.4,4.1,274.8,53.3,61329,0,0,6.4,17.9,6.5,6,2.2,42,8.1,66295,0,124.6,24.2
"'108809","EXCELLENCE IN LEADERSHIP ACADEMY",62.2,73.3,39,100,39,0,0,1.5,3.8,98932,0,7,17.9,8,3,0,0,0.6,0,26,66.7,1,0,1.5,3.8,78067,0,0,.,11,52.4,47836,7,33.3,53657,3,14.3,58833,0,0,.,0,0,.,0,0,16,76.2,6.1,29.2,0,0,0,0,6,17,81,0,0,21,100,0,0,14.3,4,19,5,23.8,0,0,0,0,0,0,0,0,12.9,61.3,2,9.5,3.8,21,53.8,51348,0,0,10,0,0,0,0,2,5.1,63050,0,6,15.4
"'108902","DONNA ISD",63.5,60.7,2179.3,97.5,2234.3,19,0,17.9,0.8,100194,0,214.6,9.6,7,7,7.1,6.6,0,0,1292.6,57.9,44,1,44,2,83697,51.1,5.3,51521,229.8,23.6,52950,243.7,25.1,54058,333,34.2,58171,86.4,8.9,62183,28.9,3,69174,6,0.6,801,82.3,76.6,7.9,3,0.3,0,0,11.2,631.7,64.9,10.5,1.1,933.6,96,0,0,14.2,341.2,35.1,160.2,16.5,9,0.9,34.4,3.5,2.8,0.3,0,0,702.5,72.2,84.6,8.7,9.6,972.9,43.5,56241,1,0.1,8.9,64.3,6.6,29.4,3,257.8,11.5,62557,0,727,32.5
"'108903","EDCOUCH-ELSA ISD",54.8,63,744.6,98.9,752.6,3,0,6.9,0.9,105007,0,108.9,14.5,5.1,4.6,4.8,4.8,0,0,386.4,51.3,14,0,13.7,1.8,81533,14.7,4.7,50107,102.9,33.2,49538,64.9,20.9,51893,90.8,29.2,55154,27,8.7,61424,10,3.2,66892,0,0,283.3,91.3,1.3,0.4,1,0.3,0,0,10.3,205.1,66.1,6.8,2.2,303.3,97.7,0,0,14.6,105.2,33.9,27,8.7,0,0,0.5,0.2,0,0,0,0,248.2,80,27.1,8.7,9,310.3,41.2,53294,0,0,9.9,26.5,8.5,6,1.9,55.5,7.4,67231,6,257.3,34.2
"'108904","EDINBURG CISD",66.8,63.3,4499.4,97,4640.2,41,0,20,0.4,126323,0,489.6,10.6,7.8,7.7,7.9,7.4,24.7,0,2781.3,59.9,90,0,88.1,1.9,91971,52,2.3,52349,345.6,15.4,53416,428.7,19.1,57631,892.5,39.8,60877,429.3,19.1,68734,96.3,4.3,74072,4,0.2,1708.6,76.1,639.3,28.5,5,0.2,28.3,1.3,14.6,1569.3,69.9,107.1,4.8,2142,95.4,0,0,14.6,675.1,30.1,491.5,21.9,40.3,1.8,9.4,0.4,4,0.2,1,0,1242.6,55.4,89.8,4,11.6,2244.4,48.4,60980,3,0.1,5.8,127.8,5.7,89.4,4,428.8,9.2,73231,0,1369.3,29.5
"'108905","HIDALGO ISD",57.4,55.6,503.1,98.8,509.1,3,0,7.5,1.5,109757,0,65,12.8,7.3,7,6.1,6,0.6,0,284.7,55.9,10,0,15,3,80366,5,2.3,47600,49,22.4,48033,48,21.9,50930,81,37,55116,29.5,13.5,63949,6.5,3,71327,9,4.1,159.9,73.1,91.6,41.9,0,0,0,0,12.5,150,68.5,0,0,204.4,93.4,0,0,13.7,68.9,31.5,58,26.5,1,0.5,0,0,0,0,0,0,102.4,46.8,7.8,3.6,9,218.9,43,54111,0,0,8.1,17,7.8,5.5,2.5,43.2,8.5,65758,0,159.5,31.3
"'108906","MCALLEN ISD",64.8,63.4,3052,91.7,3327.6,32,1,37,1.1,101723,0,382.8,11.5,8.3,8.3,5.9,5.3,0,7,2046.1,61.5,67,1,77.3,2.3,83157,29,1.9,50213,268,17.4,50881,369.1,24,53671,551.8,35.8,57687,243.3,15.8,64030,79.2,5.1,73575,14,0.9,1180.7,76.6,134.3,8.7,7,0.5,45.9,3,14.1,1107.2,71.9,38.8,2.5,1332.6,86.5,1,0.1,14,433.2,28.1,347.7,22.6,10,0.6,125.9,8.2,2,0.1,0,0,997.4,64.7,112.8,7.3,10.8,1540.4,46.3,57219,5.9,0.4,8.3,85.4,5.5,179.9,11.7,391.4,11.8,64310,3,898.7,27
"'108907","MERCEDES ISD",58.9,59,685.8,96.2,713,8,0,8,1.1,95529,1,48.3,6.8,8.7,8.7,7.4,7.4,0,12,426.5,59.8,15,0,20.8,2.9,78026,13.3,4.1,52188,58,17.8,51104,67.4,20.7,52143,117.9,36.2,56401,57,17.5,61941,12,3.7,62604,2,0.6,281.9,86.6,40.6,12.5,0,0,0.1,0,13.5,206.8,63.5,0,0,305.8,93.9,0,0,14.4,118.7,36.5,34.6,10.6,8,2.4,3.8,1.2,1,0.3,0,0,222.4,68.3,35.3,10.8,11.2,325.5,45.7,55603,0,0,12.9,23.3,7.2,17.7,5.4,72.2,10.1,64240,7,238.1,33.4
"'108908","MISSION CISD",63.6,60.8,2107.2,95.2,2213.1,19,3,32,1.4,109524,0,202.2,9.1,7.5,7.4,6.8,6.3,0,0.2,1272.7,57.5,45,6,54.7,2.5,85087,11.4,1.2,55981,202.8,20.8,54099,212.3,21.7,56275,367.3,37.6,60811,138.7,14.2,66919,44.1,4.5,76276,4,0.4,755.6,77.4,82.6,8.5,5,0.5,2.8,0.3,13.5,698.9,71.6,38,3.9,903.6,92.5,0,0,15.4,277.7,28.4,208,21.3,13,1.3,0,0,0,0,0,0,693.6,71,96.5,9.9,10.7,976.6,44.1,59941,1,0.1,7.4,63.1,6.5,63.1,6.5,209.4,9.5,70312,0,738.1,33.4
"'108909","PHARR-SAN JUAN-ALAMO ISD",64.2,60.3,4519.4,97,4660.8,38,2,46.2,1,112023,0,462.4,9.9,6.3,5.9,6,5.6,0,0,2833.7,60.8,89,9,136.2,2.9,85546,55.6,2.6,52539,510.4,23.6,53803,462.1,21.3,56058,809,37.3,60361,275.2,12.7,67950,54.9,2.5,74816,20.8,1,1687.5,77.9,422.1,19.5,7.5,0.3,0.2,0,12,1516.1,70,7.9,0.4,2050.4,94.6,2,0.1,14.4,651,30,410.5,18.9,62.2,2.9,55.5,2.6,7,0.3,0.8,0,1368.5,63.1,152.6,7,9.8,2167.1,46.5,59028,5,0.2,6.7,160.4,7.4,80.7,3.7,484.2,10.4,71605,0,1364.6,29.3
"'108910","PROGRESO ISD",54.4,52.4,291.6,98,297.6,1,0,6,2,90556,0,39.8,13.4,8.8,8,9,9,0,0,143.8,48.3,7,0,6,2,75693,0,0,.,32,29.4,46406,28,25.7,50282,42,38.5,54273,5,4.6,57843,2,1.8,57815,0,0,82,75.2,12.6,11.6,0,0,0,0,10.5,74,67.9,0,0,104,95.4,0,0,14.1,35,32.1,26,23.9,1,0.9,0,0,0,0,0,0,83.1,76.3,8.7,8,8.2,109,36.6,51167,0,0,11,4.5,4.1,5,4.6,22.8,7.7,58743,0,114,38.3
"'108911","SHARYLAND ISD",61.5,59.1,1190.8,89.3,1333.2,11,1,18,1.4,104967,0,125.4,9.4,6.5,6,4.9,4.9,0,0,796.6,59.8,33,1,39.5,3,74888,6.7,1.1,49775,99.3,15.7,52272,102,16.2,53158,278.1,44.1,56142,119,18.9,64676,26,4.1,71618,9,1.4,483.1,76.5,160.1,25.4,1,0.2,18.6,2.9,14.6,449.4,71.2,33.2,5.3,516.1,81.8,0,0,15.4,181.7,28.8,142,22.5,5,0.8,49.4,7.8,1,0.2,0,0,275.5,43.6,51.6,8.2,9.6,631.1,47.3,57230,1,0.2,6.8,42.8,6.8,104,16.5,108,8.1,69680,0,411.1,30.8
"'108912","LA JOYA ISD",63.8,59.3,4124.3,99,4165.1,37,0,48,1.2,105157,0,316.1,7.6,7.7,7.7,8.3,8.1,1.9,0,2456.3,59,84,0,114.3,2.7,88179,36.1,1.9,51672,400.2,21.2,53877,425.7,22.6,56254,742,39.4,61358,198.1,10.5,68301,82.8,4.4,77539,23.7,1.3,1430.2,75.9,393.3,20.9,4,0.2,75.5,4,12.6,1310.3,69.5,56.2,3,1830.8,97.1,0,0,14.1,574.7,30.5,428.1,22.7,25.9,1.4,5.9,0.3,0.7,0,0,0,1078.4,57.2,147.3,7.8,10.8,1885,45.3,59872,1,0.1,5,128.4,6.8,25.5,1.4,409,9.8,71042,0,1392.7,33.4
"'108913","WESLACO ISD",63.6,60.6,2113.4,94.9,2227.1,17,1,24,1.1,105818,0,198.9,8.9,7.9,7.7,4.3,3,0,0,1328.7,59.7,45,0,25.7,1.2,96498,3.6,0.3,51256,91.4,8.8,52779,179,17.2,55429,438.3,42,59770,254.5,24.4,64877,76,7.3,73313,8,0.8,793.8,76.1,19.3,1.8,4,0.4,37,3.6,16.7,704.7,67.6,5.7,0.5,957.9,91.9,0,0,15.9,338.1,32.4,235.3,22.6,11.6,1.1,34,3.3,2,0.2,0,0,789.5,75.7,80.1,7.7,13.9,1042.7,46.8,60616,2,0.2,6.3,77.2,7.4,70.8,6.8,236.2,10.6,72790,0,699.5,31.4
"'108914","LA VILLA ISD",53.5,59.5,91.7,97.9,93.7,1,0,3,3.2,110103,0,5,5.3,6.3,2.7,0,0,0,0,60.7,64.8,2,1,6.5,7,81110,0.7,1.5,49199,17,38.4,51127,10,22.5,54037,12.1,27.4,59033,2.5,5.6,69617,2,4.5,68527,0,0,41.4,93.7,0,0,0,0,0,0,10.9,30.7,69.3,0,0,42.2,95.5,0,0,13.5,13.6,30.7,2.1,4.8,0.7,1.5,0,0,0,0,0,0,41.3,93.4,1,2.3,6.5,44.2,47.2,55739,1,2.3,17.8,1.9,4.3,1,2.3,6.9,7.4,67790,0,28,29.9
"'108915","MONTE ALTO ISD",56.6,62.2,133.6,98.5,135.6,1,0,3,2.2,103973,0,10,7.4,3.5,3.5,3.5,3.5,3,0,79,58.3,3,0,5.2,3.8,84812,1,1.5,44800,23,34.9,49298,12,18.2,51017,19.8,30.1,56783,9,13.7,64193,1,1.5,67300,0,0,60.8,92.4,0,0,0,0,1,1.5,11.2,42,63.8,0,0,64.8,98.5,0,0,13.5,23.8,36.2,5,7.6,0,0,0,0,0,0,0,0,59.6,90.5,2.2,3.3,7,65.8,48.6,54107,0,0,5.3,3.1,4.7,1,1.5,5,3.7,59611,0,46.6,34.3
"'108916","VALLEY VIEW ISD",60.9,57.4,647.1,98,660.1,6,0,2,0.3,142009,0,83.1,12.6,9.1,9.1,8.2,8.1,0,0,354.9,53.8,15,0,20,3,86816,0,0,.,44,16.1,50685,55.9,20.4,54814,134.9,49.3,59746,34,12.4,69287,5,1.8,75711,1,0.4,231.8,84.7,47.3,17.3,1,0.4,0.2,0.1,13,179.9,65.7,2.7,1,261.8,95.6,0,0,15.1,93.9,34.3,42,15.3,0,0,0.1,0,0,0,0,0,191.9,70.1,18.3,6.7,10.4,273.8,41.5,58760,0,0,3.4,13.2,4.8,10,3.7,59.1,9,74009,0,222.2,33.7
"'109901","ABBOTT ISD",63.2,70.9,2,4.8,41.7,0,0,2,4.8,75500,0,5.6,13.5,4,4,0,0,0,0,30.1,72.2,1,0,1,2.4,78352,3.1,12.5,35537,3,11.9,48965,3,11.9,54448,10,39.8,51417,3,11.9,55373,3,11.9,63717,0,0,23.1,92,0,0,0,0,0,0,13.8,19,75.6,0,0,2,8,0,0,10.9,6.1,24.4,2,8,0,0,0,0,0,0,0,0,19.5,77.7,3,11.9,8.3,25.1,60.2,51449,0,0,12.9,2.6,10.3,23.1,92,2,4.8,60974,0,5.9,14.2
"'109902","BYNUM ISD",57.2,67.4,9,22.2,40.5,0,0,1,2.5,110250,0,6,14.8,7,7,0,0,0,0,24.5,60.5,1,0,1,2.5,75921,2,9.3,36449,6,27.9,37770,4,18.6,43088,7,32.6,54138,2.5,11.6,56209,0,0,.,0,0,14.5,67.4,0,0,1,4.7,1.3,5.9,10.6,18.5,86,0,0,1,4.7,0,0,9.1,3,14,6,27.9,0,0,0,0,1,4.7,0,0,16.6,77.3,1.3,5.9,3,21.5,53.1,46110,0,0,36,2.4,10.9,19.5,90.7,1,2.5,62123,0,10,24.7
"'109903","COVINGTON ISD",55.9,69,6,10.5,57,1,0,1,1.8,110576,0,6,10.5,7.5,4,6,6,0,25.7,29.6,51.8,1,0,3,5.3,91587,2,8.5,50536,6,25.4,40716,4,17,47443,7,29.7,56688,2.5,10.5,70013,2.1,8.9,62134,0,0,20,84.7,0,0,0,0,2,8.4,12.4,17,72,0,0,1,4.2,0,0,11.7,6.6,28,3.6,15.3,0,0,1,4.3,0,0,0,0,17.6,74.8,1,4.2,5.1,23.6,41.3,52422,1,4.2,17.6,2,8.3,21.6,91.5,2,3.5,66270,8,21.5,37.6
"'109904","HILLSBORO ISD",60,69.1,71.8,24.8,289.7,3,0,9.5,3.3,96650,0,39.4,13.6,4.5,3.8,3.8,3.5,0,0,204,70.4,5,0,12.8,4.4,75864,22,13.6,42941,47.5,29.5,44294,31,19.2,46944,42,26,54985,14.2,8.8,63288,4.5,2.8,60127,0,0,130.2,80.7,8,5,6,3.7,1,0.6,9.4,123,76.3,0.5,0.3,22,13.6,2,1.2,11.6,38.3,23.7,31,19.3,0,0,6.5,4.1,0,0,0,0,116.7,72.4,16.5,10.2,4.5,161.3,55.7,49518,1,0.6,24.3,12,7.4,130.3,80.8,20.5,7.1,60008,0,46.4,16
"'109905","HUBBARD ISD",50.2,59.5,6,8.4,71.1,0,0,1,1.4,104236,0,13.2,18.6,4.3,3.7,0,0,0,0,42.5,59.8,1,1,2.9,4.1,75328,7,19.4,42327,10,27.8,39829,5.2,14.6,51209,8.2,22.9,56629,2,5.6,59415,3.5,9.7,61251,0,0,33.1,92.1,0,0,1,2.8,0.5,1.4,10.5,26,72.2,0,0,0,0,0,0,11.6,10,27.8,2.8,7.9,0,0,0,0,0,0,0,0,29,80.8,2.7,7.6,6.6,35.9,50.5,48994,0,0,26.7,3.6,10.1,34.9,97.2,2.7,3.7,57745,0,15.4,21.7
"'109907","ITASCA ISD",59.7,68.1,32.2,29.7,108.4,1,0,1.8,1.6,97906,0,17.5,16.1,8.3,4,0,0,0,0,63.7,58.8,2,0,3.5,3.2,81113,1,1.9,41877,16.8,32.5,42901,16,31,45518,8.2,16,52533,8.5,16.6,58075,1,1.9,58492,0,0,41.3,80.2,0,0,5,9.7,1.3,2.6,10.6,38.3,74.3,0,0,4,7.8,1,1.9,11.9,13.2,25.7,10.2,19.8,0,0,1.6,3.1,0,0,0,0,40,77.5,4.3,8.4,4.9,51.6,47.6,48048,0,0,21.2,4.3,8.4,41.6,80.6,6.9,6.4,64109,0,27.2,25.1
"'109908","MALONE ISD",55.4,65.9,14.5,45.8,31.7,0,0,0.5,1.5,196227,0,9.1,28.8,2,2,0,0,0,0,15.7,49.7,0,0,1,3.3,83000,3,21.8,40949,4.9,36.3,38496,3,21.7,47025,1.3,9.4,63256,0.5,3.6,70465,1,7.3,76123,0,0,10.3,76.1,0,0,1,7.3,2.5,18.1,8.7,12.6,92.7,0,0,2,14.5,0,0,12.2,1,7.3,3.2,23.9,0,0,0,0,0,0,0,0,10.3,75.9,0.8,6,2.9,13.6,42.8,47086,1,7.3,32.5,0,0,9.6,71,0.7,2.1,90126,0,6.8,21.5
"'109910","MOUNT CALM ISD",56.3,63.6,8,22.8,35,0,0,1.9,5.3,71915,0,5,14.3,5,1,1,1,0,0,24.7,70.3,0,0,2.1,6.1,62091,4,21.7,42045,7.1,38.2,39812,2,10.8,46901,2.9,15.6,55703,1.1,6.1,80344,1.4,7.6,64047,0,0,13.4,72.9,0,0,3,16.3,1,5.4,8.1,14.3,77.3,0,0,1,5.4,0,0,10,4.2,22.7,5,27.1,0,0,0,0,0,0,0,0,13.6,73.9,0.7,3.7,4.4,18.5,52.7,47860,0,0,24.2,3.1,17,14.5,78.3,2.2,6.3,44817,0,5.4,15.4
"'109911","WHITNEY ISD",57.8,59.3,31.3,12.4,251.8,0,1,4,1.6,100401,0,40.6,16.1,6.6,5.8,5,2,0,0,138.4,55,5,0,5.4,2.1,75147,8.8,7.5,46552,27,22.9,39054,14,11.9,48115,44.9,38.2,54448,17,14.4,62227,6,5.1,63457,1,0.8,100.4,85.3,0,0,3.5,3,3.1,2.7,13.2,93.1,79.1,0,0,2,1.7,0.7,0.6,12.2,24.6,20.9,17.3,14.7,0,0,2.1,1.8,0,0,0,0,95.3,80.9,11.6,9.8,6.9,117.7,46.8,51150,0,0,18.4,5.6,4.8,110.5,93.9,11.2,4.5,59589,0,72.9,28.9
"'109912","AQUILLA ISD",58.4,70.3,5.4,11,49.3,0,0,1,2,110323,0,5.7,11.5,2.5,2.5,0,0,0,0,31.6,64.1,0,1,2.8,5.6,72130,0,0,.,10.4,37.5,35856,6.1,22,48151,7.7,27.8,55615,1.9,7,58316,1.6,5.7,58140,0,0,22.4,80.8,0,0,0.5,1.8,0,0,11,23,82.8,0,0,1.9,7,0,0,11.4,4.8,17.2,3.7,13.3,1.6,5.9,0,0,0,0,0,0,24.7,89.2,1.1,4.1,5.5,27.7,56.3,46904,1,3.5,10.8,1.9,6.7,24.3,87.7,0.1,0.2,73329,0,12,24.4
"'109913","BLUM ISD",58.8,62.9,3.9,6.7,57.6,0,0,1,1.7,99500,0,8.1,14,10.5,10.5,3,3,0.3,0,37.7,65.4,1,0,3.5,6.1,73867,5.8,19.4,37443,6.7,22.6,38775,4.8,16.1,45362,8.8,29.4,53169,3.4,11.4,64136,0.3,1.1,66486,0,0,28.8,96.4,0,0,0,0,2.3,7.6,9.8,24,80.5,0,0,2.9,9.7,1,3.2,12.2,5.8,19.5,0.1,0.4,1,3.2,0,0,0,0,0,0,21.2,71.2,3.2,10.6,6.8,29.8,51.8,47017,0,0,15.3,3.2,10.7,26,87.1,3.3,5.8,61408,0,11.9,20.6
"'109914","PENELOPE ISD",54.2,66,4,9.5,42.3,0,0,1,2.4,100000,0,8,18.9,2,2,0,0,0,0,23,54.4,1,0,1,2.4,65000,1,5,35160,5,25,37972,5,25,46598,5,25.1,56452,3,15,65486,1,5,58000,0,0,18,89.9,0,0,0,0,1,5,12.6,14,70,0,0.1,1,5,0,0,10.5,6,30,2,10.1,0,0,0,0,0,0,0,0,16,79.7,0.9,4.7,6.4,20,47.4,49746,0,0,18.9,2.1,10.4,19,95,1,2.3,57006,0,11.3,26.7
"'110901","ANTON ISD",51.8,63.6,8,22.1,36.1,0,0,1,2.8,102690,0,3,8.3,9,3,0,0,0,0,25.1,69.6,0,1,2,5.5,76072,0,0,.,7,32.6,38258,6.5,30.1,43210,3,14,48850,4,18.6,54540,1,4.7,54540,0,0,18,83.9,0,0,0,0,2.2,10.3,10.8,13.5,62.7,0,0,1,4.7,0,0,8.6,8,37.3,3.5,16.1,0,0,0,0,0,0,0,0,14.9,69.6,1.2,5.8,4.2,21.5,59.4,45023,0,0,14.1,3.1,14.3,20.5,95.3,0.7,1.9,65027,0,8,22.1
"'110902","LEVELLAND ISD",62.6,73.8,178.8,42.3,422.7,4,0,6,1.4,110731,0,81.1,19.2,4.7,4.7,4.2,4.2,0,22.7,261.4,61.8,8,0,14.4,3.4,74473,12,5.4,39567,65,29.2,40931,43.3,19.4,44543,64.5,28.9,51396,22.1,9.9,56870,16,7.2,60864,0,0,178.5,80.1,8.2,3.7,5,2.2,12.9,5.8,12.4,175.1,78.5,0,0,48.9,21.9,2,0.9,12.5,47.9,21.5,42.4,19,1,0.4,7,3.1,1,0.4,0,0,147.2,66,33.6,15.1,7.6,222.9,52.7,47600,1,0.4,14.5,14,6.3,166,74.5,18,4.3,55334,1,80.2,19
"'110905","ROPES ISD",59,62.9,14,18.2,76.9,1,0,1,1.3,125000,0,7,9.1,12,12,1,1,0,0,53,68.9,1,0,3,3.9,80883,1,2.2,47900,6,13.3,35482,7,15.5,42471,13.1,29.1,50543,13,28.8,56540,5,11.1,56741,0,0,37,82,0,0,0,0,2.4,5.2,17,30.1,66.8,0.3,0.6,2,4.4,0,0,10.5,15,33.2,7.1,15.8,1,2.2,2.7,6.1,0,0,0,0,32.4,71.8,1,2.2,8.8,45.1,58.7,49644,2,4.4,8.2,6.4,14.1,41.1,91.1,3.9,5.1,55625,0,16.9,22
"'110906","SMYER ISD",57,66.7,12,20,59.9,0,0,1,1.7,131000,0,3.6,6.1,12.5,6,1,1,0,0,47.1,78.6,1,0,2.1,3.5,88837,2,4.8,40488,8.8,21.4,39895,3.9,9.5,43800,15.7,38.2,51782,7.8,18.9,60778,2.9,7.2,60735,0,0,34.3,83.5,0,0,0,0,2.9,7.1,14.1,29.2,71.1,0,0,4.9,11.8,0,0,10,11.9,28.9,6.8,16.5,0,0,0,0,0,0,0,0,32.1,78,1.9,4.6,6.8,41.1,68.6,50277,1.9,4.7,10.3,4.2,10.3,34.3,83.4,3,5,55324,0,9.2,15.3
"'110907","SUNDOWN ISD",62.1,68.1,31,30,103.3,1,0,2,1.9,133996,0,9.8,9.4,11.7,7,0,0,0,0,73,70.7,2,0,3.9,3.8,103250,3.1,5.2,41070,7,11.8,40691,5,8.4,45094,23.1,39,54466,16.5,27.9,64057,4.5,7.6,70649,0,0,45,76,0,0,1,1.7,4.4,7.5,16.6,41.5,70.1,1,1.7,10,16.9,0,0,9.5,17.7,29.9,14.1,23.8,0.1,0.2,1.7,2.8,0,0,0,0,45.4,76.7,1.8,3.1,9.1,59.2,57.4,55246,0,0,13.1,4.9,8.2,48.2,81.4,7.9,7.6,59502,0,20.5,19.9
"'110908","WHITHARRAL ISD",56.6,62.9,11.9,37,32.1,0,1,1,3.1,100000,0,2.9,9.1,6,4,0,0,0,0,20.2,62.9,0,0,1,3.1,70000,0,0,.,2,11.2,37935,4.9,28.2,44509,7.9,45.4,52463,2.2,12.4,56658,0.5,2.8,84383,0,0,17.4,100,0,0,0,0,1,5.6,14.1,12.4,71.3,0,0,1,5.6,1,5.6,10.1,5,28.7,0,0,0,0,0.9,5.1,0,0,0,0,12.7,72.8,1,5.6,7.9,17.4,54.3,50008,0,0,6.8,1.9,10.9,15.5,88.8,0.8,2.4,56651,0,9,28
"'111801","LAKE GRANBURY ACADEMY CHARTER SCHO",41.6,90.1,1,14.3,7,0,0,0.1,0.9,62400,0,0,0,1,1,0,0,0,0,5,71.4,0,0,0.1,0.9,62400,0,0,.,3,61.6,44465,0,0,.,0.9,17.8,62400,0,0,.,1,20.5,58512,0,0,1,20.5,0,0,1,20.6,0,0,12.2,2.9,58.9,0,0,0,0,0,0,14.6,2,41.1,2.9,58.9,0,0,0,0,1,20.6,0,0,4.8,99,0,0,2.6,4.9,69.5,50544,0,0,22.2,0,1,3.9,79.4,0,0,.,0,2,28.6
