DISTRICT,DD004AMA1221R,DD004AMA1321R,DD004AMA1S21R,DD004ARE1221R,DD004ARE1321R,DD004ARE1S21R,DD004AWR1221R,DD004AWR1321R,DD004AWR1S21R,DD204AMA1221R,DD204AMA1321R,DD204AMA1S21R,DD204ARE1221R,DD204ARE1321R,DD204ARE1S21R,DD204AWR1221R,DD204AWR1321R,DD204AWR1S21R,DD304AMA1221R,DD304AMA1321R,DD304AMA1S21R,DD304ARE1221R,DD304ARE1321R,DD304ARE1S21R,DD304AWR1221R,DD304AWR1321R,DD304AWR1S21R,DD404AMA1221R,DD404AMA1321R,DD404AMA1S21R,DD404ARE1221R,DD404ARE1321R,DD404ARE1S21R,DD404AWR1221R,DD404AWR1321R,DD404AWR1S21R,DDA04AMA1221R,DDA04AMA1321R,DDA04AMA1S21R,DDA04ARE1221R,DDA04ARE1321R,DDA04ARE1S21R,DDA04AWR1221R,DDA04AWR1321R,DDA04AWR1S21R,DDB04AMA1221R,DDB04AMA1321R,DDB04AMA1S21R,DDB04ARE1221R,DDB04ARE1321R,DDB04ARE1S21R,DDB04AWR1221R,DDB04AWR1321R,DDB04AWR1S21R,DDE04AMA1221R,DDE04AMA1321R,DDE04AMA1S21R,DDE04ARE1221R,DDE04ARE1321R,DDE04ARE1S21R,DDE04AWR1221R,DDE04AWR1321R,DDE04AWR1S21R,DDF04AMA1221R,DDF04AMA1321R,DDF04AMA1S21R,DDF04ARE1221R,DDF04ARE1321R,DDF04ARE1S21R,DDF04AWR1221R,DDF04AWR1321R,DDF04AWR1S21R,DDH04AMA1221R,DDH04AMA1321R,DDH04AMA1S21R,DDH04ARE1221R,DDH04ARE1321R,DDH04ARE1S21R,DDH04AWR1221R,DDH04AWR1321R,DDH04AWR1S21R,DDI04AMA1221R,DDI04AMA1321R,DDI04AMA1S21R,DDI04ARE1221R,DDI04ARE1321R,DDI04ARE1S21R,DDI04AWR1221R,DDI04AWR1321R,DDI04AWR1S21R,DDL04AMA1221R,DDL04AMA1321R,DDL04AMA1S21R,DDL04ARE1221R,DDL04ARE1321R,DDL04ARE1S21R,DDL04AWR1221R,DDL04AWR1321R,DDL04AWR1S21R,DDM04AMA1221R,DDM04AMA1321R,DDM04AMA1S21R,DDM04ARE1221R,DDM04ARE1321R,DDM04ARE1S21R,DDM04AWR1221R,DDM04AWR1321R,DDM04AWR1S21R,DDR04AMA1221R,DDR04AMA1321R,DDR04AMA1S21R,DDR04ARE1221R,DDR04ARE1321R,DDR04ARE1S21R,DDR04AWR1221R,DDR04AWR1321R,DDR04AWR1S21R,DDS04AMA1221R,DDS04AMA1321R,DDS04AMA1S21R,DDS04ARE1221R,DDS04ARE1321R,DDS04ARE1S21R,DDS04AWR1221R,DDS04AWR1321R,DDS04AWR1S21R,DDW04AMA1221R,DDW04AMA1321R,DDW04AMA1S21R,DDW04ARE1221R,DDW04ARE1321R,DDW04ARE1S21R,DDW04AWR1221R,DDW04AWR1321R,DDW04AWR1S21R,DISTNAME,DNC04AMA1221R,DNC04AMA1321R,DNC04AMA1S21R,DNC04ARE1221R,DNC04ARE1321R,DNC04ARE1S21R,DNC04AWR1221R,DNC04AWR1321R,DNC04AWR1S21R,DNM04AMA1221R,DNM04AMA1321R,DNM04AMA1S21R,DNM04ARE1221R,DNM04ARE1321R,DNM04ARE1S21R,DNM04AWR1221R,DNM04AWR1321R,DNM04AWR1S21R,DNS04AMA1221R,DNS04AMA1321R,DNS04AMA1S21R,DNS04ARE1221R,DNS04ARE1321R,DNS04ARE1S21R,DNS04AWR1221R,DNS04AWR1321R,DNS04AWR1S21R
"'011904",8,0,54,15,0,31,0,0,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,50,32,70,46,26,74,34,6,52,0,0,33,17,17,50,33,0,50,41,22,63,37,20,64,30,3,40,47,29,67,51,33,78,47,4,63,41,28,67,38,10,62,25,5,40,.,.,.,.,.,.,.,.,.,8,0,54,15,0,31,0,0,15,54,36,71,41,20,71,23,7,43,13,0,50,13,0,31,0,0,13,8,0,31,0,0,31,8,0,8,61,41,76,56,37,87,42,6,62,"SMITHVILLE ISD",55,33,77,49,26,76,32,1,51,37,30,48,37,26,70,41,19,56,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'011905",8,0,25,0,0,33,0,0,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,8,50,38,17,58,21,0,46,.,.,.,.,.,.,.,.,.,8,0,31,8,0,38,0,0,23,17,17,58,50,25,67,33,0,58,8,0,23,0,0,31,0,0,15,.,.,.,.,.,.,.,.,.,0,0,14,0,0,14,0,0,0,8,0,42,25,8,50,8,0,33,11,0,22,0,0,22,0,0,11,0,0,0,20,0,20,0,0,20,18,18,82,82,36,91,45,0,82,"MCDADE ISD",6,0,50,38,19,63,13,0,50,25,25,50,38,13,50,38,0,38,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'012901",.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64,38,82,44,23,77,62,13,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,30,80,40,23,73,57,10,80,70,39,83,52,26,83,65,13,83,50,17,67,33,17,50,50,17,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,56,38,81,31,19,69,56,13,75,43,0,71,29,14,57,71,0,86,38,25,50,13,0,38,25,0,25,66,45,86,45,21,83,62,14,79,"SEYMOUR ISD",69,38,90,41,17,83,62,10,83,50,40,60,50,40,60,60,20,70,.,.,.,.,.,.,.,.,.
"'013801",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,30,11,61,35,19,67,21,0,52,.,.,.,.,.,.,.,.,.,28,9,56,31,16,66,19,0,52,32,11,58,40,30,60,39,0,61,30,9,58,34,19,66,23,0,48,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,12,64,30,9,74,8,0,46,12,3,48,25,9,56,13,0,42,33,17,50,33,33,50,0,0,50,29,29,71,57,29,71,29,0,71,"ST MARY'S ACADEMY CHARTER SCHOOL",31,11,63,38,18,74,18,0,52,22,11,56,22,22,44,33,0,56,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'013901",14,14,43,29,29,43,29,14,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,18,65,29,16,60,15,4,40,20,0,60,20,20,40,0,0,17,27,15,60,24,13,55,12,3,35,30,16,63,30,18,64,16,7,44,30,17,64,27,14,59,14,4,38,.,.,.,.,.,.,.,.,.,14,14,43,29,29,43,29,14,43,35,19,66,29,13,55,14,0,36,19,10,52,18,10,39,6,2,21,16,5,21,17,0,22,5,0,10,56,25,69,56,25,75,33,0,67,"BEEVILLE ISD",31,16,61,28,13,57,12,4,35,37,22,76,34,24,68,27,2,56,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'013902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,7,13,0,0,20,7,0,20,.,.,.,.,.,.,.,.,.,0,0,0,0,0,17,0,0,17,0,0,0,0,0,11,0,0,11,0,0,10,0,0,10,0,0,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,17,33,0,0,33,17,0,33,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,20,20,20,0,0,40,20,0,20,"PAWNEE ISD",11,11,22,0,0,33,11,0,22,0,0,0,0,0,0,0,0,17,.,.,.,.,.,.,.,.,.
"'013903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,8,50,25,4,46,17,0,38,.,.,.,.,.,.,.,.,.,29,7,64,29,7,57,29,0,57,20,10,50,30,0,50,20,0,40,24,6,47,18,0,47,12,0,41,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,7,50,21,7,43,14,0,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,14,57,43,14,43,29,0,29,"PETTUS ISD",21,7,57,36,7,57,21,0,43,20,10,40,10,0,30,10,0,30,.,.,.,.,.,.,.,.,.
"'013905",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,36,18,70,30,18,68,22,6,52,.,.,.,.,.,.,.,.,.,30,13,57,26,13,57,22,4,48,35,19,69,42,23,81,23,8,62,29,12,59,26,15,62,24,3,44,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,17,71,17,13,54,21,4,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,14,57,29,14,71,14,0,43,47,27,93,33,20,80,20,13,67,"SKIDMORE-TYNAN ISD",34,20,69,23,11,66,17,6,49,40,13,73,47,33,73,33,7,60,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'014801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"RICHARD MILBURN ALTER HIGH SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'014803",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,44,20,60,33,13,60,26,7,57,50,10,50,40,0,50,40,10,50,36,16,44,28,4,44,27,4,50,33,22,50,33,11,61,21,0,58,64,36,73,55,18,73,27,0,64,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,19,67,33,15,59,30,11,56,21,4,38,21,8,46,20,4,40,29,14,57,43,14,43,14,14,43,37,16,68,21,16,58,21,5,63,"PRIORITY CHARTER SCHOOLS",41,14,59,32,14,59,36,5,50,48,26,61,35,13,61,17,8,63,.,.,.,.,.,.,.,.,.
"'014804",-1,-1,-1,-1,-1,-1,-1,-1,-1,67,17,100,100,67,100,50,50,83,71,71,100,57,43,100,86,43,100,.,.,.,.,.,.,.,.,.,43,21,72,54,27,85,43,12,76,36,27,91,82,27,91,55,0,91,43,14,64,50,21,79,43,14,64,42,18,68,55,30,83,45,16,81,42,15,65,54,27,73,36,8,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,23,74,53,24,86,42,10,72,38,16,64,47,25,82,36,10,72,25,20,40,25,15,70,25,5,40,41,18,67,47,23,86,40,10,75,"ORENDA CHARTER SCHOOL",43,22,67,51,24,87,37,10,75,43,20,78,59,31,80,53,16,78,40,0,40,40,20,60,20,0,60
"'014901",27,18,91,27,0,73,18,0,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,22,70,27,11,58,16,2,45,25,0,63,25,0,38,13,0,38,23,14,57,21,5,47,2,0,25,46,26,79,35,18,72,26,3,60,27,18,73,18,3,55,9,0,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,20,90,30,0,70,20,0,60,36,19,63,20,6,46,8,0,32,17,9,65,18,0,55,13,0,43,21,0,36,7,0,29,7,0,21,47,27,70,30,15,61,18,2,44,"ACADEMY ISD",40,21,72,23,10,57,15,0,44,42,25,67,32,13,60,18,4,45,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'014902",0,0,60,20,0,60,0,0,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,0,29,10,0,43,0,0,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,0,29,10,0,43,0,0,24,0,0,10,10,0,50,0,0,30,0,0,29,12,0,47,0,0,29,.,.,.,.,.,.,.,.,.,0,0,60,20,0,60,0,0,40,9,0,45,9,0,36,0,0,18,11,0,44,11,0,33,0,0,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"BARTLETT ISD",7,0,27,13,0,40,0,0,20,0,0,33,0,0,50,0,0,33,.,.,.,.,.,.,.,.,.
"'014903",22,8,49,19,8,51,17,1,38,54,33,75,52,29,77,52,13,71,80,60,85,75,50,100,74,37,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,26,67,43,21,68,32,9,57,23,15,53,30,11,49,30,6,44,28,15,53,32,11,55,21,5,44,44,25,68,49,22,75,38,10,66,28,16,52,34,10,59,22,4,48,0,0,20,20,0,20,0,0,0,22,6,46,14,6,45,13,2,31,42,27,65,38,20,61,27,9,50,20,8,43,19,9,44,17,4,32,22,8,38,23,6,36,17,3,25,53,32,77,48,27,74,36,12,63,"BELTON ISD",43,27,67,43,20,68,32,10,57,44,24,66,43,21,66,33,8,57,53,35,76,59,29,82,35,12,59
"'014905",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,19,72,51,26,83,38,6,68,.,.,.,.,.,.,.,.,.,35,15,65,45,15,80,20,5,60,32,16,68,56,32,84,52,8,76,23,8,69,54,23,77,31,8,62,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,23,77,45,18,82,23,5,59,20,20,60,40,0,60,40,0,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,24,74,50,26,85,41,6,71,"HOLLAND ISD",33,22,69,50,25,83,42,3,69,36,9,82,55,27,82,27,18,64,.,.,.,.,.,.,.,.,.
"'014906",31,18,58,26,11,57,20,3,50,39,22,68,30,14,60,23,6,57,53,33,77,54,21,72,39,8,75,29,11,71,26,8,55,24,5,54,32,17,59,32,13,60,23,5,51,23,9,48,25,10,53,18,4,44,25,13,52,25,9,54,18,3,45,28,14,56,33,14,63,25,5,55,31,18,57,32,13,59,23,4,50,0,0,63,11,11,78,0,0,25,30,17,57,25,9,56,18,3,48,36,20,62,31,13,56,22,5,48,24,12,48,19,6,47,15,2,40,26,10,41,22,4,37,18,5,29,46,26,72,42,19,70,30,7,60,"KILLEEN ISD",32,17,60,32,13,60,23,4,50,33,18,57,32,13,59,24,6,53,30,23,55,27,12,56,18,0,48
"'014907",20,20,60,0,0,80,0,0,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52,37,74,39,15,72,33,4,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,29,71,29,14,67,24,5,48,48,40,72,36,16,68,40,4,52,23,15,54,23,8,69,15,0,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,33,76,43,14,76,24,5,57,0,0,25,0,0,25,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,48,84,48,19,77,42,6,65,"ROGERS ISD",50,35,75,40,13,73,30,3,53,67,50,67,33,33,67,50,17,67,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'014908",0,0,23,0,0,38,8,0,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,49,32,78,47,27,70,44,16,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,14,59,29,10,52,23,3,40,55,36,76,53,33,73,56,21,77,21,15,58,36,12,61,31,3,56,.,.,.,.,.,.,.,.,.,0,0,18,0,0,27,0,0,27,44,28,80,42,21,66,32,11,64,13,0,27,13,7,40,0,0,33,33,8,58,31,0,46,31,8,38,58,37,85,52,32,73,48,20,75,"SALADO ISD",46,29,78,44,23,69,37,10,71,54,37,78,53,34,71,54,25,71,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'014909",27,15,51,21,7,57,7,1,42,19,12,42,7,4,26,8,4,32,70,60,90,50,30,80,30,10,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,16,50,26,12,52,15,4,42,18,9,39,14,7,37,12,2,30,26,15,48,24,11,50,14,4,39,27,16,49,29,14,59,20,7,50,29,16,52,28,11,57,14,5,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,14,49,18,8,56,5,1,40,28,17,52,22,9,46,10,2,34,13,6,32,11,4,36,5,1,24,25,13,33,21,8,33,20,8,21,35,23,58,38,19,65,19,4,49,"TEMPLE ISD",28,17,52,28,14,53,16,5,44,28,15,45,21,7,50,12,1,37,25,17,67,25,17,58,25,0,42
"'014910",43,14,71,43,29,71,29,0,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,43,80,47,26,78,34,6,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,24,67,41,20,73,32,8,58,40,31,76,42,22,76,35,4,72,64,39,82,54,14,86,38,10,69,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,54,83,52,29,81,33,8,60,33,20,60,27,20,60,13,0,33,18,6,35,18,0,59,12,12,24,54,46,81,44,34,76,32,5,68,"TROY ISD",62,45,86,54,29,83,38,8,74,43,39,64,32,18,68,24,3,48,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'015801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"POR VIDA ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'015802",38,13,50,25,13,50,13,0,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,7,32,32,7,51,16,0,49,15,10,25,25,5,30,12,0,35,17,7,32,32,7,51,16,0,49,0,0,20,33,0,48,16,0,47,19,5,38,38,10,71,16,0,58,.,.,.,.,.,.,.,.,.,38,13,50,25,13,50,13,0,50,33,14,43,30,15,55,17,0,50,18,8,30,30,8,50,14,0,47,17,8,17,25,0,25,10,0,30,.,.,.,.,.,.,-1,-1,-1,"GEORGE GERVIN ACADEMY",20,5,40,33,0,62,11,0,63,14,10,24,30,15,40,22,0,33,.,.,.,.,.,.,.,.,.
"'015805",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,0,40,5,5,60,11,0,42,.,.,.,.,.,.,.,.,.,6,0,38,0,0,50,7,0,33,0,0,30,0,0,70,10,0,50,10,0,40,5,5,60,11,0,42,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,0,50,10,10,50,11,0,33,7,0,36,0,0,43,0,0,23,17,0,17,0,0,17,0,0,17,.,.,.,.,.,.,.,.,.,"NEW FRONTIERS PUBLIC SCHOOLS INC",15,0,38,8,8,62,17,0,42,0,0,43,0,0,57,0,0,43,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'015806",8,8,25,8,0,50,17,0,17,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,20,10,33,17,7,47,20,3,27,17,0,33,17,0,50,17,0,33,21,10,31,14,7,45,21,3,24,11,5,26,11,0,47,16,0,26,19,10,33,14,10,48,19,5,24,.,.,.,.,.,.,.,.,.,0,0,10,0,0,40,0,0,0,36,18,45,27,18,45,27,9,27,10,10,25,10,5,40,15,5,20,17,17,17,17,17,17,17,17,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SCHOOL OF EXCELLENCE IN EDUCATION",17,9,30,13,4,48,22,0,26,29,14,43,29,14,43,14,14,29,.,.,.,.,.,.,.,.,.
"'015807",0,0,14,0,0,29,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,2,30,25,9,41,9,0,32,0,0,27,27,18,45,18,0,36,13,2,24,20,9,33,9,0,26,4,0,8,8,0,21,0,0,16,6,0,21,15,3,33,3,0,27,.,.,.,.,.,.,.,.,.,0,0,14,0,0,29,0,0,0,19,3,47,38,16,56,16,0,45,10,0,27,19,4,31,4,0,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,0,50,40,10,50,10,0,40,"SOUTHWEST PREPARATORY SCHOOL",7,3,23,20,10,40,7,0,23,19,0,38,31,8,42,12,0,42,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'015808",-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,23,15,38,15,0,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,20,20,0,20,0,0,0,25,13,50,17,0,50,0,0,0,25,13,38,13,0,38,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,20,20,20,14,0,14,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"INSPIRE ACADEMIES",.,.,.,.,.,.,.,.,.,0,0,0,23,15,38,15,0,31,.,.,.,-1,-1,-1,-1,-1,-1
"'015809",-1,-1,-1,-1,-1,-1,40,0,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,0,23,8,8,31,13,0,25,.,.,.,.,.,.,.,.,.,8,0,23,8,8,31,13,0,25,14,0,43,14,14,57,25,0,50,8,0,23,8,8,31,13,0,25,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,40,0,40,0,0,0,0,0,0,0,0,0,8,0,23,8,8,31,13,0,25,-1,-1,-1,-1,-1,-1,0,0,20,.,.,.,.,.,.,.,.,.,"BEXAR COUNTY ACADEMY",14,0,43,14,14,43,25,0,38,0,0,0,0,0,17,0,0,13,.,.,.,.,.,.,.,.,.
"'015814",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"POSITIVE SOLUTIONS CHARTER SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'015815",20,0,40,0,0,40,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,41,27,68,59,36,77,26,13,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,33,80,80,47,87,40,20,60,36,27,45,55,36,73,27,9,36,25,17,58,42,25,67,17,0,42,.,.,.,.,.,.,.,.,.,20,0,40,0,0,40,0,0,0,45,27,91,64,36,82,25,17,67,38,23,54,46,15,62,23,8,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,80,"HERITAGE ACADEMY",63,50,88,88,63,88,44,22,89,29,14,57,43,21,71,14,7,29,.,.,.,.,.,.,.,.,.
"'015822",11,3,37,19,5,46,11,1,41,50,17,50,17,0,50,0,0,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,13,6,35,17,7,44,12,1,33,23,7,40,23,6,42,6,3,35,12,4,34,15,5,42,10,0,31,12,4,32,18,8,49,15,2,35,11,5,33,16,7,44,13,1,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,4,32,16,4,42,11,0,36,14,8,37,17,6,39,10,0,31,9,3,28,13,3,37,7,0,28,12,5,19,12,5,23,5,0,11,18,14,46,21,11,46,14,4,36,"JUBILEE ACADEMIES",17,9,39,21,9,45,15,2,33,10,3,30,14,5,44,10,1,33,13,0,13,13,13,38,13,0,38
"'015825",14,0,29,13,13,50,11,0,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,0,25,18,12,41,17,0,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,0,25,15,8,31,23,0,38,17,0,17,14,14,57,13,0,25,8,0,23,7,7,29,7,0,20,.,.,.,.,.,.,.,.,.,17,0,33,14,14,57,13,0,38,10,0,30,20,10,30,20,0,40,11,0,33,10,10,40,10,0,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"LIGHTHOUSE PUBLIC SCHOOLS",0,0,14,13,0,38,22,0,33,22,0,33,22,22,44,11,0,33,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'015827",6,2,24,13,5,27,5,0,21,13,0,25,25,13,63,13,0,38,27,27,67,33,0,80,21,0,64,.,.,.,.,.,.,.,.,.,13,6,35,26,11,52,12,1,36,11,4,36,30,15,55,15,2,42,9,2,28,21,9,47,8,0,30,8,3,34,31,11,58,16,2,44,10,3,28,21,8,43,7,1,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2,20,8,3,24,3,0,17,17,8,37,23,10,46,8,1,30,7,1,26,15,7,32,7,1,24,5,0,10,10,5,29,5,5,10,22,13,57,39,22,70,26,4,70,"SCHOOL OF SCIENCE AND TECHNOLOGY",12,6,40,35,18,67,21,2,50,13,5,34,24,8,47,9,1,33,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'015828",6,3,29,11,4,36,11,2,33,40,20,60,60,20,60,60,0,60,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,6,37,18,6,43,13,3,35,17,8,42,25,0,50,27,9,55,11,5,34,18,6,40,13,2,32,7,3,33,23,6,52,17,2,40,11,6,35,17,6,41,12,2,32,.,.,.,.,.,.,.,.,.,6,4,29,8,4,34,7,1,27,15,8,40,15,6,36,10,3,32,5,3,26,9,3,32,9,2,26,15,8,35,12,0,24,9,0,14,0,0,60,20,0,80,0,0,40,"HARMONY SCIENCE ACAD (SAN ANTONIO)",10,4,35,14,4,41,12,4,31,14,9,41,24,8,46,16,1,41,.,.,.,.,.,.,.,.,.
